,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,Fachhochschule Erfurt,world rank  2956,"Altonaer Str. 25
Erfurt
99085 Thuringia
Germany",+49 (361) 67000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
11,Fachhochschule für die Wirtschaft Hannover,world rank  8043,"Freundallee 1
Hannover
30173 Lower Saxony
Germany",+49 (511) 2 84 83 70,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
12,Fachhochschule für Finanzen NRW,world rank  Un,"Schloss Nordkirchen
Nordkirchen
59394 North Rhine-Westphalia
Germany",+49 (2596) 933-0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,Fachhochschule für Rechtspflege Nordrhein-Westfalen,world rank  6064,"Schleidtalstrasse 3
Bad Münstereifel
53902 North Rhine-Westphalia
Germany",+49 (2253) 318-0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
14,Fachhochschule für Sport und Management Potsdam,world rank  8514,"Am Luftschiffhafen 1
Potsdam
14471 Brandenburg
Germany",+49 (331) 90 75 71 05,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
15,Fachhochschule Kärnten,world rank  3971,"Villacher Strasse 1
Spittal an der Drau
9800 Carinthia
Austria",+43 (5) 90500 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Österreichische Fachhochschul-Konferenz (FHK)
European Association for International Education (EAIE)
European University Association (EUA)
Eurasia Pacific Uninet (EPU)
Association of International Educators (NAFSA)","Fachhochschule Kärnten
|
School of Civil Engineering and Architecture School of Engineering and IT School of Health Sciences and Social Work School of Management","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
16,Fachhochschule Kiel,world rank  2194,"Sokratesplatz 1
Kiel
24149 Schleswig-Holstein
Germany",+49 (431) 2100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,DFH Deutsch-Französiche Hochschule,"Fachhochschule Kiel
|
Faculty of Agriculture Faculty of Computer Science and Electrical Engineering Faculty of Mechanical Engineering Faculty of Media Faculty of Social Work and Health Faculty of Business Management","['library', 'sports facilities', 'financial aid', 'career services']"
17,Fachhochschule Kufstein Tirol,world rank  9182,"Andreas Hofer Strasse 7
Kufstein
6330 Tyrol
Austria",+43 (5372) 71819 100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Österreichische Fachhochschul-Konferenz (FHK),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'career services']"
18,Fachhochschule Lübeck,world rank  4146,"Mönkhofer Weg 239
Lübeck
23562 Schleswig-Holstein
Germany",+49 (451) 3006,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
19,Fachhochschule Münster,world rank  1868,"Hüfferstrasse 27
Münster
48149 North Rhine-Westphalia
Germany",+49 (251) 830,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Fachhochschule Münster
|
School of Architecture School of Civil Engineering School of Chemical Engineering School of Design School of Electrical Engineering and Computer Science School of Energy, Buildings and Environment School of Mechanical Engineering School of Home Economics and Nutritional Sciences School of Nursing and Health School of Engineering Physics School of Social Studies School of Business Administration",['library']
20,Fachhochschule Nordwestschweiz,world rank  1164,"Campus Brugg-Windisch, Bahnhofstrasse 6
Windisch
5210 Aargau
Switzerland",+41 (56) 202 77 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Swiss University Conference (SUC),"Fachhochschule Nordwestschweiz
|
School of Applied Psychology School of Business School of Education School of Engineering School of Life Sciences School of Social Work Academy of Art and Design School of Architecture, Civil Engineering and Geomatics Academy of Music","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
21,Fachhochschule Ostschweiz,world rank  7512,"Bogenstrasse 7
St. Gallen
9001 St Gallen
Switzerland",+41 (71) 280 8383,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Swiss University Conference (SUC),"Fachhochschule Ostschweiz
|
Department of Computer Science Department of Architecture Construction Planning Department of Economy and Tourism Department of Social Work Department of Health",['library']
22,Fachhochschule Potsdam,world rank  2078,"Pappelallee 8-9
Potsdam
14469 Brandenburg
Germany",+49 (331) 580 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
23,Fachhochschule Salzburg,world rank  3121,"Urstein Süd 1
Puch bei Hallein
5412 Salzburg
Austria",+43 (50) 2211 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Österreichische Fachhochschul-Konferenz (FHK),"Fachhochschule Salzburg
|
Faculty of Engineering Faculty of Business and Social Sciences Faculty of Design, Media and Arts Faculty of Health Studies","['library', 'housing', 'sports facilities']"
24,Fachhochschule St. Pölten,world rank  2195,"Matthias Corvinus-Strasse 15
St. Pölten
3100 Lower Austria
Austria",+43 (2742) 313 228261,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Österreichische Fachhochschul-Konferenz (FHK),"Fachhochschule St. Pölten
|
Department of Technology Department of Business Department of Health and Social Sciences","['library', 'housing', 'sports facilities', 'distant learning']"
25,Fachhochschule Südwestfalen,world rank  3517,"Frauenstuhlweg 31
Iserlohn
58644 North Rhine-Westphalia
Germany",+49 (2371) 5660,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
26,Fachhochschule Vorarlberg,world rank  4485,"Hochschulstrasse 1
Dornbirn
6850 Vorarlberg
Austria",+43 (5572) 792,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Österreichische Fachhochschul-Konferenz (FHK),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
27,Fachhochschule Wedel,world rank  2408,"Feldstrasse 143
Wedel
22880 Schleswig-Holstein
Germany",+49 (4103) 80480,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Fachhochschule Westküste,world rank  5117,"Fritz-Thiedemann-Ring 20
Heide
25746 Schleswig-Holstein
Germany",+49 (481) 8555 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,Fachhochschule Wiener Neustadt,world rank  4154,"Johannes Gutenberg-Strasse 2
Wiener Neustadt
2700 Lower Austria
Austria",+43 (2622) 89 084 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,Österreichische Fachhochschul-Konferenz (FHK),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
30,Facultad de Teología del Uruguay Mons. Mariano Soler,world rank  12362,"San Fructuoso 1019
Montevideo
Montevideo
Uruguay",+598 (2) 208 5808,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Facultad Latinoamericana de Ciencias Sociales,world rank  2785,"Ayacucho 555
Buenos Aires
C1026AAC City of Buenos Aires
Argentina",+54 (11) 5238 9339,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid', 'distant learning']"
32,"Facultad Latinoamericana de Ciencias Sociales, Ecuador",world rank  5527,"La Pradera E7-174 and Av. Diego de Almagro
Quito
Pichincha
Ecuador",+593 (2) 294 6800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
33,Faculté des Sciences de la Santés,world rank  12732,"38, Rue de Cologne
Tunis
1002 Tunis
Tunisia",+216 71 787 337,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
34,Faculté Privée de Management et des Sciences de l’Administration de Sousse,world rank  12907,"Immeuble Cheyma, Avenue Yesser Arafat, Sahloul 1
Sousse
4051 Sousse
Tunisia",+216 73822598,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
35,Faculté Privée des Sciences Paramédicales de Sfax,world rank  Un,"Route Manzel Cheker KM 0,5
Sfax
3003 Sfax
Tunisia",+216 74460854,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
36,Fahad Bin Sultan University,world rank  8522,"PO Box 15700
Tabuk
71454 Tabuk
Saudi Arabia",+966 (4) 427 7253,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Fahad Bin Sultan University
|
College of Computer College of Business Administration College of Engineering","['library', 'sports facilities']"
37,Fairfield University,world rank  1232,"1073 N Benson Road
Fairfield
06824-5195 Connecticut
United States",+1 (203) 254 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)","Association of Jesuit Colleges and Universities (AJCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
38,Fairleigh Dickinson University,world rank  982,"1000 River Road
Teaneck
07666 New Jersey
United States",+1 (201) 692 2000,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
New Jersey State Board of Nursing
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
American Chemical Society (ACS)
American Psychological Association (APS)
National Association of School Psychologists (NASP)
International Association for Continuing Education and Training (IACET)
International Multisensory Structured Language Education Council (IMSLEC)
Council for the Accreditation of Educator Preparation (CAEP)
American Bar Association (ABA)
Accreditation Council for Pharmacy Education (ACPE)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
39,Fairmont State University,world rank  3130,"1201 Locust Avenue
Fairmont
26554-2470 West Virginia
United States",+1 (304) 367 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
Accreditation Council for Business Schools and Programs (ACBSP)
Council for the Accreditation of Educator Preparation (CAEP)","West Virginia Higher Education Policy Commission (WVHEPC)
American Association of State Colleges and Universities (AASCU)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
40,Faith Baptist Bible College and Theological Seminary,world rank  5091,"1900 Nw 4Th Street
Ankeny
50021-2152 Iowa
United States",+1 (515) 964 0601,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation","National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
41,Fakir Mohan University,world rank  9389,"Vyasa Vihar, North Campus, Nuapadi
Balasore
756 020 Odisha
India",+91 (6782) 275 787,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
42,Fakulteta za komercialne in poslovne vede,world rank  10137,"Lava 7
Celje
3000 Styria
Slovenia",+386 (3) 428 55 44,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Fakulteta za medije,world rank  11502,"Leskoškova cesta 9e
Ljubljana
1000 Lower Carniola
Slovenia",+386 (1) 520 2160,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
44,Fakulteta za pravo in poslovne vede,world rank  10234,"Ciril-Metodov trg 9
Ljubljana
1000 Lower Carniola
Slovenia",+386 (820) 52 300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Fakulteta za psihoterapevtsko znanost Univerze Sigmunda Freuda v Ljubljani,world rank  10439,"Rovšnikova Street 2
Ljubljana
1000 Lower Carniola
Slovenia",+386 (0)1 425 4433,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
46,Fakulteta za tehnologijo polimerov,world rank  11083,"Ozare 19
Slovenj Gradec
2380 Carinthia
Slovenia",+386 (2) 620 4768,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
47,Fakulteta za uporabne družbene študije v Novi Gorici,world rank  9250,"Gregorciceva ulica 19
Nova Gorica
5000 Slovene Littoral
Slovenia",+386 (5) 333 0080,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Fakulteta za zdravstvo Angele Boškin,world rank  9014,"Spodnji Plavž 3
Jesenice
4270 Upper Carniola
Slovenia",+386 (4) 586 9360,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Falmouth University,world rank  2005,"Falmouth Campus, Woodlane
Falmouth
TR11 4RH South West England
United Kingdom",+44 (1326) 211 077,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
50,Fanoos Institute of Higher Education,world rank  13268,"Kabul
Kabul
Afghanistan",+93 (79) 280 3030,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
51,Far East State Agrarian University,world rank  7949,"ul. Politehnicheskaja 86
Blagoveshchensk
675005 Amur Oblast
Russia",+7 (4162) 423 206,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Far East University,world rank  7248,"No. 49, Zhonghua Road, Xinshi District
Tainan City
74448 Tainan
Taiwan",+886 (6) 597 9566,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Far East University
|
College of Engineering College of Electrical and Computer Engineering College of Commerce and Management College of Hospitality and Leisure","['library', 'housing', 'financial aid']"
53,"Far East University, Korea",world rank  10851,"San 5, Wangjang-ri
Gamgok
369-851 North Chungcheong
South Korea",+82 (43) 882 3114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
54,Far Eastern Federal University,world rank  1368,"8 Sukhanova Street
Vladivostok
690950 Primorsky Krai
Russia",+7 (4232) 433280,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Pacific Rim Universities (APRU),"Far Eastern Federal University
|
School of Engineering School of Biomedicine School of Humanities School of Natural Sciences School of Arts, Culture and Sports School of Education School of Regional and International Studies School of Economics and Management School of Law","['library', 'sports facilities', 'distant learning']"
55,Far Eastern State Medical University,world rank  3496,"ul. Muravieva-Amyrskogo, 35
Khabarovsk
680000 Khabarovsk Krai
Russia",+7 (4212) 225 311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Far Eastern State Technical Fisheries University,world rank  7437,"52b Lugovaya Street
Vladivostok
690087 Primorsky Krai
Russia",+7 (4232) 441 928,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,International association of Maritime Universities (IAMU),"Far Eastern State Technical Fisheries University
|
Navigation Institute Institute of Economics and Management Institute of Applied Biotechnology Institute of Food and Refrigerating Engineering Institute of Fishery and Aquaculture International Institute Institute of Pre-College Education Institute of Distant Education Institute of Supplementary Professional Education Regional Institute","['library', 'housing', 'sports facilities']"
57,Far Eastern State Transport University,world rank  5149,"47, Seryshev Str
Khabarovsk
680021 Khabarovsk Krai
Russia",+7 (4212) 407 200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Far Eastern State Transport University
|
Institute of International Cooperation Institute of Economics Institute of Social and Humanitarian Studies Institute of Transport Construction Power Engineering Institute Institute of Control, Automation and Telecommunications Institute of Natural Sciences Faculty of Air Transport Institute of Traction and Rolling Stock Institute for Further Education Institute of Integrated Educational Systems Faculty of Secondary Vocational Education","['library', 'housing', 'sports facilities']"
58,Far Eastern University,world rank  7650,"Nicanor Reyes Street, Sampaloc; PO Box 609
Manila
1015 National Capital Region
Philippines",+63 (2) 8777 7338,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'career services']"
59,Far Western University,world rank  12856,"Bhimdatta
10400 Sudurpashchim Pradesh
Nepal",+977 (99) 520 729,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Far Western University
|
Faculty of Humanities and Social Sciences Faculty of Management Faculty of Education Faculty of Science and Technology Faculty of Engineering",['Not reported']
60,Fareast International University,world rank  12086,"House 50, Road 11, Block C, Banani
Dhaka
1213 Dhaka
Bangladesh",+880 (2) 989 1453,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Fareast International University
|
Faculty of Business Administration Faculty of Liberal Arts and Social Sciences Faculty of Engineering Faculty of Science Faculty of Law",['Not reported']
61,Farg'ona Davlat Universiteti,world rank  10911,"Murabbiylar street, 19
Fergana
150100 Fergana
Uzbekistan",+998 (73) 244-44-02,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Farg'ona Davlat Universiteti
|
Faculty of Philology Faculty of Physics and Mathematics Faculty of History Faculty of Military Education Faculty of Physical Culture Faculty of Socio-economic Studies Faculty of Education Faculty of Natural Geography",['library']
62,Farg'ona Politexnika Instituti,world rank  9670,"86, Ferghanskaya
Fergana
712028 Fergana
Uzbekistan",+998 (732) 22 13 33,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Farg'ona Politexnika Instituti
|
Faculty of Mechanical-engineering Faculty of Energy Faculty of Civil Engineering Faculty of Chemical Technology Faculty of Production Management",['library']
63,Farmingdale State College,world rank  2331,"2350 Broadhollow Road
Farmingdale
11735-1021 New York
United States",+1 (631) 420 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Engineering Technology Accreditation Commission (ETAC) of ABET
National League for Nursing Accrediting Commission (NLNAC)","State University of New York (SUNY) System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
64,Faryab University,world rank  12761,"2nd district
Maymana
1805 Faryab
Afghanistan",+93 (79) 455 5300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Faryab University
|
Faculty of Literature and Humanities Faculty of Law Faculty of Economics Faculty of Education Agricultural Faculty Faculty of Engineering","['library', 'housing', 'sports facilities', 'financial aid']"
65,Farzanegan Semnan University,world rank  11989,"Semnan
Semnan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
66,Fasa University,world rank  10773,"Moheb Blvd.
Fasa
7461781189 Fars
Iran",+98 (71) 5315 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Fasa University
|
Faculty of Sciences Faculty of Engineering Faculty of Agriculture","['library', 'housing', 'sports facilities', 'financial aid']"
67,Fasa University of Medical Sciences,world rank  7880,"Avicenna square
Fasa
74615-168 Fars
Iran",+98 (731) 222 7093,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Fasa University of Medical Sciences
|
Faculty of Medicine Faculty of Health Faculty of Nursing","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
68,Fashion Institute of Technology,world rank  839,"227 W 27Th Street
New York City
10001-5992 New York
United States",+1 (212) 217 7999,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Foundation for Interior Design Education and Research (FIDER)
National Association of Schools of Art and Design (NASAD)","State University of New York (SUNY) System
National Junior College Athletic Association (NJCAA)
National Athletic Association (NAA)
National Junior College Athletic Association (NJCAA)",['Not reported']
69,FATA University,world rank  12691,"Kohat Road
Darra Adam Khel
25000 Khyber Pakhtunkhwa
Pakistan",+92 (91) 588 5507,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"FATA University
|
Faculty of Arts and Humanities Faculty of Business and Social Sciences Faculty of Science and Technology","['library', 'sports facilities', 'financial aid']"
