,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,Yamaguchi University,world rank  1853,"1677-1 Yoshida
Yamaguchi
753-8511 Yamaguchi
Japan",+81 (83) 933 5027,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Japan Association of National Universities,"Yamaguchi University
|
Faculty of Humanities Faculty of Education Faculty of Economics Faculty of Science Faculty of Agriculture Faculty of Medicine and Health Science Faculty of Engineering","['library', 'housing', 'sports facilities', 'financial aid']"
11,Yamanashi Eiwa College,world rank  9122,"Kofu
Yamanashi
Japan",+81 (55) 223 6020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
12,Yamanashi Gakuin University,world rank  5605,"Kofu
400-8575 Yamanashi
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,Yamanashi Prefectural University,world rank  6388,"Kofu
400-0035 Yamanashi
Japan",+81 (55) 224 5261,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
14,Yan'an University,world rank  5677,"Yanan
716000 Shaanxi
China",+86 (911) 233 2015,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
15,Yanbian University,world rank  5808,"977 Gongyuan Road
Yanji
133002 Jilin
China",+86 (433) 273 2052,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
16,Yanbian University of Science and Technology,world rank  Un,"Yanji
Jilin
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
17,Yancheng Institute of Technology,world rank  5841,"9 Yinbin Avenue
Yancheng
224051 Jiangsu
China",+86 (515) 8839 9183,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
18,Yancheng Teachers University,world rank  6841,"50 Kaifang Avenue
Yancheng
224002 Jiangsu
China",+86 (515) 8823 3990,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
19,Yang-En University,world rank  7105,"Majiazhen, Luojiang
Quanzhou
362014 Fujian
China",+86 (595) 2208 2001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
20,Yangon Technological University,world rank  10410,"Insein
11101 Yangon
Myanmar",+95 1-651717,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
21,Yangon University,world rank  8166,"Pyay Road, Kamaryut
Yangon
11041 Yangon
Myanmar",+95 514908,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Yangon University
|
Department of Psychology Department of Mathematics Department of Physics Department of Chemistry Department of Industrial Chemistry Department of Zoology Department of Botany Department of Law Department of English Department of Burmese Department of History Department of International Relations Department of Geology Department of Oriental Studies Department of Information Technology Department of Geography","['library', 'housing', 'sports facilities', 'financial aid']"
22,Yangon University of Economics,world rank  11658,"Kamayut
11041 Yangon
Myanmar",+95 1 536761,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
23,Yangon University of Education,world rank  12683,"Pyay Road opposite the MRTV
Yangon
11041 Yangon
Myanmar",+95 1 504771,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Yangon University of Education
|
Department of Educational Psychology Department of Educational Test and Measurement Department of Educational Technology Department of Educational Philosophy Department of Educational Leadership Department of Methodology Department of Educational Research Department of School Health Myanmar Department English Department Mathematics Department Chemistry Department Physics Department Biology Department Geography Department History Department Economics Department",['library']
24,Yangtze Normal University,world rank  8873,"98 Julong Road Lidu, Fuling District
Chongqing
408100 Chongqing
China",+86 (23) 8780 7135,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
25,Yangtze University,world rank  4171,"Jingzhou
Hubei
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
26,Yangzhou University,world rank  1786,"26 Xingcheng E Road, Hanjiang
Yangzhou
225009 Jiangsu
China",+86 (514) 797 1870,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
27,Yanjing Institute of Technology,world rank  11513,"Langfang
Hebei
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Yanka Kupala State University of Grodno,world rank  1892,"22 Ozheshko Street
Grodno
230023 Grodno Region
Belarus",+375 (152) 731 900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
Baltic Sea Region University Network (BSRUN)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
29,Yanshan University,world rank  2733,"438 Hebei Street West Section, Haigang
Qinhuangdao
066004 Hebei
China",+86 (335) 805 7070,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
30,Yantai Nanshan University,world rank  6734,"Yantai
Shandong
China",+86 (535) 859 0703,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Yantai University,world rank  3264,"Gangcheng E Street, Laishan
Yantai
264005 Shandong
China",+86 (535) 690 2381,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
32,Yarmouk Private University,world rank  11450,"Damascus
Damascus
Syria",+963 (11) 666 6900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Yarmouk Private University
|
Faculty of Informatics and Communication Faculty of Civil, Environment and Architectural Engineering Faculty of Administrative Sciences and Finance","['library', 'sports facilities']"
33,Yarmouk University,world rank  2954,"PO Box 566
Irbid
21163 Irbid
Jordan",+962 (2) 721 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Association of Universities (IAU)
Federation of the Universities of the Islamic World (FUIW)
Association of Arab Universities (AARU)","Yarmouk University
|
Faculty of Arts Faculty of Science Faculty of Economics and Administrative Sciences Hijjawi Faculty of Engineering Technology Faculty of Sharia and Islamic Studies Faculty of Education Faculty of Physical Education Faculty of Law Faculty of Fine Arts Faculty of Information Technology and Computer Science Faculty of Archaeology and Anthropology Faculty of Mass Communication Faculty of Tourism and Hotel Management Faculty of Medicine Faculty of Pharmacy","['library', 'sports facilities', 'financial aid', 'distant learning']"
34,Yaroslav Mudryi National Law University,world rank  3875,"Pushkinskaya Street 77
Kharkiv
61024 Kharkiv Oblast
Ukraine",+380 (57) 704 9201,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Yaroslavl State Academy of Agriculture,world rank  8263,"Tutaevskoje Shosse 58
Yaroslavl
150042 Yaroslavl Oblast
Russia",+7 (852) 552 883,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
36,Yaroslavl State Medical University,world rank  5980,"ul. Revoljucionnaja 5
Yaroslavl
150000 Yaroslavl Oblast
Russia",+7 (852) 305 641,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Yaroslavl State Pedagogical University,world rank  3482,"ul. Respublikanskaja 108
Yaroslavl
150000 Yaroslavl Oblast
Russia",+7 (852) 305 661,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
38,Yaroslavl State Technical University,world rank  5722,"prosp. Moskovskij 88
Yaroslavl
150023 Yaroslavl Oblast
Russia",+7 (4852) 442 199,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Yaroslavl State Technical University
|
Automotive Department Architectural and Civil Engineering Department Correspondence School Engineering Faculty of Economics Faculty of Mechanical Engineering Faculty of Chemical Technology","['library', 'housing', 'sports facilities', 'career services']"
39,Yaroslavl State University,world rank  2560,"Sovetskaya Street 14, r. 317
Yaroslavl
150000 Yaroslavl Oblast
Russia",+7 (4852) 797 746,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Yaroslavl State University
|
Faculty of Biology and Ecology Faculty of Economics Faculty of Information and Computer Science Faculty of Social and Political Sciences Faculty of History Faculty of Law Faculty of Mathematics Faculty of Physics Faculty of Psychology Faculty of Philology and Communication","['library', 'sports facilities']"
40,Yasar Üniversitesi,world rank  3310,"Üniversite Cad., No. 35-37, Agaçli Yol, Bornova
Izmir
35100 Izmir
Turkey",+90 (232) 570 7070,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,"European University Association (EUA)
Commission on English Language Accreditation (CEA)
Association for Evaluation and Accreditation of Engineering Programs (MUDEK)
Communication Research Association (ILAD)","Yasar Üniversitesi
|
Faculty of Science and Letter Faculty of Economics and Administrative Sciences Faculty of Communication Faculty of Human and Social Sciences Faculty of Business Faculty of Law Faculty of Art and Design Faculty of Engineering Faculty of Architecture","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
41,Yashima Gakuen University,world rank  Un,"Yokohama
Kanagawa
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
42,Yasuda Women's University,world rank  4994,"Hiroshima
731-0153 Hiroshima
Japan",+81,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Yasuj University,world rank  9047,"Yasuj
Kohgiluyeh and Boyer-Ahmad
Iran",+98 (741) 3334066,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
44,Yasuj University of Medical Sciences,world rank  7430,"Yasuj
Kohgiluyeh and Boyer-Ahmad
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Yazd University,world rank  3783,"University Boulevard - Safayieh-Yazd
Yazd
89195-741 Yazd
Iran",+98 (35) 38200149,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,International Association of Universities (IAU),"Yazd University
|
Faculty of Humanities and Social Sciences Faculty of Science Faculty of Engineering Faculty of Azadi Faculty of Mehriz Faculty of Arts and Architecture Faculty of Natural Resources and Desert Studies","['library', 'housing', 'sports facilities', 'financial aid']"
46,YBN University,world rank  11810,"Power Grid Road Rajaulatu, Namkum
Ranchi
834 010 Jharkhand
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
47,Yeditepe Üniversitesi,world rank  2487,"Inönü Mah. Kayisdagi Cad. 26 Agustos Yerlesimi
Istanbul
34755 Istanbul
Turkey",+90 (216) 578 0000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
48,Yei Agricultural and Mechanical University,world rank  Un,"Yei
Central Equatoria
South Sudan",+211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Yelets State University,world rank  7055,"st. Kommunarov, 28
Yelets
399770 Lipetsk Oblast
Russia",+7 (7467) 2 21 93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
50,Yemen and the Gulf University of Science and Technology,world rank  Un,"Forty Street, next to Hawshab Station
Al Hudaydah
Al Hudaydah
Yemen",+967 (3) 265 900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
51,Yemeni Jordanian University,world rank  13175,"Hadda Street
Sana'a
Sanaa
Yemen",+967 (1) 432 345,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
52,Yemeni University,world rank  12236,"West Sixty Street
Sana'a
Sanaa
Yemen",+967 (1) 532 769,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
53,Yemenia University,world rank  12264,"Khemisy Street
Sana'a
Sanaa
Yemen",+967 (1) 429 310,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
54,Yenepoya University,world rank  9233,"University Road, Deralakatte
Mangalore
575 018 Karnataka
India",+91 (824) 220 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
55,Yerevan Agricultural University,world rank  Un,"27/5 Fuchik Street
Yerevan
0048 Yerevan
Armenia",+374 (10) 341 300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
56,Yerevan Brusov State University of Languages and Social Sciences,world rank  6979,"42 Toumanyan Street
Yerevan
0002 Yerevan
Armenia",+374 (11) 300 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European Center for Modern Languages (ECML)
Agence Universitaire de la Francophonie (AUF)
Black Sea Universities Network (BSUN)
CIS Network University
European Language Council (ELC)","Yerevan Brusov State University of Languages and Social Sciences
|
Faculty of Russian and Foreign Languages Faculty of Translation and Intercultural Communication Faculty of Education and Professional Pedagogy Faculty of Social Sciences and Service","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
57,Yerevan Gladzor University,world rank  12103,"7/1 Grigor Lusavorich Street
Yerevan
0015 Yerevan
Armenia",+374 (10) 545 980,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Yerevan Haybusak University,world rank  12125,"6, Abelian Street
Yerevan
0038 Yerevan
Armenia",+374 (10) 390 698,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Yerevan Komitas State Conservatory,world rank  10707,"1a Sayat-Nova Street
Yerevan
0001 Yerevan
Armenia",+374 (10) 581 164,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Yerevan Medical Institute after Mehrabyan,world rank  10833,"21 Hrachya Kochari Street
Yerevan
0033 Yerevan
Armenia",+374 (10) 262 743,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
61,Yerevan Mesrop Mashtots University,world rank  12665,"Garegin Nzhdehi Street, 84a Building
Yerevan
0025 Yerevan
Armenia",+374 (10) 575 099,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
62,Yerevan Northern University,world rank  11857,"15a Alex Manookian Street
Yerevan
0070 Yerevan
Armenia",+374 (10) 573 317,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
63,Yerevan State Institute of Theatre and Cinema,world rank  11364,"26 Amiryan St
Yerevan
Yerevan
Armenia",+374 (60) 271 020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Yerevan State Institute of Theatre and Cinema
|
Faculty of Theatre Faculty of Cinema, TV and Animation Faculty of Art History, Theory and Management",['Not reported']
64,Yerevan State Medical University,world rank  6742,"2, Koryun Street
Yerevan
0025 Yerevan
Armenia",+374 (10) 581 802,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"SGroup European Universities' Network (SGroup)
International Association of Universities (IAU)
Association for Dental Education in Europe (ADEE)","Yerevan State Medical University
|
Faculty of General Medicine Faculty of Stomatology Faculty of Pharmacy Faculty of Public Health Faculty of Military Medicine","['library', 'housing', 'sports facilities', 'financial aid']"
65,Yerevan State University,world rank  3022,"1 Alex Manoogian Street
Yerevan
0025 Yerevan
Armenia",+374 (10) 554 629,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
International Association of Universities (IAU)
Eurasian Universities Association (EUA)
Black Sea Universities Network (BSUN)
International Association of University Presidents (IAUP)
Russian Rectors' Union
Agence Universitaire de la Francophonie (AUF)","Yerevan State University
|
Faculty of Biology Faculty of Chemistry Faculty of Informatics and Applied Mathematics Faculty of Geography and Geology Faculty of Mathematics and Mechanics Faculty of Physics Faculty of Radiophysics Faculty of Philosophy and Psychology Faculty of Sociology Faculty of Armenian Philology Faculty of Russian Philology Faculty of Oriental Studies Faculty of Journalism Faculty of Theology Faculty of History Faculty of Economics Faculty of Romance and Germanic Philology Faculty of International Relations Faculty of Law","['library', 'sports facilities', 'financial aid', 'distant learning']"
66,Yerevan University after Movses Khorenatsi,world rank  12415,"105 Teryan Street, 1st Building, 4th Floor
Yerevan
0009 Yerevan
Armenia",+374 (10) 520 541,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
67,Yerevan University of Management,world rank  Un,"Malkhasyants str. 1/8
Yerevan
0051 Yerevan
Armenia",+374 (10) 322 412,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
68,Yeshiva University,world rank  523,"500 W 185Th Street
New York City
10033-3299 New York
United States",+1 (212) 960 5400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
American Psychological Association (APA)
Council on Social Work Education (CSWE)
Liaison Committee on Medical Education (LCME)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
69,Yeungnam University,world rank  2730,"214-1 Dae-dong
Gyeongsan
712-749 North Gyeongsang
South Korea",+82 (53) 810 2114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
70,Yewon Arts University,world rank  11958,"271 Changin-ri, Sinpyeong-myeon
Imsil-gun
566-822 North Jeolla
South Korea",+82 (63) 640 7114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
71,Yezin Agricultural University,world rank  11045,"Yezin
Zeyathiri
15013 Mandalay
Myanmar",+95 67 341 6513,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"The Himalayan University Consortium
Centers for Natural Resources and Development (CNRD)
ASEAN University Network Association (AUNA)","Yezin Agricultural University
|
Department of Agronomy Department of Plant Breeding, Physiology and Ecology Department of Soil and Water Science Department of Plant Pathology Department of Entomology Department of Horticulture Department of Agricultural Economics Department of Agricultural Extension Department of Agricultural Biotechnology, Department of Food Science and Technology Department of Agricultural Microbiology Department of Agricultural Engineering Department of Animal Science Advanced Center for Agricultural Research and Education","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
72,Yibin University,world rank  Un,"Chuanyun Middle Road, Cuiping District
Yibin
Sichuan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
73,Yichun University,world rank  12417,"576 Xuefu Road, Yuanzhou District
Yichun
Jiangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
74,Yildiz Teknik Üniversitesi,world rank  1673,"Barbaros Bulvari, Yildiz
Istanbul
34349 Istanbul
Turkey",+90 (212) 261 2002,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
