,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,California Baptist University,world rank  2344,"8432 Magnolia Avenue
Riverside
92504-3297 California
United States",+1 (877) 228 3615,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"California Commission on Teacher Credentialing (CCTC)
Accreditation Council for Business Schools and Programs (ACBSP)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
National Association of Schools of Music (NASM)
State of California Board of Registered Nursing","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
11,California College of the Arts,world rank  1541,"1111 8th Street
San Francisco
94107-2247 California
United States",+1 (800) 447 1278,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"National Association of Schools of Art and Design (NASAD)
National Architectural Accrediting Board (NAAB)
Foundation for Interior Design Education Research (FIDER)",Association of Independent Colleges of Art and Design (AICAD),['Not reported']
12,California Institute of Integral Studies,world rank  1761,"1453 Mission Street
San Francisco
94103-2557 California
United States",+1 (415) 575 6100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,Association of American Colleges and Universities (AACU),['Not reported']
13,California Institute of Technology,world rank  56,"1200 E California Boulevard
Pasadena
91125 California
United States",+1 (626) 395 6811,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Engineering Accreditation Commission (EAC) of ABET,"Association of Pacific Rim Universities (APRU)
Association of American Universities (AAU)
Association of Independent Technological Universities (AITU)
Association of Universities for Research in Astronomy (AURA)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
14,California Institute of the Arts,world rank  4248,"24700 West Mcbean Parkway
Valencia
91355-2397 California
United States",+1 (661) 255 1050,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"National Association of Schools of Art and Design (NASAD)
National Association of Schools of Dance (NASD), Commission on Accreditation
National Association of Schools of Music (NASM)
National Association of Schools of Theatre (NAST)",Association of Independent Colleges of Art and Design (AICAD),['Not reported']
15,California Lutheran University,world rank  1654,"60 West Olsen Road
Thousand Oaks
91360-2787 California
United States",+1 (805) 492 2411,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
16,"California Polytechnic State University, San Luis Obispo",world rank  334,"1 Grand Avenue
San Luis Obispo
93407-1111 California
United States",+1 (805) 756 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Association for Leisure and Recreation (AALR), Council on Accreditation
American Chemical Society (ACS)
Landscape Architecture Accrediting Board (LAAB)","California State University System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
17,"California State Polytechnic University, Pomona",world rank  545,"3801 West Temple Avenue
Pomona
91768 California
United States",+1 (909) 869 7659,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
American Chemical Society (ACS)
Accreditation Council for Education in Nutrition and Dietetics (ACEND)","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
18,California State University Channel Islands,world rank  1581,"One University Drive
Camarillo
93012 California
United States",+1 (805) 437 8400,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,no-data,"California State University System
American Association of State Colleges and Universities (AASCU)",['Not reported']
19,California State University Maritime Academy,world rank  3152,"200 Maritime Academy Drive
Vallejo
94590-8181 California
United States",+1 (707) 654 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC)","California State University System
American Association of State Colleges and Universities (AASCU)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
20,California State University San Marcos,world rank  1093,"333 S Twin Oaks Valley Road
San Marcos
92096-0001 California
United States",+1 (760) 750 4000,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,Council for the Accreditation of Educator Preparation (CAEP),"California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
21,"California State University, Bakersfield",world rank  1829,"9001 Stockdale Highway
Bakersfield
93311-1099 California
United States",+1 (661) 654 2782,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"California Board of Registered Nursing (BRN)
Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Chemical Society (ACS)
Council on Social Work Education (CSWE)
National Association of Schools of Public Affairs and Administration (NASPAA)
Commission on Teacher Credentialing (CCTC)
Council for the Accreditation of Educator Preparation (CAEP)
Engineering Accreditation Commission (EAC) of ABET","California State University System (CSU)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
22,"California State University, Chico",world rank  594,"400 West 1st Street
Chico
95929-0150 California
United States",+1 (530) 898 4636,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Accreditation Association for Ambulatory Health Care (AAAHC)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Accrediting Council on Education in Journalism and Mass Communications (ACEJMC)","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
23,"California State University, Dominguez Hills",world rank  970,"1000 East Victoria Street
Carson
90747-0005 California
United States",+1 (310) 243 3696,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"National Accrediting Agency for Clinical Laboratory Sciences (NAACLS)
Computing Accreditation Commission (CAC) of ABET
Council for the Accreditation of Educator Preparation (CAEP)
California Commission on Teacher Credentialing (CCTC)
Commission on Accreditation of Allied Health Education Programs (CAAHEP)
Commission on Collegiate Nursing Education (CCNE)
Accreditation Council for Occupational Therapy Education (ACOTE)","California State University System
Association of Collegiate Business Schools and Programs (ACBSP)
American Chemical Society (ACS)
National Association of Schools of Music (NASM)
National Association of Schools of Public Affairs and Administration (NASPAA)
Council on Social Work Education (CSWE)
National Association of Schools of Theatre (NAST)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
24,"California State University, East Bay",world rank  1176,"25800 Carlos Bee Boulevard
Hayward
94542-3011 California
United States",+1 (510) 885 3000,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
25,"California State University, Fresno",world rank  869,"5241 North Maple Avenue
Fresno
93740 California
United States",+1 (559) 278 4240,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation","California State University System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
26,"California State University, Fullerton",world rank  333,"800 North State College Boulevard
Fullerton
92831-3599 California
United States",+1 (657) 278 2011,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","California State University System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
27,"California State University, Long Beach",world rank  340,"1250 Bellflower Boulevard
Long Beach
90840-0115 California
United States",+1 (562) 985 4111,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation
Engineering Accreditation Commission (EAC) of ABET
Computing Accreditation Commission (CAC) of ABET","California State University System
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
28,"California State University, Los Angeles",world rank  732,"5151 State University Drive
Los Angeles
90032-8506 California
United States",+1 (323) 343 3000,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
29,"California State University, Monterey Bay",world rank  1360,"100 Campus Center
Seaside
93955-8001 California
United States",+1 (831) 582 3000,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,no-data,"California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
30,"California State University, Northridge",world rank  208,"18111 Nordhoff Street
Northridge
91330-8230 California
United States",+1 (818) 677 1200,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
31,"California State University, Sacramento",world rank  553,"6000 J Street
Sacramento
95819-2694 California
United States",+1 (916) 278 6011,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Association for Leisure and Recreation (AALR), Council on Accreditation","California State University System
American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
32,"California State University, San Bernardino",world rank  867,"5500 University Parkway
San Bernardino
92407-2397 California
United States",+1 (909) 537 5000,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
33,"California State University, Stanislaus",world rank  1092,"One University Circle
Turlock
95382-0299 California
United States",+1 (209) 667 3122,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"National Association of Schools of Art and Design (NASAD)
National Association of Schools of Music (NASM)
National Association of Schools of Theatre (NAST)
Association to Advance Collegiate Schools of Business (AACSB International)","California State University System
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
34,California University of Pennsylvania,world rank  2773,"250 University Avenue
California
15419-1394 Pennsylvania
United States",+1 (724) 938 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Computing Accreditation Commission (CAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
American Physical Therapy Association (APTA), Commission on Accreditation in Physical Therapy Education","Pennsylvania State System of Higher Education (PASSHE)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
35,California Western School of Law,world rank  3661,"225 Cedar Street
San Diego
92101-3046 California
United States",+1 (619) 239 0391,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
36,Calumet College of St. Joseph,world rank  5224,"2400 New York Avenue
Whiting
46394 Indiana
United States",+1 (219) 473 7770,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
37,Calvary University,world rank  6621,"15800 Calvary Road
Kansas City
64147-1341 Missouri
United States",+1 (816) 322 0110,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation","National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
38,Calvin University,world rank  12031,"142-12 Mabung-ri, Guseong-eup
Yongin
449-912 Gyeonggi
South Korea",+82 (31) 284 4752,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Calvin University
|
Department of Theology Department of Missionary Work Preschool Gospel Education Department Department of Church Music","['library', 'housing', 'financial aid']"
39,Calvin University,world rank  540,"3201 Burton Street SE
Grand Rapids
49546 Michigan
United States",+1 (616) 526 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
International Council for Higher Education (ICHE)
International Association for the Promotion of Christian Higher Education (IAPCHE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
40,Camarines Norte State College,world rank  12081,"Froilan Pimentel Avenue, Barangay 2
Daet
4600 Bicol Region
Philippines",+63 (54) 721 4496,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Philippine Association of State Universities and Colleges (PASUC),"Camarines Norte State College
|
College of Engineering College of Arts and Science College of Business and Public Administration Institute of Computer Studies Graduate School College of Education College of Agriculture and Natural Resources College of Trades and Technology Institute of Fisheries and Marine Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
41,Camarines Sur Polytechnic Colleges,world rank  11589,"San Miguel
Nabua
4434 Camarines Sur
Philippines",+63 (54) 288 4421-23,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Philippine Association of State Colleges and Universities,"Camarines Sur Polytechnic Colleges
|
College of Information and Communications Technology College of Education Arts and Sciences College of Health Care Technology College of Engineering College of Management and Entrepreneurship","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
42,Cambodia University for Specialties,world rank  12383,"43, St. 231, Khan Toulkork
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 881 415,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Cambodian Mekong University,world rank  10575,"9B, Street 271, Sangkat Tek Thla, Khan Russey Keo
Phnom Penh
12102 Phnom Penh
Cambodia",+855 (23) 882 211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'distant learning']"
44,Cambridge College,world rank  2506,"500 Rutherford Avenue
Boston
02129 Massachusetts
United States",+1 (800) 877 4723,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
45,CamEd Business School,world rank  11281,"64, Street 108
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 986 522,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
46,Cameron University,world rank  2599,"2800 West Gore Boulevard
Lawton
73505-6377 Oklahoma
United States",+1 (580) 581 2200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public State,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
Oklahoma Commission for Teacher Preparation (OCTP)
Council for the Accreditation of Educator Preparation (CAEP)
National Association of Schools of Music (NASM)
American Design Drafting Association (ADDA)","American Association of State Colleges and Universities (AASCU)
Board of Regents of The University of Oklahoma
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
47,Campbell University,world rank  1729,"143 Main Street
Buies Creek
27506 North Carolina
United States",+1 (910) 893 1200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Accreditation Council for Pharmacy Education (ACPE)
Association of Theological Schools in the United States and Canada (ATS), Commission on Accrediting","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
48,Campbellsville University,world rank  2512,"1 University Drive
Campbellsville
42718-2799 Kentucky
United States",+1 (270) 789 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
International Accreditation Council for Business Education (IACBE)
Council for the Accreditation of Educator Preparation (CAEP)","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Small College Athletic Association (NSCAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
49,Campion College at the University of Regina,world rank  8474,"3737 Wascana Parkway
Regina
S4S 0A2 Saskatchewan
Canada",+1 (306) 586 4242,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Universities Canada (UC)
Association of Catholic Colleges and Universities (ACCU)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
50,CAMPUS 02 Fachhochschule der Wirtschaft,world rank  5192,"Körblergasse 126
Graz
8010 Styria
Austria",+43 (316) 6002 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,Österreichische Fachhochschul-Konferenz (FHK),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
51,Campus Adventiste du Salève,world rank  10006,"33, Chemin du Perouzet
Collonges-sous-Saleve
74160 Auvergne-Rhone-Alpes
France",+33 (0)4 50 87 68 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Campus Adventiste du Salève
|
Faculty of Adventist Theology","['library', 'housing', 'sports facilities', 'distant learning']"
52,Can Tho University,world rank  3444,"3/2 Street, Xuan Khanh Ward, Ninh Kieu District
Can Tho
92000 Mekong Delta
Vietnam",+84 292 383 2663,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"ASEAN University Network (AUN)
Agence universitaire de la Francophonie (AUF)","Can Tho University
|
Mekong Delta Research Institute Biotechnology Research and Development Institute College of Agriculture College of Aquaculture and Fisheries College of Engineering Technology College of Environment and Natural Resources College of Information Communication Technology College of Natural Sciences School of Social Sciences and Humanities College of Economics School of Education School of Law School of Political Science School of Graduate School of Pre-University School of Foreign Languages College of Rural Development Department of Physical Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
53,Canadian Mennonite University,world rank  4184,"500 Shaftesbury Boulevard
Winnipeg
R3P 2N2 Manitoba
Canada",+1 (204) 487 3300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Universities Canada (UC)
Christian Higher Education Canada (CHEC)
Manitoba Colleges Athletic Conference (MCAC)
Northern Intercollegiate Athletic Conference (NIAC)
Canadian Association of Music Therapists (CAMT)","Canadian Mennonite University
|
Menno Simons College Faculty of Arts and Humanities Faculty of Social Sciences Faculty of Natural Sciences School of Music Redekop School of Business Graduate School of Theology and Ministry Canadian School of Peacebuilding","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
