,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
40,Saint Leo University,world rank  1832,"33701 State Road 52
Saint Leo
33574-6665 Florida
United States",+1 (352) 588 8200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"International Accreditation Council for Business Education (IACBE)
Accreditation Council for Business Schools and Programs (ACBSP)
Council on Social Work Education (CSWE)
Commission on Sport Management Accreditation (COSMA)
Florida Department of Education","American Council of Education (ACE)
Association of Governing Boards of Universities and Colleges
Independent Colleges and Universities of Florida (ICUF)
American Association of Adult and Continuing Education
National Collegiate Honor Society
National Association of Independent Colleges and Universities
University Continuing Education Association (UCEA)
National Association of Institutions for Military Education Services (NAIMES)
National Catholic Education Association
Association of Catholic Colleges and Universities
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
41,Saint Louis University,world rank  448,"1 North Grand Boulevard
St. Louis
63103-2097 Missouri
United States",+1 (800) 758 3678,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Board for Engineering and Technology (ABET)
Accreditation Council for Continuing Medical Education (ACCME)
Accreditation Council for Education in Nutrition and Dietetics (ACEND)
Accreditation Council for Graduate Medical Education (ACGME)
Accreditation Council for Occupational Therapy Education (ACOTE)
Accreditation Review Committee on Education for the Physician Assistant (ARC-PA)
American Bar Association (ABA)
American Chemical Society (ACS)
American Dental Association Commission on Dental Accreditation (ADA)
American Psychological Association (APA)
Association to Advance Collegiate Schools of Business (AACSB International)
Aviation Accreditation Board International (AABI)
Commission on Accreditation for Health Informatics and Information Management Education (CAHIIM)
Commission on Accreditation for Marriage and Family Therapy Education (COAMFTE)
Commission on Accreditation in Physical Therapy Education (CAPTE)
Commission on Accreditation of Allied Health Education Programs (CAAHEP)
Commission on Accreditation of Athletic Training Education (CAATE)
Commission on Collegiate Nursing Education (CCNE)
Commission on Accreditation of Healthcare Management Education (CAHME)
Council for the Accreditation Educator Preparation (CAEP)
Council for Academic Accreditation in Audiology and Speech-Language Pathology (CAA)
Council on Education for Public Health (CEPH)
Council on Social Work Education (CSWE)
Joint Review Committee on Education in Radiologic Technology (JRCERT)
Joint Review Committee on Education in Nuclear Medicine Technology (JRCNMT)
Liaison Committee on Medical Education (LCME)
Missouri Department of Elementary and Secondary Education (DESE)
National Accrediting Agency for Clinical Laboratory Sciences (NAACLS)
National Alliance of Concurrent Enrollment Partnerships (NACEP)
National Association of Schools of Art and Design (NASAD)","Association of Jesuit Colleges and Universities (AJCU)
Midwestern Undergraduate Private Engineering Colleges (MUPEC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
42,"Saint Louis University, Baguio City",world rank  5858,"A. Bonifacio Street
Baguio City
2600 Cordillera Administrative Region
Philippines",+63 (74) 442 3043,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,"International Federation of Catholic Universities (IFCU)
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
43,Saint Martin's University,world rank  2571,"5000 Abbey Way SE
Lacey
98503-7500 Washington
United States",+1 (360) 491 4700,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Engineering Accreditation Commission (EAC) of ABET,"Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
44,Saint Mary-of-the-Woods College,world rank  4196,"1 St Mary of Woods Coll
Saint Mary of the Woods
47876-1099 Indiana
United States",+1 (812) 535 5151,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Indiana Department of Education (IDOE)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
United States Collegiate Athletic Association (USCAA)
National Athletic Association (NAA)
National Small College Athletic Association (NSCAA)",['Not reported']
45,Saint Mary's College,world rank  2608,"133 Le Mans Hall
Notre Dame
46556 Indiana
United States",+1 (574) 284 4000,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
National Association of Schools of Art and Design (NASAD)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
Commission on Collegiate Nursing Education (CCNE)
American Chemistry Society (ACS)","International Federation of Catholic Universities (IFCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
46,Saint Mary's College of California,world rank  1537,"1928 Saint Marys Road
Moraga
94556 California
United States",+1 (925) 631 4000,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Private,Non-Profit,no-data,"International Federation of Catholic Universities (IFCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
47,Saint Mary's University,world rank  1584,"923 Robie Street
Halifax
B3H 3C3 Nova Scotia
Canada",+1 (902) 420 5662,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
University of the Arctic (UArctic)
Canadian University Society for Intercollegiate Debate (CUSID)
Canadian Bureau for International Education (CBIE)","Saint Mary's University
|
Faculty of Arts Sobey School of Business Faculty of Science Faculty of Education Faculty of Graduate Studies and Research","['library', 'housing', 'sports facilities', 'financial aid']"
48,Saint Mary's University of Bayombong,world rank  9589,"Bayombong
3700 Cagayan Valley
Philippines",+63 (78) 321 2221,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
49,Saint Mary's University of Minnesota,world rank  2261,"700 Terrace Heights
Winona
55987-1399 Minnesota
United States",+1 (507) 457 1600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Accreditation of Allied Health Education Programs (CAAHEP)
International Accreditation Council for Business Education (IACBE)
National Association of Schools of Music
Joint Review Committee on Educational Programs in Nuclear Medicine Technology","Association of Catholic Colleges and Universities (ACCU)
National Association of Independent Colleges and Universities (NAICU)
Council of Independent Colleges
Association of Governing Boards of Universities and Colleges (AGB)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
50,Saint Michael's College,world rank  1615,"1 Winooski Park
Colchester
05439 Vermont
United States",+1 (802) 654 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
51,Saint Michael's College of Laguna,world rank  12361,"Platero
Biñan City
4024 Calabarzon
Philippines",+63 (49) 511 9359,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,"Saint Patrick's College, Maynooth",world rank  6491,"St Patrick's College
Maynooth
County Kildare
Ireland",+353 (1) 708 4772,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
53,Saint Pedro Poveda College,world rank  11378,"EDSA corner P. Poveda Street
Quezon City
1100 National Capital Region
Philippines",+63 (2) 631 8756,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,Saint Peter's University,world rank  3015,"2641 Kennedy Boulevard
Jersey City
07306-5997 New Jersey
United States",+1 (888) 772 9933,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council for the Accreditation of Education preparation (CAEP)
International Accreditation Council for Business Education (IACBE)","Association of Jesuit Colleges and Universities (AJCU)
Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
Association of Independent Colleges and Universities in New Jersey (AICUNJ)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
55,Saint Petersburg State Electrotechnical University,world rank  2842,"ul. Professora Popova 5
Saint Petersburg
197376 Saint Petersburg
Russia",+7 (812) 346 4487,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Saint Petersburg State Electrotechnical University
|
Faculty of Radiotechnics and Telecommunications Faculty of Electronics Faculty of Computer Technology and Informatics Faculty of Electrotechnics and Automatics Faculty of Instrument-Making, Biomedical and Ecological Engineering Faculty of Economics and Management Faculty of the Humanities Open Faculty Faculty of Military Education","['library', 'housing', 'sports facilities', 'distant learning', 'career services']"
56,Saint Petersburg State Institute of Technology,world rank  4841,"Moskovsky prospect, 26
Saint Petersburg
190013 Saint Petersburg
Russia",+7 (812) 315 1434,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Saint Petersburg State Institute of Technology
|
Faculty of Chemical Technology of Inorganic Compounds Faculty of Advanced Organic and Microbiological Synthesis Faculty of Engineering Cybernetics Faculty of Technology of Organic Synthesis and Polymeric Materials Faculty of High Technologies Faculty of Environmental Protection Faculty of Economics and Management Faculty of Information Technology and Control Faculty of Humanities Faculty of Physics and Mathematics Faculty of Chemistry Faculty of Engineering Advanced Training Faculty for University Teachers Distance Learning","['library', 'housing', 'sports facilities']"
57,Saint Petersburg State Pediatric Medical Academy,world rank  4898,"2, Litovskaya Street
Saint Petersburg
194100 Saint Petersburg
Russia",+7 (812) 295 0646,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Russian Union of Pediatricians,"Saint Petersburg State Pediatric Medical Academy
|
Faculty of Paediatrics Treatment Faculty Stomatologist Faculty Faculty of Clinical Psychology","['library', 'housing', 'sports facilities', 'career services']"
58,Saint Tikhon's Orthodox University,world rank  4078,"23-b Novokuznetskaya Street
Moscow
115184 Moscow
Russia",+7 (495) 953 2289,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Saint Tikhon's Orthodox University
|
School of Theology School of Sacred Art School of Sacred Singing Schoolof Philology School of Education School of History School of Social Sciences School of Informatics and Applied Mathematics School of Additional Education Institute of Distance Education Graduate School Department of pre-University Training Interfaculty Department of Physical Education","['library', 'sports facilities', 'distant learning']"
59,Saint Vincent College,world rank  2719,"300 Fraser Purchase Road
Latrobe
15650-2690 Pennsylvania
United States",+1 (724) 532 6600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Department of Education of the State of Pennsylvania
Accreditation Council for Business Schools and Programs (ACBSP)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
