,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
29,Academia de Studii Economice din Moldova,world rank  5180,"Banulescu-Bodoni, 59
Chisinau
2005 Chisinau
Moldova",+373 (22) 229 880,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Academia de Studii Economice din Moldova
|
Faculty of Business Management and Administration Faculty of Economics and Law Faculty of International Economic Relations Faculty of Finance Faculty of Accounting Faculty of Economic Cybernetics, Statistics and Informatics","['library', 'sports facilities']"
30,Academia Nacional Superior de Orquestra,world rank  Un,"Travessa da Galé, 36 -3º Edifício Standard Elétrica
Lisbon
1349-028 Lisboa
Portugal",+351 (21) 361 7320,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
31,Academia Rerum Civilium,world rank  8265,"Barborská 52
Kutná Hora
284 01 Central Bohemian Region
Czech Republic",+420 321 734 711,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,International Political Science Association (IPSA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
32,Academic City University College,world rank  11848,"Property # 279-302, Agbogba, Haatso, P.O. Box AD 421
Accra
AD 421 Greater Accra
Ghana",+233 554 264 486,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Academic City University College
|
Faculty of Social Science and Business Studies Faculty of Technology Centre for Professional Development","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
33,Académie des Beaux-Arts de Tournai,world rank  9790,"Rue de l'Hôpital Notre-Dame 14
Tournai
7500 Hainaut
Belgium",+32 (69) 841 263,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Académie Franco-Américaine de Management,world rank  13260,"917, Rue Alsace Lorraine – Montagne Sainte – Face à la Polyclinique Chambrier; Boîte Postale 3931
Libreville
Estuaire
Gabon",+241 01 72 28 55,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Academie voor Hoger Kunst- en Cultuuronderwijs,world rank  13010,"Waterfront # 14
Paramaribo

Suriname",+597 (597) 477749/479517,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
36,Academy of Art University,world rank  1275,"79 New Montgomery
San Francisco
94105 California
United States",+1 (800) 544 2787,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,For-Profit,"National Association of Schools of Art and Design (NASAD)
Council for Interior Design Accreditation (CIDA)
National Architectural Accrediting Board (NAAB)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
37,Academy of Education of Kyrgyzstan,world rank  12181,"25 Erkindik Boulevard
Bishkek
720040 Bishkek
Kyrgyzstan",+996 (312) 62 23 57,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
38,"Academy of Music, Dance and Fine Arts",world rank  9662,"2 Todor Samoudomov Str.
Plovdiv
4025 Plovdiv
Bulgaria",+359 (32) 601 441,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Academy of Music, Dance and Fine Arts
|
Faculty of Musical Folklore and Choreography Faculty of Musical Education",['library']
39,Academy of Public Administration under the aegis of the President of the Republic of Belarus,world rank  5548,"17 Moskovskaya Street
Minsk
220007 City of Minsk
Belarus",+375 (17) 229 5111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Network of Institutes and Schools of Public Administration in Central and Eastern Europe (NISPAcee),"Academy of Public Administration under the aegis of the President of the Republic of Belarus
|
Institute of Civil Service Faculty of Training and Retraining Faculty of Advanced Training Institute of Managerial Education Faculty of Administration and Management Faculty of Innovation and Technology Management Faculty of Pre-University Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
40,Academy of Public Administration under the President of Kazakhstan,world rank  7468,"33a Abay Ave.
Nur-Sultan
010000 Nur-Sultan
Kazakhstan",+7 (7172) 75 33 59,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Network of Institutes and Schools of Public Administration in Central and Eastern Europe (NISPACee),"Academy of Public Administration under the President of Kazakhstan
|
National School of Public Policy Institute of Public and Local Administration Institute of Justice Institute of Diplomacy Institute for Public Administration Modernization Institute of civil servant training and skills-upgrading","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
41,Academy of Public Administration under the President of the Kyrgyz Republic,world rank  9317,"237 Panfilov Str.
Bishkek
720040 Bishkek
Kyrgyzstan",+996 (312) 62 31 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Academy of Public Administration under the President of the Kyrgyz Republic
|
Faculty of Finance and Business Faculty of Business and Management Faculty of Educational Disciplines Bishkek International School of Management and Business State and Municipal Management Institute","['library', 'housing', 'financial aid']"
42,Academy of Public Administration under the President of the Republic of Tajikistan,world rank  12775,"Said Nosir str. 33
Dushanbe
734025 Dushanbe
Tajikistan",+992 (37) 224-17-86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Academy of Public Administration under the President of the Republic of Tajikistan
|
Faculty of Public Administration Faculty of International Relations Faculty of Civil Servants Training",['Not reported']
43,Academy of the Ministry of Internal Affairs,world rank  7042,"6 Masherova Street
Minsk
220771 City of Minsk
Belarus",+375 (17) 289 2184,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Academy of the Ministry of Internal Affairs
|
Military Faculty Faculty of Investigation and Forensic Services Faculty of Corrections Faculty of Law Enforcement Scientific and Pedagogical Faculty International Training Center on Migration","['library', 'sports facilities']"
44,Academy of Tourism,world rank  13013,"Chui Ave. 99
Bishkek
720022 Bishkek
Kyrgyzstan",+996 (312) 360 320,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'career services']"
45,Acadia University,world rank  1310,"15 University Avenue
Wolfville
B4P 2R6 Nova Scotia
Canada",+1 (902) 542 1016,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Maple League of Universities (MLU)
Canadian University Society for Intercollegiate Debate (CUSID)
Canadian Bureau for International Education (CBIE)
Canadian University Press (CUP)","Acadia University
|
Faculty of Arts Faculty of Pure and Applied Science Faculty of Professional Studies and Theology","['library', 'sports facilities', 'distant learning']"
46,Accra Institute of Technology,world rank  10033,"Ga West
Accra
AN-19782 Greater Accra
Ghana",+233 (302) 786 022,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,Kwame Nkrumah University of Science and Technology (KNUST),"Accra Institute of Technology
|
AIT Business School School of Advanced Technologies, Engineering and Science Advanced School of Systems and Data Studies","['library', 'sports facilities', 'financial aid', 'distant learning']"
47,Accra Technical University,world rank  10143,"PO Box 561; Barnes road
Accra
Greater Accra
Ghana",+233 (30) 268 9279,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Accra Technical University
|
Faculty of Engineering Faculty of Business Administration Faculty Applied Natural Sciences",['library']
48,Ach Medical University,world rank  12527,"Peace Avenue-11, Songino-Khairkhan district-18; P.O.B 37/503
Ulaanbaatar
18080 Ulaanbaatar
Mongolia",+976 7711 9933,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Mongolian Medical Education Association (MMEA)
Mongolian Academy of Medical Science (MAMS)
Mongolian National Council for Education Accreditation (MNCEA)","Ach Medical University
|
School of Medicine School of Dentistry School of Traditional Medicine Faculty of Nursing Faculty of Public Health","['housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
49,Acharya N.G. Ranga Agricultural University,world rank  7128,"Rajendranagar
Hyderabad
500 030 Telangana
India",+91 (40) 2401 5035,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Acharya N.G. Ranga Agricultural University
|
Faculty of Agriculture Faculty of Agriculture Engineering and Technology Faculty of Home Science","['library', 'sports facilities']"
50,Acharya Nagarjuna University,world rank  6494,"Nagarjunanagar
Guntur
522 510 Andhra Pradesh
India",+91 (863) 229 3356,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Acharya Nagarjuna University
|
College of Architecture and Planning College of Engineering Department of Aquaculture Department of Biotechnology Department of Biochemistry Department of Chemistry Department of Political Science and Public Administration Department of Sociology Department of Economics Department of Telugu and Oriental Languages Department of Zoology Department of Botany Department of Commerce and Business Administration Department of Adult Education Department of Electronics and Instrumentation Technology Department of Environmental Science Department of Geology Department of Mathematics Department of Physics Department of Rural development Department of Social Work Department of Statistics Department of Women's Studies","['library', 'sports facilities', 'distant learning']"
51,"Achievers University, Owo",world rank  10368,"Kilometer 1, Idasen-Ute Road
Owo
Ondo
Nigeria",+234 (803) 714 2677,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Achievers University, Owo
|
College of Social and Management Sciences College of Natural and Applied Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
52,Acibadem Üniversitesi,world rank  5666,"Içerenköy Mah. Kayisdagi Cad. No:32, Içerenköy, Atasehir
Istanbul
34752 Istanbul
Turkey",+90 (216) 500 4444,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,"Acibadem Üniversitesi
|
Faculty of Health Sciences School of Medicine",['library']
53,Ada Kent Üniversitesi,world rank  11482,"Sakarya Mah. Kurtulus Sokak No:21/A Gazimagusa
Famagusta
99450 Northern Cyprus
Cyprus",+90 (392) 365 3990,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,"European Law Faculties Association (ELFA)
The Association for Dental Education in Europe (ADEE)","Ada Kent Üniversitesi
|
Faculty of Dentistry Faculty of Law Faculty of Education Faculty of Health Sciences Faculty of Business Administration Faculty of Engineering and Architecture","['library', 'sports facilities', 'career services']"
54,ADA Universiteti,world rank  4477,"11 Ahmadbay Agha-Oglu str.
Baku
AZ1008 Absheron
Azerbaijan",+994 (12) 437 3235,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"ADA Universiteti
|
School of Public and International Affairs School of Business School of Education School of Information Technologies and Engineering","['library', 'sports facilities', 'financial aid', 'career services']"
55,Adama Science and Technology University,world rank  9075,"Adama
1888 Oromia
Ethiopia",+251 (221) 100 003,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public,Non-Profit,no-data,"Adama Science and Technology University
|
School of Humanities and Natural Sciences School of Engineering and Information Technology School of Business Administration, Management and Trade School of Pedagogic and Vocational Teacher Education School of Health and Hospital School of Agriculture","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
56,Adamas University,world rank  9269,"Barrackpore Road, 24 Parganas North
Barasat
700 126 West Bengal
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Adamawa State University,world rank  11249,"Private Mailbox 25
Mubi
Adamawa
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Adamawa State University
|
Faculty of Agriculture Faculty of Management and Social Sciences School of Foundation and Remedial Studies Faculty of Science",['library']
58,Adams State University,world rank  2788,"208 Edgemont Boulevard
Alamosa
81101 Colorado
United States",+1 (719) 587 7011,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council for Accreditation of Counseling and Related Educational Programs (CACREP)
National Association of Schools of Music (NASM)","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
59,Adamson University,world rank  7349,"900 San Marcelino Street, Ermita
Manila
1000 National Capital Region
Philippines",+63 (2) 525 7013,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Adana Alparslan Türkes Bilim ve Teknoloji Üniversitesi,world rank  7184,"Balcali Mahallesi, Çatalan Caddesi No: 201/1
Adana
01250 Adana
Turkey",+90 (322) 455 0000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Adana Alparslan Türkes Bilim ve Teknoloji Üniversitesi
|
Faculty of Engineering and Natural Sciences Faculty of Management Tourism Faculty Faculty of Aeronautics and Astronautics Maritime Faculty Faculty of Fine Arts, Design and Architecture Faculty of Humanities and Social Sciences Faculty of Law Faculty of Political Sciences",['library']
61,Addis Ababa Science and Technology University,world rank  10542,"Addis Ababa
Addis Ababa
Ethiopia",+251 (11) 895 9493,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Addis Ababa Science and Technology University
|
College of Architecture and Civil Engineering College of Biological and Chemical Engineering College of Electrical and Mechanical Engineering College of Applied Sciences College of Social and Natural Sciences",['library']
