,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,Oberlin College,world rank  733,"70 N Professor Street
Oberlin
44074 Ohio
United States",+1 (440) 775 8411,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Chemical Society (ACS)
National Association of Schools of Music (NASM)","Council of Independent Colleges (CIC)
Five Colleges of Ohio
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
11,Obihiro University of Agriculture and Veterinary Medicine,world rank  4207,"Nishi 2-11, Inada-cho
Obihiro
Hokkaido
Japan",+81 (155) 49 5115,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
12,Obirin Daigaku,world rank  3592,"3758 Tokiwa-machi
Machida
194-0294 Tokyo
Japan",+81 (42) 797 2661,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"International Association of University Presidents (IAUP)
International Association of Universities (IAU)
Association of Christian Universities and Colleges in Asia (ACUCA)
United Nations Academic Impact (UNAI)","Obirin Daigaku
|
College of Arts and Sciences College of Business Management College of Health and Welfares College of Performance and Visual Arts College of Global Communication","['library', 'housing', 'sports facilities']"
13,Obong University,world rank  11439,"Godswill Akpabio Way
Obong Ntak
Akwa Ibom
Nigeria",+234 (802) 8915795,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Obong University
|
College Management and Social Sciences College of Natural and Applied Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
14,Óbudai Egyetem,world rank  3381,"Bécsi út 96/b
Budapest
1034 Budapest
Hungary",+36 (1) 666 5500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
15,OCAD University,world rank  1685,"100 McCaul Street
Toronto
M5T 1W1 Ontario
Canada",+1 (416) 977 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Independent Colleges of Art and Design (AICAD)
Council of Ontario Universities (COU)
National Association of Schools of Art and Design (NASAD)","OCAD University
|
Faculty of Art Faculty of Design Faculty of Liberal Arts and Sciences and School of Interdisciplinary Studies Faculty of Graduate Studies","['library', 'financial aid']"
16,Occidental College,world rank  1134,"1600 Campus Road
Los Angeles
90041-3314 California
United States",+1 (323) 259 2500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
17,Ocean University of China,world rank  1412,"5 Yushan Road, Shinan
Qingdao
266003 Shandong
China",+86 (532) 203 2173,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
18,Ochanomizu University,world rank  1994,"2-1-1 Otsuka, Bunkyo-ku
Tokyo
112-8610 Tokyo
Japan",+81 (3) 5978 5106,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
19,October 6 University,world rank  6321,"Al Mehwar Al Markazi
6th of October City
12511 Giza
Egypt",+20 (2) 3835 5275,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,"Supreme Council of Universities (SCU)
Association of African Universities (AAU)","October 6 University
|
Faculty of Engineering Faculty of Medicine Faculty of Pharmacy Faculty of Dentistry Faculty of Applied Medical Sciences Faculty of Physical Therapy Faculty of Information Systems and Computer Sciences Faculty Applied Arts Faculty of Media and Mass Communication Faculty of Economics and Management Faculty of Languages and Translation Faculty of Education Faculty of Tourism and Hotels Faculty of Postgraduate Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
20,Odessa National Academy of Food Technologies,world rank  5756,"Kanatnaya Street, 112
Odesa
65039 Odessa Oblast
Ukraine",+380 (48) 725 3284,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Odessa National Academy of Food Technologies
|
Faculty of Technology of Grain and Grain Business Faculty of Technology and Commodity Science of Food Products and Food Business Faculty of Wine and Tourism Business Faculty of Innovative Nutrition Technologies, Restaurant and Hotel Business Faculty of Economy, Business and Control Faculty of Management, Marketing and Logistics Faculty of Computer Systems and Automation Faculty of Computer Engineering, Programming and Cyber Security Faculty of Oil, Gas and Ecology Faculty of Low-Temperature Equipment and Engineering Mechanics","['library', 'housing', 'sports facilities', 'distant learning', 'career services']"
21,Odessa National Academy of Music,world rank  9227,"Novoselskogo Street, 63
Odesa
65023 Odessa Oblast
Ukraine",+380 (48) 777 1027,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
22,Odessa National Academy of Telecommunications,world rank  7160,"Kuznechnaya Street 1
Odesa
65029 Odessa Oblast
Ukraine",+380 (48) 723 2244,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
23,Odessa National Economics University,world rank  6405,"8, Preobrazhenskaya Street
Odesa
65082 Odessa Oblast
Ukraine",+380 (482) 327 916,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Odessa National Economics University
|
Department of Economics and Credit Department of Management and Economics of Production Department of International Economics Department of Economics and Finance Department of Economics and Accounting",['library']
24,Odessa National Maritime University,world rank  8661,"Mechnikova Street, 34
Odesa
65029 Odessa Oblast
Ukraine",+380 (48) 732 1735,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
25,Odessa National Medical University,world rank  6705,"Valikhovskiy Lane, 2
Odesa
65082 Odessa Oblast
Ukraine",+380 (48) 723 8333,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Association of Universities (IAU)
European University Association (EUA)
Medical EDucation IN Europe (MEDINE2)","Odessa National Medical University
|
Faculty of Medicine Stomatological Faculty Faculty of Paediatrics Faculty of Pharmacy Faculty of Post graduate studies","['library', 'housing', 'sports facilities', 'financial aid']"
26,Odessa National Polytechnic University,world rank  5577,"Shevchenko Street 1
Odesa
65044 Odessa Oblast
Ukraine",+380 (482) 223 474,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
27,Odessa National University,world rank  3976,"Dvoryanskaya Street, 2
Odesa
65026 Odessa Oblast
Ukraine",+380 (48) 723 5254,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
28,Odessa State Academy of Civil Engineering and Architecture,world rank  9125,"Didrihsona Street, 4
Odesa
65029 Odessa Oblast
Ukraine",+380 (48) 723 3342,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,Odessa State Agrarian University,world rank  8307,"Panteleimonovskaya Boulevard, 13
Odesa
65012 Odessa Oblast
Ukraine",+380 (48) 784 5724,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Odessa State Environmental University,world rank  8192,"Lvivska Street, 15
Odesa
65016 Odessa Oblast
Ukraine",+380 (482) 427 767,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
31,Odisee,world rank  4100,"Warmoesberg 26
Brussels
1000 Brussels
Belgium",+32 (2) 210 1211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,KU Leuven Association,"Odisee
|
School of Biotechnology School of Business Studies School of Education School of Health Care School of Industrial Sciences and Technology School of Social and Community Work","['library', 'sports facilities']"
32,Odisha University of Agriculture and Technology,world rank  7396,"Surya Nagar
Bhubaneswar
751 003 Odisha
India",+91 (674) 240 2677,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
33,Odlar Yurdu Universiteti,world rank  7539,"13 Koroglu Rahimov str.
Baku
AZ1072 Absheron
Azerbaijan",+994 (12) 465 8200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Oduduwa University,world rank  10753,"Private Mailbox 5533
Ile Ife
Osun
Nigeria",+234 (803) 717 7592,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Ogarev Mordovia State University,world rank  1482,"ul. Bolševisckaja 68
Saransk
430000 Mordovia Republic
Russia",+7 (8342) 244 888,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Finno-Ugric Universities (AFUU)
Association of Leading Universities (ALU)
Eurasian Universities Association (EUA)","Ogarev Mordovia State University
|
Academic Faculties Faculty of Architecture and Civil Engineering Faculty of Biotechnology and Biology Faculty of Geography Faculty of Foreign Languages Faculty of Mathematics and Information Technologies Faculty of Lighting Technology Faculty of Philology Faculty of Economics Faculty of Electronic Engineering Faculty of Law Faculty of Pre-diploma Programs of Study Institute of Agriculture Institute of History and Sociology Institute of Mechanics and Power Engineering Institute of National Culture Institute of Physics and Chemistry Institute of Medicine Institute of Machine Building Institute of Supplementary Training","['library', 'housing', 'sports facilities', 'distant learning']"
36,Oglethorpe University,world rank  2088,"4484 Peachtree Road Northeast
Atlanta
30319-2797 Georgia
United States",+1 (404) 261 1441,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
37,Oguz Han Engineering and Technology University of Turkmenistan,world rank  Un,"100th building, Koshi street
Ashgabat
744012 Ashgabat
Turkmenistan",+993 (12) 39-16-00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
38,Ohio Christian University,world rank  4469,"1476 Lancaster Pike
Circleville
43113-9487 Ohio
United States",+1 (740) 474 8896,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Christian College Athletic Association (NCCAA)",['Not reported']
39,Ohio Dominican University,world rank  4089,"1216 Sunbury Road
Columbus
43219 Ohio
United States",+1 (614) 251 4500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
40,Ohio Northern University,world rank  1727,"525 S. Main Street
Ada
45810-1599 Ohio
United States",+1 (419) 772 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","Council of Independent Colleges (CIC)
Midwestern Undergraduate Private Engineering Colleges (MUPEC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
41,Ohio University,world rank  417,"020 Chubb Hall
Athens
45701-2979 Ohio
United States",+1 (740) 593 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,Association to Advance Collegiate Schools of Business (AACSB International),"Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
42,Ohio University Southern,world rank  Un,"1804 Liberty Avenue
Ironton
45638 Ohio
United States",+1 (740) 533 4600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
43,Ohio University-Chillicothe,world rank  Un,"101 University Drive
Chillicothe
45601-0629 Ohio
United States",+1 (740) 774 7200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
44,Ohio Valley University,world rank  6216,"1 Campus View Drive
Vienna
26105-8000 West Virginia
United States",+1 (304) 865 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"West Virginia State Department of Education
International Accreditation Council for Business Education (IACBE)","Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
45,Ohio Wesleyan University,world rank  1700,"61 S Sandusky Street
Delaware
43015-2370 Ohio
United States",+1 (800) 922 8953,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Chemical Society (ACS)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)
State of Ohio Board of Regents","Council of Independent Colleges (CIC)
Five Colleges of Ohio
Colleges That Change Lives (CTCL)
Great Lakes Colleges Association (GLCA)
CIS (Council of International Schools)
International Association of College Admission Counselors
Institute of International Education
Association of International Educators (NAFSA)
EducationUSA
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
46,Ohkagakuen University,world rank  8079,"12-1 Nanamagari
Toyota
471-0057 Aichi
Japan",+81 (565) 35 3131,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
47,Ohu University,world rank  6958,"31-1 Misumido
Koriyama
963-8611 Fukushima
Japan",+81 (24) 932 8931,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Oita University,world rank  3086,"700 Dannoharu
Oita
870-1192 Oita
Japan",+81 (97) 554 7473,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
49,Oita University of Nursing and Health Sciences,world rank  6952,"2944-9 Megusuno
Oita
870-1201 Oita
Japan",+81 (97) 586 4303,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
50,Okan Üniversitesi,world rank  4255,"Okan Üniversitesi Tuzla Kampüsü, Tuzla
Istanbul
34959 Istanbul
Turkey",+90 (216) 677 1630,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,"Okan Üniversitesi
|
Faculty of Engineering and Architecture Faculty of Arts and Sciences Faculty of Economics and Administrative Sciences Faculty of Fine Arts Faculty of Law School of Applied Sciences Vocational School","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
51,Okayama Gakuin University,world rank  8675,"Kurashiki
710-8511 Okayama
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Okayama Prefectural University,world rank  9491,"111 Kuboki
Soja
719-1197 Okayama
Japan",+81 (866) 94 2111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
53,Okayama Shoka University,world rank  7106,"2-10-1 Tsushima-Kyo-machi
Okayama
700-8601 Okayama
Japan",+81 (86) 252 0642,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
54,Okayama University,world rank  1263,"1-1-1 Tsushima-Naka
Okayama
700-8530 Okayama
Japan",+81 (86) 252 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Okayama University
|
Faculty of Letters Faculty of Education Faculty of Law Faculty of Science Medical School, Shikata Campus Dental School, Shikata Campus Faculty of Pharmaceutical Sciences Faculty of Engineering Faculty of Environmental Science and Technology Faculty of Agriculture","['library', 'sports facilities']"
55,Okayama University of Science,world rank  3258,"1-1 Ridai-cho
Okayama
700-0005 Okayama
Japan",+81 (86) 252 3161,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
56,Okinawa Christian University,world rank  8109,"Nishihara
Okinawa
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Okinawa International University,world rank  5712,"2-6-1 Ginowan
Ginowan
901-2701 Okinawa
Japan",+81 (98) 892 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
58,Okinawa Prefectural College of Nursing,world rank  8875,"Naha
902-0076 Okinawa
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Okinawa Prefectural University of Arts,world rank  6714,"1-4 Tonokura-cho
Naha
903-8602 Okinawa
Japan",+81 (98) 882 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Oklahoma Baptist University,world rank  3389,"500 W University
Shawnee
74804 Oklahoma
United States",+1 (405) 275 2850,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)
National League for Nursing Accrediting Commission (NLNAC)","Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
61,Oklahoma Christian University,world rank  2660,"2501 E Memorial Road
Edmond
73013-1100 Oklahoma
United States",+1 (800) 877 5010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
National Association of Schools of Music (NASM)
Accreditation Council for Business Schools and Programs (ACBSP)
Engineering Accreditation Commission (EAC) of ABET","Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
62,Oklahoma City University,world rank  2296,"2501 N Blackwelder
Oklahoma City
73106-1402 Oklahoma
United States",+1 (405) 208 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Accreditation Council for Business Schools and Programs (ACBSP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
63,Oklahoma Panhandle State University,world rank  3989,"323 Eagle Avenue
Goodwell
73939-0430 Oklahoma
United States",+1 (580) 349 2611,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
National League for Nursing Accrediting Commission (NLNAC)
Oklahoma Association of Colleges Teacher Education (OACTE)","Oklahoma State System of Higher Education (OSSHE)
American Association of State Colleges and Universities (AASCU)
Oklahoma Agricultural and Mechanical Colleges
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
64,Oklahoma State University,world rank  257,"107 Whitehurst
Stillwater
74078-1015 Oklahoma
United States",+1 (405) 744 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation
Accreditation Board for Engineering and Technology (ABET)","Oklahoma State System of Higher Education (OSSHE)
Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
Oklahoma Agricultural and Mechanical Colleges
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
65,Oklahoma Wesleyan University,world rank  3246,"2201 Silver Lake Road
Bartlesville
74006-6299 Oklahoma
United States",+1 (800) 468 6292,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council for the Accreditation of Educator Preparation (CAEP)","Council for Christian Colleges and Universities (CCCU)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Christian College Athletic Association (NCCAA)",['Not reported']
