,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
26,Taiyuan University of Science and Technology,world rank  13378,"Taiyuan
Shanxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,Taiyuan University of Technology,world rank  2358,"79 Yingze W Street, Wanbailin
Taiyuan
030024 Shanxi
China",+86 (305) 601 0360,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
28,Taiz University,world rank  11526,"PO Box 6803
Taiz
Taiz
Yemen",+967 (4) 232 429,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,Taizhou University,world rank  7410,"Taizhou
Jiangsu
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,TaiZhou University,world rank  4799,"Wangtiantai
Linhai
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Taj Institute of Higher Education,world rank  12191,"Mazar-i-Sharif
Balkh
Afghanistan",+93 (50) 204 5369,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
32,Tajen University,world rank  6448,"No. 20, Weishin Road
Yanpu
90741 Pingtung County
Taiwan",+886 (8) 762 4002,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Tajen University
|
College of Pharmacy and Health Care College of Informatics and Management College of Leisure and Hospitality College of Humanities and Social Science",['library']
33,Tajik Agrarian University,world rank  10226,"Rudaki str. 146
Dushanbe
734003 Dushanbe
Tajikistan",+992 (37) 224 7207,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Tajik Institute of Entrepreneurship and Service,world rank  11060,"Borbad str. 48/5
Dushanbe
734026 Dushanbe
Tajikistan",+992 (37) 234 8804,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Tajik Institute of Languages,world rank  12073,"Muhammadiev str. 17/6
Dushanbe
734026 Dushanbe
Tajikistan",+992 (37) 232 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
36,Tajik Institute of Physical Education,world rank  Un,"Luchob str. 53
Dushanbe
734026 Dushanbe
Tajikistan",+992 (37) 227 7377,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Tajik National Conservatory,world rank  Un,"Khuseynzoda str. 155
Dushanbe
Dushanbe
Tajikistan",+992 (37) 227 0720,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
38,Tajik National University,world rank  8281,"Rudaki str. 17
Dushanbe
734025 Dushanbe
Tajikistan",+992 (37) 221 7711,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Tajik State Medical University,world rank  9110,"Rudaki str. 139
Dushanbe
734003 Dushanbe
Tajikistan",+992 (37) 224 4583,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Tajik State Pedagogical University,world rank  11150,"Rudaki str. 121
Dushanbe
734003 Dushanbe
Tajikistan",+992 (37) 224 8993,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Tajik State University of Commerce,world rank  9908,"Dehoti str. 1/2
Dushanbe
734055 Dushanbe
Tajikistan",+992 (37) 234 8346,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
42,Tajik Technical University,world rank  9372,"Academics Rajabovs str. 10A
Dushanbe
734042 Dushanbe
Tajikistan",+992 (37) 221 3511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Shanghai Cooperation Organisation (SCO),"Tajik Technical University
|
Khujand politechnical Institute Dushanbe Technical College Engineering and Technical Faculty of BNTU-TTU Faculty of Energy Faculty of Information and Communication Technologies Faculty of Innovative Technologies Faculty of Management and Transport Communications Faculty of Transport Faculty of Construction and Architecture","['library', 'housing', 'sports facilities', 'distant learning', 'career services']"
43,Tajikistan State Institute of Art,world rank  12824,"Borbad str. 73A
Dushanbe
734055 Dushanbe
Tajikistan",+992 (37) 231 1827,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
44,"Tajikistan State University of Law, Business and Politics",world rank  10920,"Mikroraion str. 17, House 1
Khujand
735700 Sughd
Tajikistan",+992 (3422) 2 3811,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Tajikistan State University of Law, Business and Politics
|
Faculty of Business and Management Faculty of Computer Technologies and Accounting Faculty of Finance Faculty of Politics and International Relations Faculty of Innovation and Technology of Commerce",['library']
45,Takachiho University,world rank  7600,"2-19-1 Omiya, Suginami-ku
Tokyo
168-8508 Tokyo
Japan",+81 (3) 3313 0148,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
46,Takamatsu University,world rank  7006,"960 Kasuga-cho
Takamatsu
761-0194 Kagawa
Japan",+81 (87) 841 3255,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
47,Takaoka University of Law,world rank  8016,"Takaoka
Toyama
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Takarazuka University of Art and Design,world rank  6021,"7-27 Tsutsujigaoka
Takarazuka
665-0803 Hyogo
Japan",+81 (727) 56 1231,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
49,Takasaki City University of Economics,world rank  4719,"1300 Kaminamie-machi
Takasaki
370-0801 Gunma
Japan",+81 (27) 344 6265,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Takasaki City University of Economics
|
Faculty of Economics Faculty of Regional Policy Graduate School of Economics and Business Administration Graduate School of Regional Policy","['library', 'housing', 'sports facilities', 'financial aid']"
50,Takasaki University of Commerce,world rank  7499,"Takasaki
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Takasaki University of Health and Welfare,world rank  7351,"Takasaki
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Takhar University,world rank  12916,"Taloqan
Takhar
Afghanistan",+93 (70) 071 2462,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
53,Takming University of Science and Technology,world rank  5887,"No. 56, Section 1, Huanshan Road, Neihu District
Taipei City
11451 Taipei
Taiwan",+886 (2) 2658 5801,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Takming University of Science and Technology
|
College of Finance College of Informatics College of Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
54,Takoradi Technical University,world rank  11082,"PO Box 256
Takoradi
Western Region
Ghana",+233 3122917,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
55,Takushoku University,world rank  4188,"3-4-14 Kohinata, Bunkyo-ku
Tokyo
112-8585 Tokyo
Japan",+81 (3) 3947 7212,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
56,Talal Abu-Ghazaleh University College of Business,world rank  12159,"PO Box 990
Manama
Capital Governorate
Bahrain",+973 (17) 383 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,Network of International Business Schools (NIBS),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
57,Talas State University,world rank  12288,"25 Karl Marks Str.
Talas
722720 Talas
Kyrgyzstan",+996 (3422) 5 36 49,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Talas State University
|
Faculty of Humanities Faculty of Natural Sciences Faculty of Pedagogy Institute of Technology","['library', 'sports facilities']"
58,Talladega College,world rank  3530,"627 West Battle Street
Talladega
35160 Alabama
United States",+1 (256) 761 6100,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Council on Social Work Education (CSWE)
Alabama State Department of Education","United Church of Christ
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
59,Tallinna Tehnikakõrgkool,world rank  6253,"Pärnu mnt 62
Tallinn
10135 Harju County
Estonia",+372 666 4500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
60,Tallinna Tehnikaülikool,world rank  1156,"Ehitajate tee 5
Tallinn
19086 Harju County
Estonia",+372 620 2022,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Conference of European Schools for Advanced Engineering Education and Research (CESAER)
Central and East European Management Development Association (CEEMAN)
European Foundation for Management Development (EFMD)
Baltic Management Development Association (BMDA)","Tallinna Tehnikaülikool
|
Faculty of Civil Engineering Faculty of Power Engineering Faculty of Information Technology Faculty of Chemical and Materials Technology Tallinn School of Economics and Business Administration Faculty of Science Faculty of Mechanical Engineering Faculty of Social Sciences Tartu College Tallinn College Kuressaare College Virumaa College","['library', 'housing', 'sports facilities', 'financial aid']"
61,Tallinna Tervishoiu Kõrgkool,world rank  7267,"Kännu 67
Tallinn
13418 Harju County
Estonia",+372 671 1701,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
62,Tallinna Ülikool,world rank  1527,"Narva mnt 25
Tallinn
10120 Harju County
Estonia",+372 640 9101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Tallinna Ülikool
|
School of Baltic Film, Media, Arts and Communication School of Digital Technologies School of Educational Sciences School of Humanities School of Governance, Law and Society","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
63,Tama Art University,world rank  2148,"2-1723 Yarimizu, Hachioji
Tokyo
192-0394 Tokyo
Japan",+81 (426) 79 5605,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,World Design Organization (WDO),"Tama Art University
|
Department of Painting Department of Sculpture Department of Ceramic, Glass and Metal Works Department of Graphic Design Department of Product and Textile Design Department of Environmental Design Department of Information Design Department of Art Studies Department of Integrated Design Department of Scenography Design, Drama and Dance","['library', 'sports facilities', 'financial aid', 'career services']"
64,Tama University,world rank  4966,"4-1-1 Hijirigaoka
Tama-shi
206-0022 Tokyo
Japan",+81 (42) 337 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Tama University
|
School of Management and Information Sciences School of Global Studies","['library', 'sports facilities', 'financial aid']"
65,Tamagawa University,world rank  3295,"6-1-1 Tamagawa Gakuen
Machida
194-8610 Tokyo
Japan",+81 (42) 739 8011,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
66,Tamale Technical University,world rank  12066,"PO Box 3 E/R
Tamale
Northern Region
Ghana",+233 (37020) 22771,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Tamale Technical University
|
Faculty of Applied Arts Faculty of Applied Science and Technology Faculty of Business Faculty of Engineering and Built Environment.",['library']
67,Tambov State Musical-Pedagogical Institute named after S.V. Rachmaninov,world rank  8916,"87 Sovetskaya Street
Tambov
392000 Tambov Oblast
Russia",+7 (4752) 725 220,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
68,Tambov State Technical University,world rank  2629,"Sovetskaya, 106
Tambov
392000 Tambov Oblast
Russia",+7 (4752) 632 024,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
69,Tambov State University,world rank  3906,"International ul. 33
Tambov
392622 Tambov Oblast
Russia",+7 (4752) 227 076,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
70,Tamil Nadu Agricultural University,world rank  2179,"Lawley Road
Coimbatore
641 003 Tamil Nadu
India",+91 (422) 243 1788,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning']"
71,Tamil Nadu Dr Ambedkar Law University,world rank  9042,"Poompozhil, No 5, Dr. D.G.S. Dinakaran Salai
Chennai
600 028 Tamil Nadu
India",+91 (44) 2461 1364,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
72,Tamil Nadu Dr. J. Jayalalithaa Fisheries University,world rank  9753,"Vettar River view Campus
Nagapattinam
611 002 Tamil Nadu
India",+91 04365 256244,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Tamil Nadu Dr. J. Jayalalithaa Fisheries University
|
Faculty of Fisheries Science Faculty of Basic Science Faculty of Fisheries Engineering Faculty of Food Science and Nutrition","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
73,Tamil Nadu Dr. M.G.R.Medical University,world rank  7720,"69, Anna Salai, Guindy
Chennai
600 032 Tamil Nadu
India",+91 (44) 2235 3595,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
74,Tamil Nadu Music and Fine Arts University,world rank  12329,"Dr. D.G.S. Dinakaran Salai
Chennai
600 028 Tamil Nadu
India",+91 044 2462 9035,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
75,Tamil Nadu National Law University,world rank  10938,"Navalurkuttapattu, Srirangam Taluk
Tiruchirappalli
620 027 Tamil Nadu
India",+91 431 2692101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
76,Tamil Nadu Physical Education and Sports University,world rank  9145,"Melakotaiyur Post, Vandalur
Chennai
600 127 Tamil Nadu
India",+91 94434 66208,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
