,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,ValiAsr University of Rafsanjan,world rank  7288,"Rafsanjan
Kerman
Iran",+98 (391) 322 6801-4,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
11,Valley City State University,world rank  3746,"101 College Street SW
Valley City
58072 North Dakota
United States",+1 (800) 532 8641,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","North Dakota University System (NDUS)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
12,Valley University of Science and Technology,world rank  13131,"Plot 131, Block 2, Nyaruzinga Road
Bushenyi
Western Region
Uganda",+256 (382) 277 576,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
13,Valley View University,world rank  7309,"PO Box DT 595 Adentan
Accra
Greater Accra
Ghana",+233 (307) 011 832,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,no-data,"Valley View University
|
School of Business Studies Institute of Computer Science School of Theology and Missions School of Development Studies, Education and Health Sciences Center for Distance Learning","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
14,Valparaiso University,world rank  1029,"US Highway 30 and Sturdy Road
Valparaíso
46383 Indiana
United States",+1 (219) 464 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Council for the Accreditation of Educator Preparation
Indiana Department of Education
National Association of Schools of Music
The Council on Social Work Education
Engineering Accreditation Commission (EAC) of ABET
Council for Accreditation of Counseling and Related Educational Programs","Midwestern Undergraduate Private Engineering Colleges (MUPEC)
American Association of Colleges of Nursing
American Chemical Society
American Council on Education
American School of Classical Studies in Athens
American Schools of Oriental Research
American Society for Engineering Education
New American Colleges and Universities
Association of American Colleges and Universities
Association of American Law Schools
Association of Graduate Liberal Studies Programs
Center for Research Libraries
Council of Applied Masters Programs in Psychology
Lutheran Education Association
Association of Governing Boards
Council of Independent Colleges
National Association of Independent Colleges and Universities
Lutheran Educational Conference of North America
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
15,Van Hall Larenstein University of Applied Sciences,world rank  3826,"Larensteinselaan 26a
Velp
6880 GB Gelderland
Netherlands",+31 (26) 3695 695,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
16,Van Lang University,world rank  6477,"45 Nguyen Khac Nhu Street, District 1
Ho Chi Minh City
Southeast Region
Vietnam",+84 (8) 3836 7933,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Van Lang University
|
Faculty of Business Administration Faculty of Economics Commerce Faculty of Tourism Faculty of Finance Accounting Faculty of Information Technology Faculty of Public Relations Faculty of Foreign Language Faculty of Refrigeration Faculty of Architecture - Civil Construction Faculty of Industrial arts Faculty of Technology and Environment Management Faculty of Biology Technology Division of Vocation Division of Basic Sciences",['library']
17,Van Yüzüncü Yil Üniversitesi,world rank  3300,"Van Yüzüncü Yil Üniversitesi Rektörlügü
Van
65080 Van
Turkey",+90 (432) 225 17 01-05,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
18,Vanadzor State University,world rank  9485,"36 Tigran Mets Street
Vanadzor
2021 Lori
Armenia",+374 (322) 46 387,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Erasmus+
BOOST/Boosting Armenian Universities Internationalization Strategy and Marketing
Change in Classroom: Promoting Innovative Teaching and Learning to Enhance Student Learning Experience in Eastern Partnership Countries (PRINTeL)","Vanadzor State University
|
Faculty of Philology Faculty of History and Geography Faculty of Pedagogy Faculty of Biology and Chemistry Faculty of Physics and Mathematics","['library', 'sports facilities', 'financial aid']"
19,Vancouver Island University,world rank  1155,"900 Fifth Street
Nanaimo
V9R 5S5 British Columbia
Canada",+1 (250) 740 6315,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Canadian Bureau for International Education (CBIE)
Canadian University Press (CUP)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
20,Vanda Institute,world rank  Un,"216-218, Mao Tse Toung Boulevard, Khan Chamkarmorn
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 213 563,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
21,Vanderbilt University,world rank  85,"2101 West End Avenue
Nashville
37240 Tennessee
United States",+1 (615) 322 7311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","568 Group
Association of American Universities (AAU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
22,VanderCook College of Music,world rank  6506,"3140 South Federal Street
Chicago
60616-3731 Illinois
United States",+1 (312) 225 6288,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,National Association of Schools of Music (NASM),Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
23,Vanguard University of Southern California,world rank  3239,"55 Fair Drive
Costa Mesa
92626-9601 California
United States",+1 (714) 556 3610,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Commission on Accreditation of Athletic Training Education (CAATE)
California Commission on Teacher Credentialing","Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
24,Vanung University,world rank  6457,"No. 1, Wanneng Road, Zhongli District
Taoyuan City
32061 Taoyuan
Taiwan",+886 (3) 451 5811,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Vanung University
|
College of Aviation and Engineering College of Design College of Tourism, Hospitality and Management",['library']
25,Varendra University,world rank  10544,"529/1, Kazla, Motihar
Rajshahi
6204 Rajshahi
Bangladesh",+880 (721) 751274,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
26,"Varna Free University ""Chernorizets Hrabar""",world rank  4973,"Golden Sands Resort
Varna
9007 Varna
Bulgaria",+359 (52) 356 088,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'distant learning']"
27,Varna University of Management,world rank  6697,"13A Oborishte Str.
Varna
9000 Varna
Bulgaria",+359 885 398 663,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Varna University of Management
|
School of Business and Marketing School of Hospitality and Tourism Management School of Computer Science Culinary Arts Institute","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
28,Vasantrao Naik Marathwada Krishi Vidyapeeth,world rank  8466,"Krishinagar, Basmat Road
Parbhani
431 402 Maharashtra
India",+91 (2452) 223 801,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Association of Indian Universities (AIU),"Vasantrao Naik Marathwada Krishi Vidyapeeth
|
Faculty of Agriculture Faculty of Horticulture Faculty of Food Technology Faculty of Agricultural Engineering and Technology Faculty of Community Science Faculty of Agriculture Business Management Faculty of Agricultural Biotechnology","['library', 'housing', 'sports facilities', 'financial aid']"
29,Vassar College,world rank  681,"124 Raymond Avenue
Poughkeepsie
12604 New York
United States",+1 (845) 437 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
30,Vasyl' Stus Donetsk National University,world rank  4727,"600-Richchia Street, 21
Vinnytsia
21021 Vinnytsia Oblast
Ukraine",+380 (432) 508 930,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
Global Universities in Distance Education (Guide Association)
AIMOS Universities Network","Vasyl' Stus Donetsk National University
|
Faculty of Biology Faculty of Physics and Technology Faculty of Mathematics and IT Faculty of Philology Faculty of History Faculty of Law Faculty of Economics Faculty of Foreign Languages","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
31,Vatel School Rwanda,world rank  12496,"No. 16, KN 29 St; PO Box 195
Kigali
Kigali Province
Rwanda",+250 780 441 175,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
32,Vaughn College of Aeronautics and Technology,world rank  4573,"86-01 23Rd Avenue
Flushing
11369 New York
United States",+1 (718) 429 6600,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC)","International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Small College Athletic Association (NSCAA)",['Not reported']
33,Veer Bahadur Singh Purvanchal University,world rank  7030,"Shahganj Road
Jaunpur
222 002 Uttar Pradesh
India",+91 (5452) 252 344,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Veer Bahadur Singh Purvanchal University
|
Faculty of Agriculture Faculty of Applied Social Sciences Faculty of Arts Faculty of Biotechnology Faculty of Engineering and Technology Faculty of Pharmacy Dental College",['library']
34,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry,world rank  10374,"Bharsar
246 123 Uttarakhand
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
35,Veer Kunwar Singh University,world rank  8094,"Katira Road
Arrah
802 301 Bihar
India",+91 (6182) 23559,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
36,Veer Narmad South Gujarat University,world rank  5461,"237 University Campus Udhna-Magdalla Road
Surat
395 007 Gujarat
India",+91 (261) 222 7406,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Veer Surendra Sai University of Technology,world rank  6910,"Burla
Sambalpur
768 018 Odisha
India",+91 (663) 243 0211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
38,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,world rank  6422,"#42, Avadi - Vel Tech Road, Avadi
Chennai
600 062 Tamil Nadu
India",+91 (44) 3387 0055,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"All India Council for Technical Education (AICTE)
Bar Council of India (BCI)
CDIO
University Industry Innovation Network
Association of Commonwealth Universities
Association of Indian Universities
Institution of Engineering and Technology (IET)
IEEE CS","Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology
|
Faculty of Engineering and Technology School of Computing School of Electrical and Communication School of Mechanical and Construction Freshman Engineering Faculty of Management Faculty of Media Technology and Communication Faculty of Law Faculty of Sciences and Humanities","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
39,Velayat University,world rank  11610,"Iranshahr
Sistan and Baluchestan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,"Veleucilište Baltazar, Zaprešic",world rank  8209,"Vladimira Novaka 23
Zapresic
10290 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Veleucilište Hrvatsko Zagorje Krapina,world rank  11485,"Šetalište Hrvatskog narodnog preporoda 6
Krapina
49000 Krapina-Zagorje
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
42,Veleucilište Lavoslav Ružicka u Vukovaru,world rank  10030,"Zupanijska 50
Vukovar
32000 Vukovar-Syrmia
Croatia",+385 (32) 444 688,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Veleucilište Marko Marulic u Kninu,world rank  10560,"Kralja Petra Krešimira IV 30
Knin
22300 Sibenik-Knin
Croatia",+385 (22) 664 450,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
44,Veleucilište Nikola Tesla u Gospicu,world rank  10935,"Bana Ivana Karlovica 16
Gospic
53000 Lika-Senj
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Veleucilište u Bjelovaru,world rank  9482,"Trg Eugena Kvaternika 4
Bjelovar
43000 Bjelovar-Bilogora
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
46,Veleucilište u Karlovcu,world rank  9262,"Ivana Meštrovica 10
Karlovac
47000 Karlovac
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
47,Veleucilište u Požegi,world rank  9175,"Vukovarska 17
Pozega
34000 Pozega-Slavonia
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Veleucilište u Rijeci,world rank  9009,"Trpimirova 2/V
Rijeka
51000 Primorje-Gorski Kotar
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Veleucilište u Šibeniku,world rank  10111,"Trg Andrije Hebranga 11
Sibenik
22000 Sibenik-Knin
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
50,Veleucilište u Slavonskom Brodu,world rank  10271,"Dr. Mile Budaka 1
Slavonski Brod
35000 Brod-Posavina
Croatia",+385 (35) 492 800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,International TEAM Society,"Veleucilište u Slavonskom Brodu
|
Agricultural Department Social Department Technical Department","['library', 'sports facilities', 'financial aid', 'career services']"
51,Veleucilište Velika Gorica,world rank  9740,"Zagrebacka cesta 5
Velika Gorica
10410 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Veleucilište VERN,world rank  8492,"Trg bana Josipa Jelacica 3
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
53,Vels University,world rank  7279,"Velan Nagar P.V. Vaithiyalingam Road, Pallavaram
Chennai
600 117 Tamil Nadu
India",+91 (44) 2266 2500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,Ventspils Augstskola,world rank  6090,"Inženieru iela 101
Ventspils
3601 Kurzeme
Latvia",+371 636 28303,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Ventspils Augstskola
|
Faculty of Social Sciences Faculty of Business Administration Faculty of Computer Sciences Faculty of Translation Studies","['library', 'housing', 'sports facilities', 'financial aid']"
55,Veritas University,world rank  8594,"Plot 1, Block 1, By Urban Planning Way, 4th Avenue, Gwarinpa Abuja
Abuja
Federal Capital Territory
Nigeria",+234 (806) 423 7983,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Vermont College of Fine Arts,world rank  5641,"36 College Street
Montpelier
05602 Vermont
United States",+1 (802) 828 8600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
57,Vermont Law School,world rank  2119,"164 Chelsea Street
South Royalton
05068-0096 Vermont
United States",+1 (802) 831 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,"American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
58,Vermont Technical College,world rank  3851,"124 Admin Drive
Randolph
05061-0500 Vermont
United States",+1 (802) 728 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Engineering Technology Accreditation Commission (ETAC) of ABET
National League for Nursing Accrediting Commission (NLNAC)","Vermont State Colleges (VSC)
United States Collegiate Athletic Association (USCAA)
National Athletic Association (NAA)
National Small College Athletic Association (NSCAA)",['Not reported']
59,Vesalius College,world rank  7220,"Pleinlaan, 2
Brussels
1050 Brussels
Belgium",+32 (2) 880 1250,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
60,VetAgro Sup,world rank  3624,"89 Avenue de l'Europe
Lempdes
63370 Auvergne-Rhone-Alpes
France",+33 (0)4 73 98 13 13,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Coimbra Group,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
61,Veterinärmedizinische Universität Wien,world rank  1510,"Veterinärplatz 1
Vienna
1210 Vienna
Austria",+43 (1) 25077 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Veterinärmedizinische Universität Wien
|
Department for Biomedical Sciences Department for Pathobiology Department for Farm Animals and Veterinary Public Health Department for Companion Animals and Horses Department of Interdisciplinary Life Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
62,Veterinární a farmaceutická univerzita Brno,world rank  4093,"Palackého tr. 1946/1
Brno
612 42 South Moravian Region
Czech Republic",+420 541 561 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
63,Victoria Falls University of Technology,world rank  Un,"Nakatindi Road Campus, PO Box 60247
Livingstone
Southern Province
Zambia",+260 (213) 323 338,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Victoria Falls University of Technology
|
School of Information Communication and Engineering School of Education School of Tourism, Languages and Arts School of Business and Financial Management School of Law",['library']
64,Victoria University,world rank  646,"73 Queen's Park Crescent
Melbourne
8001 Victoria
Australia",+61 (0)3 9919 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Universities Australia
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)","Victoria University
|
Faculty of Arts, Education and Human Development Faculty of Business and Law Faculty of Health, Engineering and Science","['library', 'sports facilities', 'financial aid']"
65,Victoria University of Bangladesh,world rank  11125,"Dhaka
1205 Dhaka
Bangladesh",+880 (2) 862 2634,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Victoria University of Bangladesh
|
Faculty of Business and Management Faculty of Arts and Humanities Faculty of Science Faculty of Education Faculty of Arts and Humanities Faculty of Business Management Faculty of Science",['library']
66,Victoria University of Wellington,world rank  388,"PO Box 600
Wellington
Wellington
New Zealand",+64 (4) 472 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Commonwealth Universities (ACU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
