,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,Nagaoka University of Technology,world rank  2317,"1603-1 Kamitomioka-machi
Nagaoka
940-2188 Niigata
Japan",+81 (258) 46 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
11,Nagasaki Institute of Applied Science,world rank  5893,"536 Aba-machi
Nagasaki
851-0193 Nagasaki
Japan",+81 (95) 839 3111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
12,Nagasaki International University,world rank  10159,"Nagasaki
Nagasaki
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,Nagasaki Junshin Catholic University,world rank  7096,"253 Mitsuyama-machi
Nagasaki
852-8558 Nagasaki
Japan",+81 (95) 846 0084,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
14,Nagasaki University,world rank  1593,"1-14 Bunkyo-machi
Nagasaki
852-8521 Nagasaki
Japan",+81 (95) 847 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Nagasaki University
|
Faculty of Education Faculty of Pharmaceutical Sciences Faculty of Engineering Faculty of Environmental Studies Faculty of Fisheries","['library', 'sports facilities']"
15,Nagasaki University of Foreign Studies,world rank  5124,"Nagasaki
Nagasaki
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nagasaki University of Foreign Studies
|
Department of Modern English Department of International Communication",['library']
16,Nagasaki Wesleyan University,world rank  7555,"Isahaya
Nagasaki
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
17,Nagoya Bunri University,world rank  6891,"Inazawa
Aichi
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
18,Nagoya City University,world rank  2976,"1 Kawasumi
Nagoya
467-8601 Aichi
Japan",+81 (52) 853 8023,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Nagoya City University
|
Medical School Faculty of Pharmaceutical Sciences Faculty of Economics School of Humanities and Social Sciences School of Design and Architecture School of Nursing Graduate Schools",['library']
19,Nagoya College of Music,world rank  7900,"7-1 Inabaji-cho
Nagoya
453-8540 Aichi
Japan",+81 (52) 411 1115,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
20,Nagoya Gakuin University,world rank  6437,"2-4-45, Taiho, Atsuta-ku
Nagoya
456-8612 Aichi
Japan",+81 (52) 678 4093,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nagoya Gakuin University
|
Faculty of Commerce Faculty of Economics Faculty of Foreign Studies Faculty of Health and Sports Faculty of Law Graduate School of Economics and Business Administration","['library', 'sports facilities']"
21,Nagoya Institute of Technology,world rank  1992,"Gokiso-cho, Showa-ku
Nagoya
466-8555 Aichi
Japan",+81 (52) 735 5079,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Nagoya Institute of Technology
|
Faculty of Engineering Graduate School of Engineering","['library', 'sports facilities']"
22,Nagoya Keizai University,world rank  8720,"61-1 Uchikubo
Nagoya
484-8504 Aichi
Japan",+81 (568) 670 511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
23,Nagoya Sangyo University,world rank  7873,"Owariasahi
Aichi
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
24,Nagoya University,world rank  496,"Furo-cho, Chikusa-ku
Nagoya
464-8601 Aichi
Japan",+81 (52) 789 2044,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"International Forum of Public Universities (IFPU)
Open Education Consortium (OEC)
Academic Consortium 21 (AC21)","Nagoya University
|
Graduate School of Letters / School of Letters Graduate School of Education and Human Development / School of Education Graduate School of Law / School of Law Graduate School of Economics / School of Economics Graduate School of Science / School of Science Graduate School of Medicine / School of Medicine Graduate School of Engineering / School of Engineering Graduate School of Bioagricultural Sciences / School of Agricultural Sciences Graduate School of International Development Graduate School of Mathematics Graduate School of Languages and Cultures Graduate School of Environmental Studies Graduate School of Information Science","['library', 'housing', 'sports facilities', 'financial aid']"
25,Nagoya University of Arts,world rank  6783,"280 Kumanosho
Kitanagoya
481-8503 Aichi
Japan",+81 (568) 240 315,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
26,Nagoya University of Arts and Sciences,world rank  7453,"Nisshin
470-0196 Aichi
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,Nagoya University of Commerce and Business Administration,world rank  3881,"4-4 Sagamine
Nisshin
470-0193 Aichi
Japan",+81 (561) 73 2111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
28,Nagoya University of Foreign Studies,world rank  6550,"57 Takenoyama
Nagoya
470-0197 Aichi
Japan",+81 (5617) 41 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nagoya University of Foreign Studies
|
School of Foreign Studies School of Contemporary International Studies Graduate School","['library', 'sports facilities']"
29,Nagoya Women's University,world rank  7159,"4-30 Shioji-cho
Nagoya
467-8507 Aichi
Japan",+81 (52) 852 1111,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Nagoya Zokei University of Art and Design,world rank  7507,"Komaki
485-8563 Aichi
Japan",+81 (568) 79 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Nahavand University,world rank  12984,"Nahavand
39565-65931 Hamadan
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
32,Nahda University,world rank  7246,"11 Sherif Street Babellouk
Cairo
11787 Cairo
Egypt",+20 (2) 395 7774,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,Supreme Council of Universities (SCU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
33,Najran University,world rank  5055,"King Abdulaziz Road
Najran
00966 Najran
Saudi Arabia",+966,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Najran University
|
College of Medicine College of Dentistry College of Engineering College of Pharmacy College of Computer Science and IS College of Art and Science Sharora College of Science and Arts College of Languages Community College College of Education College of Nursing College of Applied Medical Sciences College of Sharia College of Administrative Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
34,Nakamura Gakuen University,world rank  6040,"5-7-1 Befu
Fukuoka
814-0198 Fukuoka
Japan",+81 (92) 851 2531,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
35,Nakhon Pathom Rajabhat University,world rank  4877,"Nakhon Pathom
Muang
73000 Nakhon Pathom
Thailand",+66 (34) 109 300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"University Mobility in Asia and the Pacific (UMAP)
South East Asia Ministers of Education Organisation (SEAMEO)","Nakhon Pathom Rajabhat University
|
Faculty of Nurse Science Faculty of Science and Technology Faculty of Social and Humanity Sciences Faculty of Education Faculty of Management Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
36,Nakhon Phanom University,world rank  7452,"103 Moo 3 Chayangkol Road, Tambol Khamtao, A.Muang
Nakhon Phanom
48000 Nakhon Phanom
Thailand",+66 (42) 532 477-8,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Nakhon Phanom University
|
International Aviation College Faculty of Management Sciences and Information Technology Faculty of Liberal Arts and Sciences Nawa Community Education College Nakhon Phanom College of Agriculture and Technology Boromarjonani College of Nursing, Nakhon Phanom Nakhon Phanom Technical College Tourism and Service Industry College Research and Development Institute Greater Mekong Study Center","['library', 'housing', 'sports facilities', 'financial aid']"
37,Nakhon Ratchasima Rajabhat University,world rank  5373,"340 Suranarai Road, Mueang
Nakhon Ratchasima
30000 Nakhon Ratchasima
Thailand",+66 (44) 254 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
38,Nakhon Sawan Rajabhat University,world rank  7162,"398 Moo 9 Sawanwithi Road, Mueang
Nakhon Sawan
60000 Nakhon Sawan
Thailand",+66 (56) 219 100-29,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Nakhon Si Thammarat Rajabhat University,world rank  6257,"1 Moo 4, Tambon Tha-ngew, Mueang
Nakhon Si Thammarat
80280 Nakhon Si Thammarat
Thailand",+66 (75) 392 087,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Nalanda University,world rank  7331,"Rajgir
803 116 Bihar
India",+91 9818643644,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,NALSAR University of Law,world rank  6213,"P.B. No. 1, Justice City, Shameerpet
Hyderabad
500 101 Telangana
India",+91 (40) 2756 7955,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
42,Nalut University,world rank  13282,"Nalut
Nalut
Libya",+218,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
43,Namangan Davlat Universiteti,world rank  9597,"316, Uychi Street
Namangan
116019 Namangan
Uzbekistan",+998 (69) 227 0423,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association,"Namangan Davlat Universiteti
|
Faculty of Physics and Mathematics Faculty of Philology Faculty of Socio-economic Studies Faculty of Physical Culture Faculty of Education Faculty of Health Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
44,Namangan muhandislik qurilish instituti,world rank  11425,"12, Islam Karimov Street
Namangan
160103 Namangan
Uzbekistan",+998 (998) 69 234-14-30,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Namangan muhandislik qurilish instituti
|
Faculty of Engineering Communications Faculty of Mechanical Engineering Faculty of Energy and Industry Informatization Faculty of Construction Faculty of Construction Technology Faculty of Transport","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
45,Namangan Muhandislik-Texnologiya Instituti,world rank  10372,"Kosonsoy Street, 7
Namangan
160115 Namangan
Uzbekistan",+998 (69) 225-10-07,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Namangan Muhandislik-Texnologiya Instituti
|
Faculty of Engineering and Technology Faculty of Industrial Technology Faculty of Chemical Technology",['library']
46,Nambu University,world rank  8564,"864-1 Wolgye-dong, Gwangsan-gu
Gwangju
506-824 Gwangju
South Korea",+82 (62) 970 0001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
47,Namibia University of Science and Technology,world rank  2337,"Private Bag 13388 13 Storch Street
Windhoek

Namibia",+264 (61) 207 9111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Association of African Universities (AAU),"Namibia University of Science and Technology
|
School of Communication School of Business and Management School of Engineering School of Information Technology School of Natural Resources and Tourism School of Health and Applied Sciences","['library', 'housing', 'sports facilities', 'distant learning']"
48,Namseoul University,world rank  5470,"21 Maeju-ri, Seongwhan-eup
Cheonan
330-707 South Chungcheong
South Korea",+82 (41) 580 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
49,Nan Jeon University of Science and Technology,world rank  10429,"No. 178, Chaoqin Road, Yanshui District
Tainan City
73746 Tainan
Taiwan",+886 (6) 652 3111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nan Jeon University of Science and Technology
|
School of Engineering Science and Technology School of Business Administration General Education Department",['Not reported']
50,Nan Kai University of Technology,world rank  5296,"No. 568, Zhongzheng Road
Caotun
54243 Nantou County
Taiwan",+886 (4) 9256 3489,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nan Kai University of Technology
|
College of Electrical and Computer Engineering College of Engineering College of Extension Education College of Human Ecology College of Management",['library']
51,Nanaji Deshmukh Veterinary Science University,world rank  10263,"South Civil Lines
Jabalpur
482 001 Madhya Pradesh
India",+91 (761) 267 8007,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Nanchang HangKong University,world rank  5639,"Nanchang
Jiangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
53,Nanchang Institute of Science and Technology,world rank  9982,"Nanchang
Jiangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
54,Nanchang Institute of Technology,world rank  8116,"Nanchang
Jiangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
55,Nanchang Institute of Technology,world rank  6812,"Nanchang
Jiangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Nanchang Normal University,world rank  12648,"158 Xueyuan Road, Qingshanhu District
Nanchang
330029 Jiangxi
China",+86 (791) 8381 2190,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Nanchang University,world rank  2022,"235 Nanjing Donglu
Nanchang
330047 Jiangxi
China",+86 (791) 830 5499,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
58,Nangarhar University,world rank  11039,"Jalalabad
Nangarhar
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Nanhua University,world rank  3939,"No. 55, Section 1, Nanhua Road
Dalin
62249 Chiayi County
Taiwan",+886 (5) 272 1001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Nanhua University
|
College of Management College of Humanities College of Social Sciences College of Arts College of Science and Technology Center for General Education","['library', 'sports facilities']"
60,Nanjing Agricultural University,world rank  1534,"1 Weigang
Nanjing
210095 Jiangsu
China",+86 (25) 439 5754,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
61,Nanjing Audit University,world rank  4252,"77 Beiwei Road
Nanjing
210029 Jiangsu
China",+86 (25) 8666 4176,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Nanjing Audit University
|
School of International Auditing School of Accounting School of Finance School of Economics School of Management School of Information Science School of Law and Politics Department of Foreign languages Department of Teaching Chinese As a Foreign Language Department of Applied Mathematics Physical Education Department School of Administration Jinshen College",['library']
62,Nanjing Forestry University,world rank  3332,"159 Longpan Road, Xuanwu District
Nanjing
210037 Jiangsu
China",+86 (25) 541 2431,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
63,Nanjing Institute of Technology,world rank  4167,"1 Hongjing Road
Nanjing
211167 Jiangsu
China",+86 (25) 8611 8829,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
64,Nanjing Medical University,world rank  2897,"140 Hanzhong Road, Gulou District
Nanjing
210029 Jiangsu
China",+86 (25) 666 2644,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
65,Nanjing Normal University,world rank  1576,"122 Ninghai Road
Nanjing
210097 Jiangsu
China",+86 (25) 372 8418,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
66,Nanjing Sport Institute,world rank  7586,"8 Nanjing Spirit Valley Road
Nanjing
210014 Jiangsu
China",+86 (25) 8475 5207,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
67,Nanjing Tech University,world rank  3743,"30 New Mofan Road, Gulou District
Nanjing
210009 Jiangsu
China",+86 (25) 8358 7020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
68,Nanjing University,world rank  438,"22 Hankou Road, Gulou District
Nanjing
210093 Jiangsu
China",+86 (25) 8359 3186,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Pacific Rim Universities (APRU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
69,Nanjing University of Aeronautics and Astronautics,world rank  1265,"29 Yudao Street
Baixia
210016 Jiangsu
China",+86 (25) 8489 2440,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
70,Nanjing University of Chinese Medicine,world rank  11362,"138 Xianlin Avenue, Qixia District
Nanjing
210029 Jiangsu
China",+86 (25) 679 8078,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
71,Nanjing University of Finance and Economics,world rank  6905,"128 Railway N Street, Gulou District
Nanjing
210003 Jiangsu
China",+86 (25) 8402 8966,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
72,Nanjing University of Information Science and Technology,world rank  1676,"219 Ningliu Road, Pukou District
Nanjing
210044 Jiangsu
China",+86 (25) 5873 1053,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
73,Nanjing University of Posts and Telecommunications,world rank  2271,"38 Guangdong Road, Gulou District
Nanjing
210003 Jiangsu
China",+86 (25) 349 2393,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
74,Nanjing University of Science and Technology,world rank  1204,"200 Xiaolingwei
Nanjing
210094 Jiangsu
China",+86 (25) 8443 2727,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
75,Nanjing University of the Arts,world rank  7088,"15 North Huju Road
Nanjing
210013 Jiangsu
China",+86 (25) 8349 8218,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
76,Nanjing Xiaozhuang University,world rank  9572,"41 Beiwei Road
Nanjing
210017 Jiangsu
China",+86 (25) 8656 9129,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
77,Nankai University,world rank  559,"94 Weijin Road, Nankai District
Tianjin
300071 Tianjin
China",+86 (22) 2350 8229,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,International Forum of Public Universities (IFPU),"Nankai University
|
Business School College of Chemistry College of Chinese Language and Culture School of Economics College of Environmental Science and Engineering College of Foreign Languages College of History College of Ideological and Cultural Education College of Information Technology and Science Law School College of Life Sciences School of Literature School of Mathematical Sciences School of Medicine School of Pharmacy Department of Philosophy School of Physics College of Software TEDA College Zhou Enlai School of Government Administration","['library', 'sports facilities', 'financial aid']"
78,Nanning University,world rank  11646,"Nanning
Guangxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
79,NanTong Institute of Technology,world rank  12149,"Nantong
Jiangsu
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
