,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
10,Babol University of Medical Sciences,world rank  8030,"Ganje Afrooze Ave
Babol
Mazandaran
Iran",+98 (111) 229 4720,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Babol University of Medical Sciences
|
Medical School Nursing School Dental School Midwifery School Paramedical School","['library', 'sports facilities']"
11,Babson College,world rank  695,"231 Forest Street
Babson Park
02457-0310 Massachusetts
United States",+1 (781) 235 1200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
European Foundation for Management Development (EFMD-EQUIS)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
12,Babu Banarasi Das University,world rank  9092,"BBD City, Faizabad Road
Lucknow
227 015 Uttar Pradesh
India",+91 (522) 391 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,All India Council for Technical Education (AICTE),"Babu Banarasi Das University
|
School of Architecture School of Applied Sciences School of Computer Applications School of Dental Sciences School of Education School of Engineering School of Hotel Management School of Humanities and Social Sciences School of Legal Studies School of Management School of Pharmacy","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
13,Bac Lieu University,world rank  11440,"178 Street, Vo Thi Sau St., Ward 8
Bac Lieu
Mekong Delta
Vietnam",+84 291 3822 653,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
14,Bacha Khan University,world rank  9818,"PO Box 20
Charsadda
Khyber Pakhtunkhwa
Pakistan",+92 (91) 654 0068,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
15,Bacone College,world rank  5212,"2299 Old Bacone Road
Muskogee
74403-1597 Oklahoma
United States",+1 (918) 683 4581,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
16,Badakhshan University,world rank  Un,"Faizabad
Badakhshan
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
17,Baddi University of Emerging Sciences and Technologies,world rank  10658,"Makhnumajra
Baddi
170 003 Himachal Pradesh
India",+91 (1795) 247 353,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association of Indian Universities (AIU),"Baddi University of Emerging Sciences and Technologies
|
Faculty of Pharmaceutical Sciences Faculty of Engineering Sciences Faculty of Management Studies Faculty of Mass Communication and Journalism","['library', 'housing', 'sports facilities', 'financial aid']"
18,Badr University in Cairo,world rank  9119,"Entertainment area
Badr
11829 Cairo
Egypt",+20 (2) 2865 0400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,Supreme Council of Universities (SCU),"Badr University in Cairo
|
School of Physical Therapy School of Dental and Oral Medicine School of Performing Arts and Filmmaking School of Business and Economics School of Pharmacy and Pharmaceutical Industries School of Engineering and Technology School of Applied Arts School of Linguistics and Translation School of Nursing",['Not reported']
19,Baekseok University,world rank  8354,"115 Anseo-dong
Cheonan
330-704 South Chungcheong
South Korea",+82 (41) 550 9114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,International Association for the Promotion of Christian Higher Education (IAPCHE),"Baekseok University
|
Christian School Department of Linguistics School of Social Welfare Faculty of Law Administration Faculty of Economics and Commerce Faculty of Tourism Faculty of Education School of Information and Communication Faculty of Health Science School of Design and Video Department of Sports Science School of Culture and Arts Graduate School of Christian Studies Graduate School of Theology Graduate School of Practical Theology Graduate School of Education Graduate School of Health and Welfare Graduate School of Counseling Graduate School of Music","['library', 'housing', 'financial aid']"
20,Baghlan University,world rank  12885,"Puli Khumri
Pul-e Khomri
Baghlan
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Baghlan University
|
School of Engineering School of Economics School of Journalism School of Literature School of Agriculture School of Education School of Sharia",['library']
21,Bago University,world rank  Un,"Bago
Bago
Myanmar",+95,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
22,Bahauddin Zakariya University,world rank  4544,"Bosan Road
Multan
60800 Punjab
Pakistan",+92 (61) 921 0071,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Bahauddin Zakariya University
|
Faculty of Arts-Social Sciences Faculty of Science and Agriculture Faculty of Islamic Studies and Languages Faculty of Commerce, Law and Business Administration Faculty of Pharmacy Faculty of Engineering","['library', 'housing']"
23,Bahçesehir Kibris Üniversitesi,world rank  11694,"Betrettin Demirel. Caddesi No 155, Kumsal
Lefkosía
Northern Cyprus
Cyprus",+90 (392) 611 0000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,BAU Global Education Network,"Bahçesehir Kibris Üniversitesi
|
Faculty of Engineering and Architecture Faculty of Economics, Adminstrative and Social Sciences Faculty of Education Sciences Faculty of Law School of Tourism and Hotel Management",['Not reported']
24,Bahçesehir Üniversitesi,world rank  2509,"Çiragan Caddesi Osmanpasa Mektebi Sokak No 4 - 6
Istanbul
34353 Istanbul
Turkey",+90 (212) 444 2864,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,BAU Global Education Network,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning', 'career services']"
25,Bahir Dar University,world rank  6407,"PO Box 79
Bahir Dar
Amhara Region
Ethiopia",+251 (58) 220 0137,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Bahir Dar University
|
Faculty of Natural Business and Economics Faculty of Education Faculty of Engineering Faculty of Law","['library', 'sports facilities', 'distant learning']"
26,BAHRA University,world rank  10926,"National Highway 22
Waknaghat
173 234 Himachal Pradesh
India",+91 0980 509 2446,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association of Indian Universities (AIU),"BAHRA University
|
School of Engineering and Technology School of Management School of Hospitality and Tourism Management School of Law School of Pharmacy School of Basic Science School of Physiotherapy","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
27,Bahrain Institute for Banking and Finance,world rank  7274,"Building 1456, Road 4034
Manama
Capital Governorate
Bahrain",+973 (17) 815 555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Bahria University,world rank  3238,"Shangrila Road, Sector E-8
Islamabad
44000 Islamabad CT
Pakistan",+92 (51) 926 0812,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Bahria University
|
Shifa College of Medicine Shifa College of Nursing Frontier Medical College Islamabad Medical and Dental College Yusra Medical and Dental College Institute of Teachers Education Rawal Institute of Health Sciences Bahria University Medical and Dental College","['library', 'housing', 'financial aid']"
29,Baicheng Normal University,world rank  6187,"Baicheng
13700 Jilin
China",+86 (436) 322 3381,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Baika Women's University,world rank  5718,"2-19-5 Shukunosho
Ibaraki
567-8578 Osaka
Japan",+81 (726) 43 8642,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Baika Women's University
|
Faculty of Cultural Expression Faculty of Psychology and Child Studies Faculty of Food Culture Faculty of Nursing Health","['library', 'sports facilities']"
31,Baikal State University,world rank  5537,"Lenina 11
Irkutsk
664015 Irkutsk Oblast
Russia",+7 (3952) 5-0000-5 Ext. 129,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of International Education Administrators (AIEA)
Eurasia-Pacific Uninet
Fédération Internationale des Traducteurs (FIT)
Erasmus+
Deutscher Akademischer Austauschdienst (DAAD)","Baikal State University
|
Department of Management and Finance Department of State and Law Department of International Economy and Relations Department of Culture, Social Communication and Informational Technology Department of Russian-Chinese","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
32,Baiko Gakuin University,world rank  7970,"1-1-1 Kouyoucho
Shimonoseki
750-8511 Yamaguchi
Japan",+81 (832) 27 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Baiko Gakuin University
|
School of Japanese Literature School of International Languages and Cultures School of Child Development Studies Graduate Schools","['library', 'sports facilities']"
33,Baise University,world rank  9444,"21 Zhongshan 2nd Road, Youjiang District
Baise
533000 Guangxi
China",+86 (776) 285 3010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Baishev University,world rank  9442,"302A Zhubanov Brothers street
Aktobe
030000 Aktobe Region
Kazakhstan",+7 (7132) 97 40 83,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,no-data,"Baishev University
|
Faculty of Economics Faculty of Humanities and Technical Sciences","['library', 'housing', 'financial aid']"
35,Baker College,world rank  2161,"1050 West Bristol Road
Flint
48507-5508 Michigan
United States",+1 (800) 964 4299,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
Commission on Accreditation of Allied Health Education Programs (CAAHEP)","Baker College System
International Assembly for Collegiate Business Education (IACBE)",['Not reported']
36,Baker University,world rank  2438,"618 Eighth Street
Baldwin City
66006-0065 Kansas
United States",+1 (785) 594 6451,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
37,Bakhtar University,world rank  12152,"Karte - Char
Kabul
Kabul
Afghanistan",+93 (79) 914 2998,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
38,Baki Ali Neft Mektebi,world rank  6637,"30 Khojaly Ave.
Baku
AZ1025 Absheron
Azerbaijan",+994 (12) 521 3363,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Black Sea University Network (BSUN)
Herriot Watt University
State Oil Company of Azerbaijan Republic (SOCAR)","Baki Ali Neft Mektebi
|
Department of Petroleum Engineering Department of Chemical Engineering Department of Process Automation Engineering English Language and Humanitarian Courses Center Training and Research Center on Renewable Energy Engineering","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
39,Baki Avrasiya Universiteti,world rank  11201,"135, Hasan Aliyev str.
Baku
AZ1110 Absheron
Azerbaijan",+994 (12) 465 6843,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Baki Biznes Universiteti,world rank  6156,"88a, H. Zardabi str.
Baku
AZ1122 Absheron
Azerbaijan",+994 (12) 431 9118,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,Network of International Business Schools (NIBS),"Baki Biznes Universiteti
|
College of Arts and Sciences School of Education School of Professional and Graduate Studies","['library', 'sports facilities', 'career services']"
41,Baki Dövlet Universiteti,world rank  3945,"ul. Zahad Xalilov 23
Baku
AZ1073 Absheron
Azerbaijan",+994 (12) 439 0695,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Baki Dövlet Universiteti
|
Faculty of Applied Mathematics and Economical Cybernetics Faculty of Physics Faculty of Mechanics and Mathematics Faculty of Chemistry Faculty of Biology Faculty of Ecology and Soil Science Faculty of Geology Faculty of Geography Faculty of History Faculty of Philology Faculty of Theology Faculty of International Relations and Economics Faculty of Journalism Faculty of Law Faculty of Oriental Studies Faculty of Social Sciences and Psychology Faculty of Library Studies",['library']
42,Baki Islam Universiteti,world rank  Un,"7 Mirza Fatali Akhundov
Baku
AZ1001 Absheron
Azerbaijan",+994 (12) 492 82 23,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
43,Baki Muhendislik Universiteti,world rank  4464,"120 Hasan Aliyev Street
Xirdalan
AZ0102 Absheron
Azerbaijan",+994 (12) 349 9966-67,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Black Sea Universities Network (BSUN)
The Chartered Institute of Management Accountants (CIMA)
The World Cube Association (WCA)","Baki Muhendislik Universiteti
|
Faculty of Engineering Faculty of Economic and Administrative Sciences Faculty of Pedagogy","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
44,Baki Musiqi Akademiyasi,world rank  9302,"98, Sh.Badalbeyli str.
Baku
AZ0114 Absheron
Azerbaijan",+994 (12) 498 7148,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
45,Baki Qizlar Universiteti,world rank  13066,"14 Möhsün S?nani
Baku
AZ1078 Absheron
Azerbaijan",+994 (12) 595 3002,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
46,Baki Slavyan Universiteti,world rank  8465,"25, S. Rustam str.
Baku
AZ1014 Absheron
Azerbaijan",+994 (12) 440 2770,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Observatory Magna Charta Universitatum
Black Sea Universities Network (BSUN)
CIS Network University","Baki Slavyan Universiteti
|
Faculty of Philology Faculty of Journalism and the Azerbaijani Literature Faculty of Translation Faculty of International Relations and Region Studies, Pedagogical Faculty Faculty of Additional Education Creative Faculty","['library', 'housing', 'sports facilities']"
47,Bakirçay Üniversitesi,world rank  9933,"Izmir
35665 Izmir
Turkey",+90,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Baldwin Wallace University,world rank  1872,"275 Eastland Road
Berea
44017-2088 Ohio
United States",+1 (440) 826 2900,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Chemical Society (ACS)
Commission on Accreditation of Athletic Training Education (CAATE)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
49,Balikesir Üniversitesi,world rank  3077,"Balikesir Üniversitesi Çagis Yerleskesi, Bigadiç yolu üzeri 17. Km
Balikesir
10145 Balikesir
Turkey",+90 (266) 612 1400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
50,Baliuag University,world rank  11293,"Gil Carlos Street
Baliuag
3006 Central Luzon
Philippines",+63 (44) 766 2045,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,"ASEAN Engineering Register (AER)
Association of Deans of Philippine Colleges of Nursing (ADPCN)
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Council of Hotel and Restaurant Education of the Philippines (COHREP)
Coordinating Council of Private Educational Associations (COCOPEA)
Integrated Bar of the Philippines (IBP)
International Association of University Presidents (IAUP)
People Management Association of the Philippines (PMAP)
Philippine Institute of Certified Public Accountants (PICPA)
Philippine Association for Graduate Education Inc. (PAGE)
Philippine Association of Engineering Schools (PAES)
Philippine Association of Academic and Research Libraries(PAARL)
Philippine Association of Colleges and Universities (PACU)
Philippine Association of Colleges and Universities Commission on Accreditation (PACUCOA)
Philippine Association of Engineering Schools (PAES)
Philippine Institute of Chemical Engineers (PIChE)
Philippine Society of Information Technology Educators (PSITE)
Philippine Physics Society (PPS)
Private Education Retirement Annuity Association (PERAA)","Baliuag University
|
College of Liberal Arts and General Education College of Business Administration and Accountancy College of Education and Human Development College of Environmental Design and Engineering College of Nursing and Allied Health Sciences College of Information Technology Education College of Hospitality Management and Tourism School for Technical Courses School of Graduate Studies","['library', 'sports facilities', 'financial aid']"
51,Balkh University,world rank  12345,"Mazar-i-Sharif
Balkh
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Ball State University,world rank  625,"2000 University Avenue
Muncie
47306 Indiana
United States",+1 (765) 289 1241,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Accreditation Board for Engineering and Technology (ABET)","American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
53,Balochistan University of Engineering and Technology,world rank  9734,"PO Box 89100
Khuzdar
89100 Balochistan
Pakistan",+92 (848) 412834,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Pakistan Engineering Council (PEC),"Balochistan University of Engineering and Technology
|
Department of Civil Engineering Department of Mechanical Engineering Department of Electrical Engineering Department of Computer Engineering Department of Information Technology Department of Basic Sciences","['library', 'sports facilities']"
54,"Balochistan University of Information Technology, Engineering and Management Sciences",world rank  7671,"Takatu campus, Airport Road, Baleli
Quetta
87300 Balochistan
Pakistan",+92 (81) 288 0410,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Association of Universities (IAU)
United Nations Academic Impact (UNAI)
Association of Quality Assurance Agencies of the Islamic World (AQAAIW)
Talloires Network
Association of Commonwealth Universities (ACU)
American Society for Quality (ASQ)
World Confederation of Businesses (WORLDCOB)","Balochistan University of Information Technology, Engineering and Management Sciences
|
Faculty of Engineering and Architecture Faculty of Information and Communication Technology Faculty of Arts and Basic Sciences Faculty of Management Sciences Faculty of Life Sciences and Informatics","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
55,"Baltic State Technical University ""Voenmeh""",world rank  4694,"1-ja Krasnoarmejskaja 1
Saint Petersburg
198005 Saint Petersburg
Russia",+7 (812) 316 2394,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Baltic State Technical University ""Voenmeh""
|
Faculty of Aircraft Jet Production Aerospace Faculty Faculty of Physics and Mechanics Faculty of Arms and Armament Systems Faculty of Information and Control Systems Faculty of Mechatronics and Control Faculty of Applied Mechanics and Automation Faculty of International Industrial Management",['library']
56,Baltijas Starptautiska akademija,world rank  5663,"4, Lomonosova Str.
Riga
1003 Riga
Latvia",+371 (67) 100626,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,"United Nations Global Compact (UNGC)
Children’s Identity and Citizenship European Association (CiCea)
International Association of Schools of Social Work (IASSW)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
57,Bam University,world rank  11195,"Bam
Kerman
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Bamenda University of Science and Technology,world rank  11788,"Boîte Postale 277 Nkwen
Bamenda
Northwest Region
Cameroon",+237 677 261 789,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Bamenda University of Science and Technology
|
Faculty of Agriculture, Forestry and Veterinary Medicine Faculty of Education Faculty of Law and Management Science Faculty of Liberal Arts Faculty of Science",['library']
59,Bamiyan University,world rank  12225,"Bamyan
Bamyan
Afghanistan",+93 (79) 930 4656,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Banaras Hindu University,world rank  2059,"Varanasi
221 005 Uttar Pradesh
India",+91 (542) 236 8938,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)","Banaras Hindu University
|
Indian Institute of Technology Institute of Science Institute of Agricultural Sciences Institute of Medical Sciences Institute of Environment and Sustainable Development Institute of Management Studies","['library', 'housing', 'sports facilities']"
61,Banasthali Vidyapith,world rank  6336,"PO Banasthali Vidyapith
Banasthali
304 022 Rajasthan
India",+91 (1438) 228 787,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Banasthali Vidyapith
|
Faculty of Education Faculty of Fine Arts Faculty of Home Science Faculty of Humanities Faculty of Management Studies Faculty of Science Faculty of Social Science","['library', 'housing', 'sports facilities', 'financial aid']"
62,Banda University of Agriculture and Technology,world rank  10204,"Near New Circuit House
Banda
210 001 Uttar Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
