,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
12,Zanjan University of Medical Sciences,world rank  4210,"Dr. Yousef Sobouti Blvd
Zanjan
4513983153 Zanjan
Iran",+98 (24) 3301 8671,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'career services']"
13,Zanzibar University,world rank  10991,"PO Box 2440
Zanzibar City
Mjini Magharibi
Tanzania",+255 (24) 223 2642,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
14,Zaozhuang University,world rank  8735,"Zaozhuang
Shandong
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
15,Západoceská Univerzita v Plzni,world rank  915,"Univerzitní 2732/8
Pilsen
301 00 Plzen Region
Czech Republic",+420 377 631 111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"Západoceská Univerzita v Plzni
|
Faculty of Applied Sciences Faculty of Arts and Design Faculty of Economics Faculty of Electrical Engineering Faculty of Law Faculty of Education Faculty of Mechanical Engineering Faculty of Arts Faculty of Healthcare Institute of Languages Research Institute of New Technologies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
16,Zaporizhia Medical Academy of Postgraduate Education,world rank  11287,"20 Winter Street
Zaporizhia
69096 Zaporizhia Oblast
Ukraine",+380 (61) 279 1638,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
17,Zaporizhia State Engineering Academy,world rank  7535,"Soborny Avenue, 226
Zaporizhia
69006 Zaporizhia Oblast
Ukraine",+380 (61) 236 9034,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
18,Zaporizhia State Medical University,world rank  4883,"Mayakovsky Avenue, 26
Zaporizhia
69035 Zaporizhia Oblast
Ukraine",+380 (612) 335 007,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Medical schools in Europe (AMSE)
Eastern European University Association (EEUA)
Organisation for PhD Education in Biomedicine and Health Sciences in the European System (ORPHEUS)
Eurasian Association of Universities (EAU)
International Association for Medical Education (AMEE)
Student National Medical Association
European Association for International Education
Ukrainian Medical Students 'Association (UMSA)
European Association of Pharmaceutical Faculties
Global Link for Online Biomedical Expertise (GLOBE)
Medical Faculties Network","Zaporizhia State Medical University
|
Medical Faculty Pharmaceutical Faculty Faculty of Post-graduate Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
19,Zaporizhzhya Institute of Economics and Information Technology,world rank  11431,"street Kiyashka 16b
Zaporizhia
69041 Zaporizhia Oblast
Ukraine",+380 (61) 239 9001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning']"
20,Zaporizhzhya National Technical University,world rank  5039,"Zhukovskogo, 64
Zaporizhia
69063 Zaporizhia Oblast
Ukraine",+380 (61) 764 2506,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
21,Zaporizhzhya National University,world rank  3499,"Zhukovsky Street, 66
Zaporizhia
69600 Zaporizhia Oblast
Ukraine",+380 (61) 228 7508,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
22,Zarqa University,world rank  6205,"PO Box 132222
Zarqa
132222 Zarqa
Jordan",+962 (5) 382 1100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,For-Profit,Federation of the Universities of the Islamic World (FUIW),"Zarqa University
|
Faculty of Sharia' Faculty of Arts Faculty of Science Facultyof Information Technology Faculty of Economics and Administrative Sciences Faculty of Educational Sciences Faculty of Law Faculty of Allied Sciences Faculty of Nursing Faculty of Technological Engineering Faculty of Pharmacy Faculty of Journalism and Mass Media","['library', 'sports facilities']"
23,Zasagt Khan Institute,world rank  12998,"Ulaanbaatar
Ulaanbaatar
Mongolia",+976 9909 0161,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
24,Zawul Institute of Higher Education,world rank  13039,"Kabul
Kabul
Afghanistan",+93 (70) 220 0006,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
25,Zayed University,world rank  3153,"PO Box 19282
Dubai
Dubai
United Arab Emirates",+971 (4) 402 1111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
26,ZCAS University,world rank  9433,"Dedan Kimathi Road
Lusaka
Lusaka
Zambia",+260,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
27,Zdravstveno veleucilište Zagreb,world rank  8309,"Mlinarska cesta 38
Zagreb
10000 Zagreb
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Zenith University College,world rank  11737,"La Education Centre, PO Box TF 511
Accra
Greater Accra
Ghana",+233 (302) 784 849,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,University of Cape Coast (UCC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,Zeppelin University,world rank  3781,"Am Seemoser Horn 20
Friedrichshafen
88045 Baden-Wurttemberg
Germany",+49 (7541) 60090,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
30,Zetech University,world rank  9705,"Off Thika Road - Ruiru PO Box 2768
Ruiru
2768- 00200 Nairobi
Kenya",+254 0706 622 558,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Zetech University
|
School of Business and Economics Faculty of ICT and Engineering Department of Hospitality, Tourism, Education Arts and Social Sciences Department of Media Arts and Design","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
31,Zhangjiakou University,world rank  12478,"Zhangjiakou
Hebei
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
32,Zhaoqing University,world rank  7356,"Xinghu Avenue, Duanzhou
Zhaoqing
526061 Guangdong
China",+86 (758) 271 6390,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Zhaoqing University
|
Faculty of Foreign Languages Faculty of Politics and Law Faculty of Economics and Management Faculty of Pedagogy Faculty of Mathematics and Information Sciences Faculty of Computer Science and Software Faculty of Chemistry and Chemical Engineering Faculty of Life Sciences Faculty of Electronic Information Mechanical and Electrical Engineering Faculty of Physical Education and Health Faculty of Fine Arts Faculty of Music Faculty of Tourism Faculty of Chinese Language and Literature Faculty of Continuing Education",['library']
33,Zhaotong University,world rank  11976,"Yunnan Road, Zhaoyang District
Zhaotong
657000 Yunnan
China",+86 (870) 213 9924,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Zhejiang Chinese Medical University,world rank  8711,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Zhejiang Conservatory of Music,world rank  10139,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
36,Zhejiang Forestry University,world rank  5627,"Lin'an
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
37,Zhejiang Gongshang University,world rank  3702,"149 Jiao Gong Road
Hangzhou
310035 Zhejiang
China",+86 (571) 8805 5346,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
38,Zhejiang International Studies University,world rank  5885,"2 Xiyuan 9th Road, Xihu
Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Zhejiang Normal University,world rank  3263,"Jinhua
524088 Zhejiang
China",+86 (579) 228 2380,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
40,Zhejiang Ocean University,world rank  8401,"105 Wenhua Road, Dinghai
Zhoushan
316004 Zhejiang
China",+86 (580) 255 0009,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Zhejiang Sci-Tech University,world rank  3666,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
42,Zhejiang Shuren University,world rank  6767,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Zhejiang University,world rank  215,"38 Zheda Road, Xihu
Hangzhou
310027 Zhejiang
China",+86 (571) 8795 1020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Pacific Rim Universities (APRU),"Zhejiang University
|
Chu Kochen Honors College College of Economics Guanghua Law School College of Education College of Humanities School of International Studies College of Science College of Life Sciences College of Mechanical and Energy Engineering College of Materials Science and Chemical Engineering College of Electrical Engineering College of Information Science and Engineering College of Media and International Cultures School of Aeronautics and Astronautics College of Computer Science College of Software Technology College of Civil Engineering and Architecture College of Biosystem Engineering and Food Science College of Environmental and Resource Sciences College of Biomedical Engineering and Instrument Science College of Agriculture and Biotechnology College of Animal Sciences School of Medicine College of Pharmaceutical Sciences College of Management College of Public Administration Chu Kochen Honors College College of Economics Guanghua Law School College of Education College of Humanities School of International Studies College of Science College of Life Sciences College of Mechanical and Energy Engineering College of Materials Science and Chemical Engineering College of Electrical Engineering College of Information Science and Engineering College of Media and International Cultures School of Aeronautics and Astronautics College of Computer Science College of Software Technology College of Civil Engineering and Architecture College of Biosystem Engineering and Food Science College of Environmental and Resource Sciences College of Biomedical Engineering and Instrument Science College of Agriculture and Biotechnology College of Animal Sciences School of Medicine College of Pharmaceutical Sciences College of Management College of Public Administration","['library', 'sports facilities', 'financial aid']"
44,Zhejiang University of Finance and Economics,world rank  4181,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Zhejiang University of Science and Technology,world rank  6083,"Hangzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
46,Zhejiang University of Technology,world rank  1215,"18 Chaowang Road, Xiacheng
Hangzhou
Zhejiang
China",+86 (571) 8832 0037,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
47,Zhejiang University of Water Resources and Electric Power,world rank  5880,"Hangzhou
310018 Zhejiang
China",+86 (571) 8692 9012,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Zhejiang Wanli University,world rank  8862,"8 South Qianhu Road
Ningbo
315100 Zhejiang
China",+86 (574) 841 1376,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Zhejiang Yuexiu University of Foreign Languages,world rank  6870,"Shaoxing
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
50,Zhengzhou Chenggong University of Finance and Economics,world rank  10367,"136 Zijing Road, Gongyi City
Zhengzhou
451200 Henan
China",+86 (371) 6456 1888,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Zhengzhou Institute of Finance and Economics,world rank  11445,"108 Hanghai W Road, Zhongyuan
Zhengzhou
Henan
China",+86 (371) 6882 4617,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Zhengzhou Institute of Technology,world rank  8508,"Zhengzhou
Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
53,Zhengzhou Normal University,world rank  9990,"Zhengzhou
Henan
China",+86 (371) 6650 1002,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,"Zhengzhou Shengda University of Economics, Business and Management",world rank  6915,"Zhengzhou
Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
55,Zhengzhou Technology and Business University,world rank  12949,"Zhengzhou
Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Zhengzhou University,world rank  1067,"100 Ke Xue Avenue, Zhongyuan
Zhengzhou
450001 Henan
China",+86 (371) 6778 0020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
57,Zhengzhou University of Aeronautics,world rank  7605,"2 Mid Dazue Road
Zhengzhou
450005 Henan
China",+86 (371) 6600 2086,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Zhengzhou University of Industrial Technology,world rank  9767,"Zhengzhou
Henan
China",+86 (371) 6262 1274,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Zhengzhou University of Light Industry,world rank  7811,"5 DongFeng Road
Zhengzhou
450002 Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Zhengzhou University of Science and Technology,world rank  11286,"Zhengzhou
Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
61,Zhetysu State University,world rank  7851,"Zhansugurov str., 187 ?
Taldykorgan
040009 Almaty Region
Kazakhstan",+7 (7282) 22 00 20,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
62,Zhezkazgan University,world rank  11275,"Alashakhan str., 1
Zezkazgan
100600 Karaganda Region
Kazakhstan",+7 (7102) 73 63 24,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
63,Zhongkai University of Agriculture and Engineering,world rank  13246,"24 East Mercer Street
Guangzhou
510225 Guangdong
China",+86 (20) 8900 3035,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
64,Zhongnan University of Economics and Law,world rank  3710,"1 South Nanhu Road, Hongshan
Wuhan
430073 Hubei
China",+86 (27) 8838 6947,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Zhongnan University of Economics and Law
|
School of Humanities School of Economics School of Finance and Taxation Xinhua School of Finance and Insurance School of Law School of Criminal Justice School of Foreign Languages School of Journalism and Mass Media School of Business Administration School of Accounting School of Public Administration School of Statistics and Mathematics School of Safety Science and Administration","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
65,Zhongyuan University of Technology,world rank  3622,"41 Zhongyuan Road
Zhengzhou
Henan
China",+86 (371) 6250 6838,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
66,Zhoukou Normal University,world rank  6686,"Zhoukou
Henan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
67,Zhytomyr Ivan Franko State University,world rank  4698,"United Berdichevsky Street, 40
Zhytomyr
10008 Zhytomyr Oblast
Ukraine",+380 (412) 372 763,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
68,Zhytomyr National Agroecological University,world rank  6440,"Staryi Boulevard, 7
Zhytomyr
10008 Zhytomyr Oblast
Ukraine",+380 (412) 374 684,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Zhytomyr National Agroecological University
|
Department of Agronomic Department of economics Department of Zooengineering Department of Veterinary Medicine Department of Agricultural Mechanization Department of Farm Management Environmental Department Department of Forestry",['library']
69,Zhytomyr State Technological University,world rank  6159,"Chernyakhovskoho Street, 103
Zhytomyr
10005 Zhytomyr Oblast
Ukraine",+380 (412) 241 422,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Zhytomyr State Technological University
|
Faculty of Mechanical Engineering Faculty of Information and Computer Technology Faculty of Economics and Management Faculty of Mining and Ecology Faculty of Accounting and Finance",['library']
70,Ziauddin University,world rank  8485,"4/B, Shahra-e-Ghalib, Block-6, Clifton
Karachi
75600 Sindh
Pakistan",+92 (21) 3586 2939,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,no-data,"Ziauddin University
|
Faculty of Health Sciences Faculty of Pharmacy Faculty of Engineering Science and Technology Faculty of Liberal Arts and Human Sciences Faculty of Eastern Medicine and Natural Sciences Faculty of Law","['library', 'sports facilities', 'career services']"
71,Žilinská univerzita v Žiline,world rank  3184,"Univerzitná 8215/1
Zilina
01026 Zilina
Slovakia",+421 (41) 513 5001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Magna Charta Universitatum
Ingenieur-Gesellschaft f³r internationale Planungsaufgaben (IGIP)
European Conference of Transport Research Institutes (ECTRI)
Forum of European National Highway Research Laboratories (FEHRL)
European University Association (EUA)
European Association of International Education (EAIE)","Žilinská univerzita v Žiline
|
Faculty of Operation and Economics of Transport and Communications Faculty of Mechanical Engineering Faculty of Electrical Engineering and Information Technology Faculty of Civil Engineering Faculty of Security Engineering Faculty of Management Science and Informatics Faculty of Humanities","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
72,Zimbabwe Ezekiel Guti University,world rank  11311,"1901 Barrassie Road, Off Shamva Road, PO BOX 350
Bindura
Mashonaland Central
Zimbabwe",+263 (271) 7395,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Zimbabwe Ezekiel Guti University
|
Faculty of Arts Faculty of Commerce Faculty of Education Faculty of Law Faculty of Agriculture",['library']
73,Zintan University,world rank  13315,"Zintan
Jabal al Gharbi
Libya",+218 91 063 0639,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
74,ZNRF University of Management Sciences,world rank  13214,"200, Gulshan Avenue, North, Gulshan 2
Dhaka
1212 Dhaka
Bangladesh",+880 01877700200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"ZNRF University of Management Sciences
|
School of Business and Economics School of Science and Engineering School of Humanities and Social Sciences",['Not reported']
75,Zunyi Medical University,world rank  7715,"201 Dalian Road, Huichuan District
Zunyi
563003 Guizhou
China",+86 (852) 860 9388,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
76,Zunyi Normal College,world rank  7608,"248 Shanghai Road
Zunyi
563002 Guizhou
China",+86 (852) 862 2406,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
