,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
24,"ICFAI University, Jharkhand",world rank  10296,"Plot No. 2065, Daladali Chowk, Simalia, Near Ring Road
Ranchi
835 222 Jharkhand
India",+91 725 700 4501,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Indian Universities (AIU)
Confederation of Indian Industry (CII)
Association of Indian Management Schools (AIMS)","ICFAI University, Jharkhand
|
Faculty of Management Studies Faculty of Science and Technology","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
25,"ICFAI University, Meghalaya",world rank  11898,"Danakre, PO Araimile
Tura
794 101 Meghalaya
India",+91 943 671 6440,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
26,"ICFAI University, Mizoram",world rank  11688,"Durtlang North
Aizawl
796 025 Mizoram
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,"ICFAI University, Nagaland",world rank  11654,"6th Mile, Sovima
Dimapur
797 112 Nagaland
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,"ICFAI University, Raipur",world rank  11496,"National Highway 6, Raipur Bhilai Road, Km Stone 20, PO Kumhari
Durg
490 042 Chhattisgarh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,"ICFAI University, Sikkim",world rank  10585,"Lower Sichey, Ranka Road
Gangtok
737 101 Sikkim
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,"ICFAI University, Tripura",world rank  8540,"Agartala-Simna Road, PO Kamalghat Sadar
Agartala
799 210 Tripura
India",+91 (381) 286 5755,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,"Association of Indian Universities (AIU)
Association of Indian Universities (AIU)
Association of Commonwealth Universities (ACU)
Confederation of Indian Industry (CII)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
31,ICN Business School,world rank  6934,"13 Rue Michel Ney
Nancy
54000 Grand Est
France",+33 (0)3 83 39 64 50,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
32,Idaho State University,world rank  807,"921 S 8th Avenue
Pocatello
83209 Idaho
United States",+1 (208) 282 4636,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"American Psychological Association (APA)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
National Association of Schools of Theatre (NAST)
Association to Advance Collegiate Schools of Business (AACSB International)
Commission on Accreditation of Athletic Training Education (CAATE)
Commission on Accreditation of Athletic Training Education (CAATE)
National Council for Accreditation of Teacher Education (NCATE)
Accreditation Council for Education in Nutrition and Dietetics (ACEND)
Accreditation Council for Occupational Therapy Education (ACOTE)
Accreditation Council for Pharmacy Education (ACPE)
Accreditation Review Commission on Education for the Physician Assistant (ARC-PA)
American Speech-Language-Hearing Association (ASHA)
Commission on Accreditation in Physical Therapy Education (CAPTE)
Commission on Collegiate Nursing Education (CCNE)
Commission on Dental Accreditation (CODA)
Commission on Accreditation of Allied Health Education Programs (CAAHEP)
Committee on Accreditation of Educational Programs for the Emergency Medical Services Profession (CoAEMSP)
Council for Accreditation of Counseling & Related Educational Programs (CACREP)
Council on Education for Public Health (CEPH)
Joint Review Committee on Education in Radiologic Technology (JRCERT)
National Accrediting Agency for Clinical Laboratory Sciences (NAACLS)
National Council for Accreditation of Teacher Education (NCATE)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
Association of Technology, Management, and Applied Engineering (ATMAE)
Commission on Accreditation for Health Informatics and Information Management Education (CAHIIM)
Commission on Massage Therapy Accreditation (COMTA)
National League for Nursing Accrediting Commission (NLNAC)
Commission on Accreditation for Respiratory Care (CoARC)","Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
33,Ider University,world rank  12280,"Student Street 7, Sukhbaatar District, Khoroo 8
Ulaanbaatar
Ulaanbaatar
Mongolia",+976 9999 4016,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
34,IE University,world rank  Un,"Campus de Santa Cruz La Real, Calle Cardenal Zúñiga, 12
Segovia
40003 Castile and Leon
Spain",+34 921412410,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,Open Education Consortium (OEC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
35,IEC University,world rank  9586,"Plot No. 7 & 10, Atal Shiksha Kunj
Kalujhanda
174 103 Himachal Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
36,IEDC-Bled School of Management,world rank  6277,"Prešernova cesta 33
Bled
4260 Upper Carniola
Slovenia",+386 4 5792 500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,IÉSEG School of Management,world rank  2987,"3 rue de la Digue
Lille
59000 Hauts-de-France
France",+33 (0)3 20 54 58 92,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,CGE,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
38,IFHE Hyderabad,world rank  8511,"Donthanapally, Shankarapalli Road
Hyderabad
501 203 Telangana
India",+91 (8417) 236 660,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,IFP School,world rank  6055,"228-232, Avenue Napoléon Bonaparte
Rueil-Malmaison
92852 Ile-de-France
France",+33 (0)1 47 52 64 57,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
40,IFTM University,world rank  10808,"Lodhipur Rajput, Delhi Road (National Highway 24)
Moradabad
244 102 Uttar Pradesh
India",+91 (591) 236 0817,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Igbinedion University Okada,world rank  8682,"Mission Road
Okada
1090 Edo
Nigeria",+234 (52) 260 005,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,no-data,"Igbinedion University Okada
|
College of Arts and Social Sciences College of Business and Management Studies College of Engineering and Technology College of Health Sciences College of Law College of Natural and Applied Sciences College of Pharmacy School for Postgraduate Studies","['library', 'housing', 'sports facilities', 'financial aid']"
42,Igdir Üniversitesi,world rank  5794,"Suveren Kampüsü Suveren Köyü
Igdir
76000 Igdir
Turkey",+90 (476) 226 1314,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Ignatius Ajuru University of Education,world rank  10375,"Private Mailbox 5047, Rumuolumeni
Port Harcourt
Rivers
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Ignatius Ajuru University of Education
|
Faculty of Humanities Faculty of Social Sciences Faculty of Education Faculty of Business Studies Faculty of Natural and Applied Sciences Faculty of Vocational and Technical Education",['library']
44,IHE Delft Institute for Water Education,world rank  1744,"Westvest 7; PO Box 3015
Delft
2611 AX South Holland
Netherlands",+31 (15) 215 1715,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"IHE Delft Institute for Water Education
|
Department of Environmental Engineering and Water Technology Department of Water Science and Engineering Department of Integrated Water Systems and Governance","['library', 'sports facilities', 'distant learning']"
45,IIC University of Technology,world rank  11880,"Building No. 650, National Road 2, Sangkat Chak Angre Krom, Khan Mean Chey
Phnom Penh
12353 Phnom Penh
Cambodia",+855 (23) 245 148,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,International Association of Universities (IAU),"IIC University of Technology
|
Faculty of Mathematics and Science Faculty of Social Science Faculty of Economics Faculty of Arts, Humanities and Linguistics Faculty of Business Graduate School","['library', 'sports facilities', 'financial aid', 'distant learning']"
46,IIHMR University,world rank  7907,"1, Prabhu Dayal Marg, near Sanganer Airport, Maruti Nagar
Jaipur
302 029 Rajasthan
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
47,IIMT University,world rank  10754,"Mawana Rd, O Pocket, Ganga Nagar
Meerut
250 001 Uttar Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
48,Ilam University,world rank  8127,"Banganjab
Ilam
Ilam
Iran",+98 (841) 222 7010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Ilia State University,world rank  3235,"3/5, Cholokashvili Avenue
Tbilisi
0162 Tbilisi
Georgia",+995 (32) 222 0009,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Agence Universitaire de la Francophonie (AUF)
Association des Facultés ou Etablissements de Lettres et Sciences Humaines (AFELSH)
Black Sea Universities Network (BSUN)
Compostela Group of Universities (CGU)
EUA Council for Doctoral Education (EUA-CDE)
European Science Events Association (EUSEA)
European University Association (EUA)
International Association for Medical Education (EMEE)
International Association of Universities (IAU)
International Step by Step Association (ISSA)
Magna Charta Universitatum Observatory (MCUO)
Network of Schools of Public Policy, Affairs, and Administration (NASPAA)
Science on Stage Europe
Scientific Committee on Solar-Terrestrial Physics (SCOSTEP)","Ilia State University
|
School of Arts and Sciences School of Business, Technology and Education School of Law School of Natural Sciences and Medicine","['library', 'sports facilities', 'financial aid', 'career services']"
50,Ilisimatusarfik,world rank  6450,"Nuuk

Greenland",+298,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Illinois College,world rank  3559,"1101 West College Avenue
Jacksonville
62650-2299 Illinois
United States",+1 (217) 245 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
52,Illinois College of Optometry,world rank  6790,"3241 S Michigan Avenue
Chicago
60616-3878 Illinois
United States",+1 (312) 949 7400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,"American Optometric Association (AOA), Accreditation Council on Optometric Education",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
53,Illinois Institute of Technology,world rank  395,"10 West 35th Street
Chicago
60616 Illinois
United States",+1 (312) 567 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","Association of Independent Technological Universities (AITU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
54,Illinois State University,world rank  653,"North and School Streets
Normal
61790-1000 Illinois
United States",+1 (309) 438 2111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Association for Leisure and Recreation (AALR), Council on Accreditation","American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
55,Illinois Wesleyan University,world rank  1434,"1312 N Park Street
Bloomington
61702-2900 Illinois
United States",+1 (309) 556 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
American Chemical Society (ACS)
National Association of Schools of Music (NASM)
Illinois State Board of Education (ISBE)","American Chemical Society (ACS)
Council of Independent Colleges (CIC)
Higher Education Data Sharing Consortium (HEDS)
National Association of Independent Colleges and Universities (NAICU)
The Posse Foundation
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
56,Ilma University,world rank  7754,"Main Ibrahim Hydri Road, Korangi Creek
Karachi
75190 Sindh
Pakistan",+92 (21) 3509 1872,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Asia-Pacific Quality Network
International Association of Universities (IAU)
Association of Universities of Asia and Pacific (AUAP)
The Talloires Network","Ilma University
|
Faculty of Management Sciences Faculty of Media and Design Faculty of Computer Science Faculty of Software Engineering","['library', 'sports facilities', 'financial aid', 'career services']"
57,Ilocos Sur Polytechnic State College,world rank  11951,"Santa Maria
Ilocos Sur
2705 Ilocos Region
Philippines",+63 (77) 732 5512,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Philippine Association of State Universities and Colleges, Inc. (PASUC)
State Colleges and Universities Athletic Association (SCUAA)
State Universities and Colleges - Association of Colleges of Agriculture in the Philippines (SUC-ACAP), Inc.","Ilocos Sur Polytechnic State College
|
Graduate School, College of Teacher Education College of Agriculture, Forestry and Engineering College of Computing Studies College of Business, Management and Entrepreneurship College of Arts and Sciences College of Industrial Technology Provincial Institute for Fisheries","['library', 'housing', 'sports facilities', 'financial aid']"
58,Iloilo Science and Technology University,world rank  11304,"Burgos Street, La Paz
Iloilo City
5000 Western Visayas
Philippines",+63 (33) 320 7190,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Imam Abdulrahman Bin Faisal University,world rank  2321,"Coastal Road
Dammam
31441 Eastern Province
Saudi Arabia",+966 (3) 857 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Saudi Dental Society (SDS),"Imam Abdulrahman Bin Faisal University
|
College of Medicine College of Applied Medical Sciences College of Dentistry College of Nursing College of Intermediate Health Science college of Engineering College of Architecture and Planning College of Design College of Arts College of Education College of Management Science Collage of Computer Sciences and Information Technology College of Applied Studies and Community Services College of Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
60,Imam Hossein University,world rank  6886,"Babaee Highway
Tehran
Tehran
Iran",+98 2177104932,Men Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Imam Hossein University
|
Faculty of Engineering Faculty of Science Faculty of Social Science Faculty of Medicine Faculty of Military Science",['library']
61,Imam Ja'afar Al-sadiq University,world rank  12751,"Hai Al-Qahira
Baghdad
Baghdad
Iraq",+964 (771) 632 0517,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Imam Ja'afar Al-sadiq University
|
Faculty of Administrative Sciences College of Information Technology Faculty of Arts School of Law","['library', 'sports facilities', 'career services']"
62,Imam Khomeini Education and Research Institute,world rank  Un,"Qom
Qom
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
63,Imam Khomeini International University,world rank  4200,"Iran-qazvin-Boulevard
Qazvin
34149-16818 Qazvin
Iran",+98 (281) 378 0021,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"International Association of Universities (IAU)
Association of State Universities of Caspian Countries (ASUCC)
Federation of the Universities of the Islamic World (FUIW)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
64,Imam Malik College for Islamic Sharia and Law,world rank  12944,"PO Box 65760
Dubai
Dubai
United Arab Emirates",+971 (4) 561 4600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
65,Imam Reza University,world rank  6281,"Asrar Alley - Daneshgah Street
Mashhad
91388-33186 Razavi Khorasan
Iran",+98 (511) 8448620,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Imam Reza University
|
Faculty of Engineering Faculty of Humanities and Art Faculty of Management and Accounting","['library', 'sports facilities', 'financial aid', 'distant learning']"
66,Imam Sadiq University,world rank  4269,"Pole midiriat
Tehran
14655-159 Tehran
Iran",+98 (21) 8809 4001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
67,Imam Shafei College of Islamic Sciences,world rank  Un,"Mukalla
Hadhramaut
Yemen",+967 (5) 372 897,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
