,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
11,Machakos University,world rank  8539,"PO BOX 136
Machakos
90100 Machakos
Kenya",+254 0723 805 829,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Machakos University
|
School of Engineering and Technology School of Business and Economics School of Education School of Pure and Applied Sciences School of Hospitality and Tourism Management School of Agriculture and Natural Resources Management School of Health Sciences School of Humanities and Social Sciences",['library']
12,Machon Lander,world rank  4095,"8, Am VeOlamo Street
Givat Shaul
91343 Jerusalem District
Israel",+972 (73) 220 4204,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,MacMurray College,world rank  3701,"447 East College Avenue
Jacksonville
62650-2590 Illinois
United States",+1 (217) 479 7056,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council on Social Work Education (CSWE)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
14,Macquarie University,world rank  247,"Balaclava Road, North Ryde
Sydney
2109 New South Wales
Australia",+61 (0)2 9850 7111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Universities Australia
Association of Commonwealth Universities (ACU)
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Open Universities Australia (OUA)","Macquarie University
|
Faculty of Arts Faculty of Human Sciences Faculty of Science Faculty of Business and Economics Macquarie Graduate School of Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
15,Madan Mohan Malaviya University of Technology,world rank  7587,"Deoria Road, Singhariya, Kunraghat
Gorakhpur
273 016 Uttar Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
16,Madda Walabu University,world rank  11584,"Bale Robe
Oromia Region
Ethiopia",+251 (22) 865 0251,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
17,Madhav University,world rank  9218,"Madhav Hills Opposite Banas River Bridge Toll, National Highway 27, PO - Bharja Abu Road
Pindwara
307 026 Rajasthan
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
18,Madhyanchal Professional University,world rank  12635,"Ratibad
Bhopal
462 044 Madhya Pradesh
India",+91 0755-2896281,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
19,Madonna University,world rank  3637,"36600 Schoolcraft Road
Livonia
48150-1173 Michigan
United States",+1 (734) 432 5300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
American Dietetic Association, Commission on Accreditation for Dietetics Education (CADE)
Council on Social Work Education (CSWE)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
Association of Franciscan Colleges and Universities (AFCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
20,"Madonna University, Okija",world rank  10890,"Owerri/Onitsha Expressway
Okija
407 Anambra
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,International Federation of Catholic Universities (IFCU),"Madonna University, Okija
|
College of Graduate Studies College of Medicine Division of General Studies Faculty of Education Faculty of Engineering and Science Faculty of Law Faculty of Management Faculty of Pharmacy Science Faculty of Social Sciences","['library', 'housing', 'sports facilities']"
21,Madurai Kamaraj University,world rank  4820,"Palkalai Nagar
Madurai
625 021 Tamil Nadu
India",+91 (452) 245 9166,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
22,Mae Fah Luang University,world rank  5172,"333 Moo 1, Tasood, Muang
Chiang Rai
57100 Chiang Rai
Thailand",+66 (53) 916 103 6,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
23,Maebashi Institute of Technology,world rank  5941,"Maebashi
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
24,Maebashi Kyoai Gakuen College,world rank  6505,"Maebashi
Gunma
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
25,Maejo University,world rank  3270,"63 Moo 4, Chiang Mai-Phrao Road, Sansai
Chiang Mai
50290 Chiang Mai
Thailand",+66 (53) 873 034,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,For-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
26,Magadh University,world rank  8074,"Gaya Dobhi Road
Bodh Gaya
824 234 Bihar
India",+91 (631) 400 995,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
27,Magdalen College of the Liberal Arts,world rank  7945,"511 Kearsarge Mountain Road
Warner
03278-4012 New Hampshire
United States",+1 (603) 456 2656,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,Cardinal Newman Society (CNS),['Not reported']
28,Magnitogorsk State Conservatory,world rank  7912,"ul. Gryzanova 22
Magnitogorsk
455036 Chelyabinsk Oblast
Russia",+7 (3511) 371 375,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
29,Magnitogorsk State Technical University,world rank  2993,"prosp. Lenina 38
Magnitogorsk
455000 Chelyabinsk Oblast
Russia",+7 (3511) 22 13 97,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Magway University,world rank  Un,"Magway
Magway
Myanmar",+95,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Magyar Képzomuvészeti Egyetem,world rank  4845,"Andrássy út. 69-71
Budapest
1062 Budapest
Hungary",+36 (1) 342 1738,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
32,Magyar Táncmuvészeti Egyetem,world rank  8867,"Columbus utca 87-89
Budapest
1145 Budapest
Hungary",+36 (1) 273 3434,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Magyar Rektori Konferencia (MRK)
European League of Institutes of the Arts (ELIA)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
33,Mahachulalongkornrajavidyalaya University,world rank  3712,"3 Wat Mahathat, Phrachan Road, Phra Nakhon
Bangkok
10200 Bangkok
Thailand",+66 (2) 225 8686,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,Mahamakut Buddhist University,world rank  6842,"248 Phra Sumen Road, Phra Nakhon Bovorniwes
Bangkok
10200 Bangkok
Thailand",+66 (2) 282 8303,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Mahanakorn University of Technology,world rank  4995,"51 Cheum-Sampan Road, Nong Chok
Bangkok
10530 Bangkok
Thailand",+66 (2) 543 1070,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
36,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,world rank  11246,"Srimanta Sankardeva Sangha Complex, Haladhar Bhuyan Path, Kalongpar, AT Road
Nagaon
782 001 Assam
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Maharaja Agrasen University,world rank  11058,"Atal Shiksha Kunj, Village Kalujhanda, Near Brotiwala
Baddi
174 103 Himachal Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Maharaja Agrasen University
|
Maharaja Agrasen School of Technology Maharaja Agrasen School of Architecture and Design Maharaja Agrasen School of Management Maharaja Agrasen School of Law Maharaja Agrasen School of Basic and Applied Science Maharaja Agrasen School of Pharmacy Maharaja Agrasen School of Humanities",['Not reported']
38,Maharaja Bir Bikram University,world rank  12087,"Dhaleswar
Agartala
799 004 Tripura
India",+91 (381) 251 2250,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Maharaja Chhatrasal Bundelkhand University,world rank  10163,"Maharaja College Campus, Panna Road
Chhatarpur
471 001 Madhya Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
40,Maharaja Ganga Singh University,world rank  8083,"National Highway 15, Jaisalmer Road
Bikaner
334 004 Rajasthan
India",+91 (151) 221 2041,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Maharaja Krishnakumarsinhji Bhavnagar University,world rank  7511,"Sardar Vallbhbhai Patel Campus,, Gaurishankar Lake Road
Bhavnagar
364 002 Gujarat
India",+91 (278) 242 6519,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)","Maharaja Krishnakumarsinhji Bhavnagar University
|
Department of Anthropology Department of Astronomy Department of Business Administration Department of Commerce Department of Computer Science and Application Department of Energy Science Department of Environmental Science Department of English Department of Gujarati Department of Hindi Department of Sanskrit Department of Linguistics Department of Geography Department of Geology Department of History Department of Economics Department of Sociology Department of Political Science Department of Psychology Department of Mathematics Department of Chemistry Department of Physics Department of Statistics Department of Life Science Department of Marine Science Department of Education Department of Bioinformatics Department of Library and Information Science Department of Social Work Department of Theater Arts",['library']
42,Maharaja Ranjit Singh Punjab Technical University,world rank  8896,"Dabwali Road, Lal Singh Nagar
Bathinda
151 001 Punjab
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Maharaja Surajmal Brij University,world rank  9825,"M S J College Premises
Bharatpur
321 001 Rajasthan
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
44,Maharana Pratap University of Agriculture and Technology,world rank  8934,"PO Box 171, New Campus
Udaipur
313 001 Rajasthan
India",+91 (294) 247 1101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Maharashtra Animal and Fishery Sciences University,world rank  9584,"Futala Lake Road
Nagpur
440 006 Maharashtra
India",+91 (712) 251 1282,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
46,Maharashtra National Law University Mumbai,world rank  10776,"MTNL Building, Technology St, Hiranandani Gardens, Powai
Mumbai
400 076 Maharashtra
India",+91 (22) 2570 3187,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
47,"Maharashtra National Law University, Aurangabad",world rank  11556,"Govt. B. Ed. College Campus, Padampura
Aurangabad
431 005 Maharashtra
India",+91 (240) 2334800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,"Maharashtra National Law University, Nagpur",world rank  10662,"Moraj Design and Decorator (DnD) Building, Wardha Road, Khapri
Nagpur
441108 Maharashtra
India",+91 (7103) 297 488,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
49,Maharashtra University of Health Sciences,world rank  7003,"Mhasrul, Vani Road
Nashik
422 004 Maharashtra
India",+91 (253) 253 9292,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
50,"Maharishi Arvind University, Jaipur",world rank  11999,"Mundiya Purohitan
302 012 Rajasthan
India",+91 86969 06819,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Maharishi Dayanand University,world rank  6865,"Delhi Road
Rohtak
124 001 Haryana
India",+91 (1262) 294 327,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
52,Maharishi International University,world rank  1257,"1000 N 4th Street
Fairfield
52557 Iowa
United States",+1 (641) 472 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,International Assembly for Collegiate Business Education (IACBE),['Not reported']
53,Maharishi Mahesh Yogi Vedic Vishwavidyalaya,world rank  9605,"Umariya Pann
Katni
483 332 Madhya Pradesh
India",+91 (7625) 220 345,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,"Maharishi Markandeshwar University, Mullana",world rank  6931,"Administrative Block, MM University
Mullana
133 207 Haryana
India",+91 (1731) 274475,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
55,"Maharishi Markandeshwar University, Sadopur",world rank  11625,"Village Sadopur, Ambala - Chandigarh Highway
Ambala
134 007 Haryana
India",+91 80599 33100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
56,"Maharishi Markandeshwar University, Solan",world rank  11296,"Village Ladoo, Suutanpur Road
Solan
173 229 Himachal Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Maharishi University,world rank  10712,"Sitapur Road, P.O. Maharishi Vidya Mandir
Lucknow
226 013 Uttar Pradesh
India",+91 1800 3000 5444,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
58,Maharishi University of Management and Technology,world rank  10158,"Maharishi Road, Mangla
Bilaspur
495 001 Chhattisgarh
India",+91 (7752) 518 424,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Maharshi Dayanand Saraswati University,world rank  9024,"Pushkar Bye Pass
Ajmer
305 009 Rajasthan
India",+91 (145) 278 7055,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Maharshi Panini Sanskrit Vishwavidyalaya,world rank  8826,"B.M. Birla Shodh Sansthan Parisar, Dewas Road
Ujjain
456 010 Madhya Pradesh
India",+91 (734) 252 6044,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
61,Mahasarakham University,world rank  2343,"41/20 Tambon Kamriang, Kantarawichai
Maha Sarakham
44150 Maha Sarakham
Thailand",+66 (43) 754 241,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Mahasarakham University
|
College of Music College of Politics and Governance Faculty of Cultural Sciences Faculty of Education Faculty of Fine and Applied Arts Faculty of Humanities and Social Sciences Faculty of Law Faculty of Tourism and Hotel Management Mahasarakham Business School Faculty of Medicine Faculty of Nursing Faculty of Pharmacy Faculty of Public Health Faculty of Veterinary Medicine and Animal Science Faculty of Architecture, Urban Design and Creative Arts Faculty of Engineering Faculty of Environment and Resource Studies Faculty of Informatics Faculty of Science Faculty of Technology Walai Rukhajev Botanical Research Institute Graduate School","['library', 'housing', 'sports facilities', 'financial aid']"
62,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,world rank  8942,"Post Hindi Vishwavidyalaya, Gandhi Hills
Wardha
442 001 Maharashtra
India",+91 (7152) 230 901,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
63,"Mahatma Gandhi Central University, Motihari",world rank  8674,"PO Box 1
Motihari
845 401 Bihar
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
64,Mahatma Gandhi Chitrakoot Gramoday Vishwavidyalaya,world rank  10678,"Near Ram Mandir, Satna
Chitrakoot
485 334 Madhya Pradesh
India",+91 (7670) 265 413,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
65,Mahatma Gandhi Institute,world rank  10038,"Moka

Mauritius",+230 403 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
66,Mahatma Gandhi Kashi Vidyapeeth,world rank  7107,"Near Maldahiya Crossing, Station Road
Varanasi
221 002 Uttar Pradesh
India",+91 (542) 645 3647,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
67,Mahatma Gandhi University,world rank  3998,"Priyadarshini Hills
Kottayam
686 560 Kerala
India",+91 (481) 273 1001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
68,Mahatma Gandhi University of Medical Sciences and Technology,world rank  11089,"Riico Institutional Area, Sitapura
Jaipur
302 022 Rajasthan
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
69,Mahatma Gandhi University Rwanda,world rank  Un,"Dist. Gasabo, Sector Rusororo/Mbandazi, Kabuga
Kigali
Kigali Province
Rwanda",+250 782 185 312,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
70,"Mahatma Gandhi University, Meghalaya",world rank  9822,"13th Mile, G S Road, PO - Byrnihat
Khanapara
793 101 Meghalaya
India",+91 (813) 0296297,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
