,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
25,Dakshina Bharat Hindi Prachar Sabha,world rank  11180,"Thanikachalam Road, Thyagraya Nagar
Chennai
600 017 Tamil Nadu
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
26,Dalanj University,world rank  Un,"Dalang
South Kordofan
Sudan",+249 (634) 822 037,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,Dalat University,world rank  8439,"1 Phu Dong Thien Vuong Street
Dalat
Central Highlands
Vietnam",+84 (63) 382 2246,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Dalat University
|
Faculty of Mathematics and Computer Science Faculty of Physics Faculty of Chemistry Faculty of Biology Faculty of Environmental Studies Faculty of Agriculture-Forestry Faculty of Information Technology Faculty of Philology and Culture Faculty of History Faculty of Economics and Business Administration Faculty of Foreign Languages Faculty of Oriental Studies Faculty of Law Studies Faculty of Sociology and Social Work Faculty of Tourism Faculty of Pedagogy Faculty of Graduate Studies",['library']
28,Dalhousie University,world rank  297,"6885 University Avenue
Halifax
B3H 4H6 Nova Scotia
Canada",+1 (902) 494 2450,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
U15 Group of Canadian Research Universities (U15)
Canadian Bureau for International Education (CBIE)
Canadian University Society for Intercollegiate Debate (CUSID)","Dalhousie University
|
Faculty of Architecture and Planning Faculty of Arts and Social Sciences Faculty of Computer Science Faculty of Dentistry Faculty of Engineering Faculty of Graduate Studies Faculty of Health Professions Faculty of Law Faculty of Management Faculty of Medicine Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid']"
29,Dali University,world rank  5734,"Dali
Yunnan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Dalian Art College,world rank  11268,"Dalian
Liaoning
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
31,Dalian Jiaotong University,world rank  8567,"Dalian
Liaoning
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
32,Dalian Maritime University,world rank  2611,"1 Linghai Road, Ganjingzi District
Dalian
116026 Liaoning
China",+86 (411) 472 7874,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
33,Dalian Medical University,world rank  3891,"Lushun S Road, Lüshunkou District
Dalian
116044 Liaoning
China",+86 (411) 469 1802,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
34,Dalian Nationalities University,world rank  4806,"Dalian
Liaoning
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
35,Dalian Neusoft University of Information,world rank  2669,"8 Software Park Road
Dalian
116023 Liaoning
China",+86 (411) 8476 0003,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
36,Dalian Ocean University,world rank  4553,"52 Heishijiao Street, Shahekou District
Dalian
116023 Liaoning
China",+86 (411) 8476 2679,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Dalian Polytechnic University,world rank  5769,"Dalian
Liaoning
China",+86 (411) 8632 4486,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
38,Dalian University,world rank  5202,"Dalian Economic and Technology Development Zone
Dalian
116622 Liaoning
China",+86 (411) 8730 0952,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
39,Dalian University of Finance and Economics,world rank  13054,"80 Renjie Street, Jinzhou New District
Dalian
116622 Liaoning
China",+86 (411) 3926 5009,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Dalian University of Foreign Languages,world rank  2576,"94 Yanan Road, Zhongshan District
Dalian
Liaoning
China",+86 (411) 8280 3121,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
41,Dalian University of Science and Technology,world rank  12414,"999-26 Binggang Road, Lüshunkou District
Dalian
Liaoning
China",+86 (411) 8624 5011,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
42,Dalian University of Technology,world rank  682,"2 Linggong Road, Ganjingzi District
Dalian
116023 Liaoning
China",+86 (411) 8470 8702,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
43,Dallas Baptist University,world rank  2426,"3000 Mountain Creek Parkway
Dallas
75211-9299 Texas
United States",+1 (214) 333 7100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
National Association of Schools of Music (NASM)","Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
44,Dallas Christian College,world rank  5693,"2700 Christian Parkway
Dallas
75234-7299 Texas
United States",+1 (972) 241 3371,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
45,Dalton State College,world rank  3630,"650 College Drive
Dalton
30720-3797 Georgia
United States",+1 (706) 272 4436,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public State,Non-Profit,no-data,"University System of Georgia
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
46,Damanhour University,world rank  6517,"Galal Koratim Square
Damanhur
Beheira
Egypt",+20 (45) 335 8367,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Supreme Council of Universities (SCU),"Damanhour University
|
Faculty of Science Faculty of Pharmacy Faculty of Education Faculty of Arts Faculty of Commerce Faculty of Agriculture Faculty of Medicine Faculty of Nursing Faculty of Dentistry","['library', 'housing', 'sports facilities', 'distant learning']"
47,Damascus University,world rank  4304,"PO Box 30621
Damascus
Damascus
Syria",+963 (11) 3392 3223,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Damascus University
|
Faculty of Agriculture Faculty of Architecture Faculty of Civil Engineering Faculty of Dentistry Faculty of Economics Faculty of Education Faculty of Fine Arts Faculty of Informatics Faculty of Law Faculty of Literature and Humanitarian Sciences Faculty of Mechanical and Electrical Engineering Faculty of Medicine Faculty of Pharmacy Faculty of Political Sciences Faculty of Sciences Faculty of Sharia",['library']
48,Damghan University,world rank  5869,"Cheshmeh Ali Road
Damghan
367164-1167 Semnan
Iran",+98 (232) 524 4666,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"International Association of Universities (IAU)
Federation of the Universities of the Islamic World (FUIW)","Damghan University
|
Schools of Mathematics and Computer Science Schools of Earth Science Schools of Chemistry Schools of Physics Schools of Biology School of Engineering School of Art","['library', 'housing', 'sports facilities', 'financial aid']"
49,Damietta University,world rank  6239,"New Damietta
Damietta
34511 Damietta
Egypt",+20 (57) 241 2376,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Supreme Council of Universities (SCU),"Damietta University
|
Faculty of Science Faculty of Education Faculty of Commerce Faculty of Arts Faculty of Agriculture Faculty of Specific Education Faculty of Physical Education Faculty of Applied Arts Faculty of Archaeology Faculty of Law Faculty of Engineering Faculty of Nursing","['library', 'housing']"
50,Damodaram Sanjivayya National Law University,world rank  9954,"Plot No. 116, Sector XI,, M.V.P. Colony
Visakhapatnam
530 017 Andhra Pradesh
India",+91 (891) 252 9952,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Bar Council of India (BCI),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Dangara State University,world rank  12485,"Markazi str. 25
Dangara
735320 Khatlon
Tajikistan",+992 (83312) 2-28-06,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Danish Institute of Higher Education,world rank  13345,"Charikar
Parwan
Afghanistan",+93 (79) 922 9788,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
53,Dankook University,world rank  2575,"152, Jukjeon-ro, Suji-gu
Yongin
16890 Gyeonggi
South Korea",+82 1899-3700,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
54,Danmarks Medie- og journalisthøjskole,world rank  5080,"Emdrupvej 72
Copenhagen
2400 Capital Region of Denmark
Denmark",+45 8944 0440,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
55,Danmarks Tekniske Universitet,world rank  349,"Anker Engelundsvej 1
Kongens Lyngby
2800 Capital Region of Denmark
Denmark",+45 4525 2525,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"European University Association (EUA)
Conference of European Schools for Advanced Engineering Education and Research (CESAER)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
56,Danube Private University,world rank  9155,"Steiner Landstrasse 124
Krems an der Donau
3500 Lower Austria
Austria",+43 676 842 419 305 bzw. 330,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Daqing Normal University,world rank  5440,"Xibinxilu, Ranghulu District
Daqing
163712 Heilongjiang
China",+86 (459) 551 0039,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Dar Al Uloom University,world rank  8970,"PO Box 3535
Riyadh
13314 Riyadh
Saudi Arabia",+966 (1) 494 9000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Dar Al Uloom University
|
College of Medicine College of Business Administration College of Law College of Dentistry College of Architectural Engineering and Digital Design",['library']
59,Dar Al-Hekma University,world rank  7957,"Al-Fayha'a
Jeddah
22246 Makkah
Saudi Arabia",+966 (2) 630 3333,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Dar al-Kalima University College of Arts and Culture,world rank  9924,"Murair Mountain
Bethlehem
West Bank
Palestinian Territory",+970 (2) 275 7028,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
61,Dar Al-Salam International University for Science and Technology,world rank  13009,"Sana'a
Sanaa
Yemen",+967 (1) 314 406,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
62,Darkhan Institute,world rank  12942,"Darkhan
Darkhan-Uul
Mongolia",+976 703 75652,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
63,Dartmouth College,world rank  86,"207 Parkhurst Hall
Hanover
03755-3529 New Hampshire
United States",+1 (603) 646 1110,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Engineering Accreditation Commission (EAC) of ABET
Liaison Committee on Medical Education (LCME)","Consortium on Financing Higher Education (COFHE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
64,Data Link Institute,world rank  12248,"PO Box 2481, Tema Community 10 New Road
Tema
Greater Accra
Ghana",+233 (303) 307 080,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Chartered Certified Accountants (ACCA)
Kwame Nkrumah University of Science and Technology (KNUST)","Data Link Institute
|
School of Computer Sciences School of Business Administration School of Graduates Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
65,Datta Meghe Institute of Medical Sciences,world rank  9789,"Atrey Layout, Pratap Nagar
Nagpur
440 022 Maharashtra
India",+91 (712) 325 552,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Datta Meghe Institute of Medical Sciences
|
Faculty of Medicine Faculty of Dentistry Faculty of Ayurved Faculty of Nursing Faculty of Paramedical Sciences Faculty of Interdisciplinary Sciences",['library']
66,Daugavpils Universitate,world rank  4858,"Vienibas 13
Daugavpils
5400 Latgale
Latvia",+371 (54) 22180,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,For-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
67,DAV University,world rank  8831,"National Highway, Jalandhar - Pathankot Road
Jalandhar
144 001 Punjab
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
68,Davangere University,world rank  10348,"Shivagangothri
Davangere
577 002 Karnataka
India",+91 (8192) 208 008,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
69,Davao Doctors College,world rank  11047,"General Malvar Street
Davao City
8000 Davao Region
Philippines",+63 (82) 221 1074,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,"Philippine Association of Institutions for Research (PAIR)
Private Schools Athletic Association (PRISAA)
Philippine Council for Health Research and Development (PCHRD)
Commission on Higher Education (CHED)
Mindanao Technical Vocational Education and Training (MinTVET)","Davao Doctors College
|
College of Nursing College of Allied Health Sciences College of Arts, Sciences, Business and Education","['library', 'housing', 'sports facilities', 'financial aid']"
70,Davenport University,world rank  2662,"6191 Kraft Avenue SE
Grand Rapids
49512-9396 Michigan
United States",+1 (616) 698 7111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Commission on Accreditation of Allied Health Education Programs (CAAHEP),"International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
