,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
18,Pädagogische Hochschule Karlsruhe,world rank  3859,"Bismarckstrasse 10
Karlsruhe
76133 Baden-Wurttemberg
Germany",+49 (721) 9253,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
19,Pädagogische Hochschule Kärnten,world rank  7066,"Hubertusstrasse 1
Klagenfurt
9020 Carinthia
Austria",+43 (463) 508508,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
20,Pädagogische Hochschule Ludwigsburg,world rank  3185,"Reuteallee 46
Ludwigsburg
71634 Baden-Wurttemberg
Germany",+49 (7141) 1400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
21,Pädagogische Hochschule Niederösterreich,world rank  5702,"Mühlgasse 67
Baden
2500 Lower Austria
Austria",+43 (2252) 88570,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid', 'distant learning']"
22,Pädagogische Hochschule Oberösterreich,world rank  6939,"Kaplanhofstrasse 40
Linz
4020 Upper Austria
Austria",+43 (732) 7470 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
23,Pädagogische Hochschule Salzburg,world rank  6916,"Akademiestrasse 23
Salzburg
5020 Salzburg
Austria",+43 (662) 6388-0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
24,Pädagogische Hochschule Schwäbisch Gmünd,world rank  4758,"Oberbettringer Strasse 200
Schwäbisch Gmünd
73525 Baden-Wurttemberg
Germany",+49 (7171) 9830,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
25,Pädagogische Hochschule Steiermark,world rank  5595,"Hasnerplatz 12
Graz
8010 Styria
Austria",+43 (316) 8067 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
26,Pädagogische Hochschule Tirol,world rank  7439,"Pastorstrasse 7
Innsbruck
6010 Tyrol
Austria",+43 (512) 59923 53,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
27,Pädagogische Hochschule Vorarlberg,world rank  8738,"Liechtensteiner Strasse 33-37
Feldkirch
6800 Vorarlberg
Austria",+43 (5522) 31199 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Internationale Bodensee Hochschule (IBH),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Pädagogische Hochschule Weingarten,world rank  4330,"Kirchplatz 2
Weingarten
88250 Baden-Wurttemberg
Germany",+49 (751) 501 8922,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Internationale Bodensee-Hochschule (IBH),"Pädagogische Hochschule Weingarten
|
Faculty I Faculty II","['library', 'housing', 'sports facilities', 'financial aid']"
29,Pädagogische Hochschule Wien,world rank  5284,"Grenzackerstrasse 18
Vienna
1100 Vienna
Austria",+43 (1) 60118 2003,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
30,Padmashree Dr. D.Y. Patil Vidyapith,world rank  5906,"Vidyanagar, Sector 7, Nerul
Navi Mumbai
400 706 Maharashtra
India",+91 (22) 2771 4616,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)
Medical Council of India (MCI)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
31,Paglory University,world rank  13344,"Plot No. 8039, Clinic Road
Kabwe
Central Province
Zambia",+260 966 432 643,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
32,Pai Chai University,world rank  5815,"439-6 Doma2-dong, Seo-gu
Daejeon
302-735 Daejeon
South Korea",+82 (42) 520 1114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
33,Paine College,world rank  4096,"1235 15Th Street
Augusta
30901-3182 Georgia
United States",+1 (706) 821 8200,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
34,Pakistan Institute of Development Economics,world rank  5816,"PO Box 1091, Quaid-i-Azam University Campus
Islamabad
44000 Islamabad CT
Pakistan",+92 (51) 9201140,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Pakistan Institute of Development Economics
|
Faculty of Economics Faculty of Development Studies","['library', 'housing', 'sports facilities', 'financial aid']"
35,Pakistan Institute of Engineering and Applied Sciences,world rank  4915,"PO Nilore
Islamabad
Islamabad CT
Pakistan",+92 (51) 220 7380,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
36,Pakistan Institute of Fashion and Design,world rank  10902,"51-J3, Johar Town
Lahore
Punjab
Pakistan",+92 (42) 3531 5401-09,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Pakokku University,world rank  Un,"Pakokku
Magway
Myanmar",+95,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
38,Paktia University,world rank  12759,"Tera New City, Biland Manzal
Gardez
Paktia
Afghanistan",+93 (20) 220 0239,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Paktia University
|
Faculty of Education Faculty of Engineering Faculty of Literature Faculty of Agriculture Faculty of Political Science Faculty of Economics Faculty of Medicine","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
39,Palamuru University,world rank  9763,"Near Bandamedi Palli, Raichur Road
Mahabubnagar
509 001 Telangana
India",+91 (8542) 275 006,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Palawan State University,world rank  11617,"Tiniguiban Heights
Puerto Princesa City
5300 Mimaropa
Philippines",+63 (48) 433 2379,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Palawan State University
|
College of Arts and Humanities College of Business and Accountancy College of Engineering Architecture and Technology College of Hospitality Management and Tourism College of Nursing and Health Sciences College of Sciences College of Teacher Education College of Community Resources Development","['library', 'sports facilities', 'financial aid', 'distant learning']"
41,Palestine Ahliya University,world rank  10961,"Al Daher Mountain, PO Box 1041
Bethlehem
West Bank
Palestinian Territory",+970,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"Association of Arab Universities
Federation of the Universities of the Islamic World
UNESCO","Palestine Ahliya University
|
Faculty of Arts Faculty of Law Faculty of Allied Medical Sciences Faculty of Administrative and Financial Sciences Faculty of Information Technology Faculty of Applied Professions","['library', 'sports facilities', 'financial aid', 'career services']"
42,Palestine College of Nursing,world rank  12852,"PO Box 7049
Khan Yunis
Gaza Strip
Palestinian Territory",+970 (8) 203 8115,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
43,Palestine Polytechnic University,world rank  5589,"Wadi Hariya Campus
Hebron
West Bank
Palestinian Territory",+970 (2) 223 3050,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Arab Universities (AArU)
League of Islamic Universities (LIU)","Palestine Polytechnic University
|
Graduate Studies and Scientific Research Deanship Faculty of Engineering and Technology Faculty of Administrative Science and Informatics Faculty of Applied Science Faculty of Applied Professions","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
44,Palestine Technical College,world rank  10533,"Alzawayda Street
Deir El-Balah
Gaza Strip
Palestinian Territory",+970 (8) 253 1171,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Palestine Technical College Arroub,world rank  Un,"PO Box 14
Al Arroub
West Bank
Palestinian Territory",+970 (2) 252 2346,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
46,Palestine Technical University Kadoorie,world rank  8785,"Jaffa Street 7
Tulkarem
00970 West Bank
Palestinian Territory",+970 (9) 267 1026,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Arab Universities (AArU)
International Association of Universities (IAU)
Association of Arab and European Universities (AEUA)","Palestine Technical University Kadoorie
|
College of Engineering and Technology College of Sciences and Arts College of Economics and Businesses Palestine Technical College College of Agricultural Sciences and Technology","['library', 'housing', 'sports facilities', 'financial aid']"
47,Palm Beach Atlantic University,world rank  3012,"901 S. Flagler Drive
West Palm Beach
33401 Florida
United States",+1 (561) 803 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Pharmacy Education (ACPE)
Commission on Accreditation of Athletic Training Education (CAATE)
National Association of Schools of Music (NASM)
International Accreditation Council for Business Education (IACBE)
Florida Board of Nursing","Palm Beach Atlantic University Inc.
Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
48,Palm Beach State College,world rank  1921,"4200 Congress Avenue
Lake Worth
33461-4796 Florida
United States",+1 (561) 967 7222,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,"National Athletic Association (NAA)
National Junior College Athletic Association (NJCAA)",['Not reported']
49,Palo Alto University,world rank  3963,"1791 Arastradero Road
Palo Alto
94304-1337 California
United States",+1 (650) 402 2051,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Private,Non-Profit,American Psychological Association (APA),Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
50,Palucca Hochschule für Tanz Dresden,world rank  6736,"Basteiplatz 4
Dresden
01277 Saxony
Germany",+49 (351) 25906 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
51,Pamantasan ng Lungsod ng Maynila,world rank  8545,"General Luna Street, Intramuros
Manila
1000 National Capital Region
Philippines",+63 (2) 527 7941,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Association of Local Colleges and Universities (ALCU)
International Association of Universities (IAU)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning']"
52,Pamir Institute of Higher Education,world rank  12863,"Khost
2504 Khost
Afghanistan",+93 (79) 945 4590,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Pamir Institute of Higher Education
|
Faculty of Economics Faculty of Computer Sciences Faculty of Law and Political Sciences Dept. of English Language","['library', 'sports facilities']"
53,PAMO University of Medical Sciences,world rank  11386,"1, Tap Road, Elelenwo, Off Aba Expressway
Port-Harcourt
Rivers
Nigeria",+234 (0)9060003435,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"PAMO University of Medical Sciences
|
Faculty of Clinical Sciences Faculty of Basic Medical Sciences",['library']
54,Pamukkale Üniversitesi,world rank  1882,"Pamukkale Üniversitesi Rektörlügü, Kinikli Kampüsü
Denizli
20020 Denizli
Turkey",+90 (258) 296 20 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
55,Pan Africa Christian University,world rank  9868,"Roysambu
Nairobi
00200 Nairobi
Kenya",+254 0721 932 050,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Kenyan Association of Private Universities (KAPU)
Inter-University Council for East Africa (IUCEA)
Kenya Education Network (KENET)
Association for Christian Theological Education in Africa (ACTEA)
Kenya Library Association (KLA)
Christ Is the Answer Ministries (CITAM)","Pan Africa Christian University
|
School of Leadership, Business and Technology School of Humanities and Social Sciences School of Theology and Education Graduate School Corporate Business Leadership Center Counselling and Mediation Center","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
56,Pan-Atlantic University,world rank  6968,"PO Box 73688
Lagos
Lagos
Nigeria",+234,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Pan-Atlantic University
|
Business School Centre for Media and Communications Faculty of Enterprise Development Services School of Economics",['library']
57,Pandit Deendayal Petroleum University,world rank  6044,"Raisan Village
Gandhinagar
382 009 Gujarat
India",+91 (79) 2327 5020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Pandit Deendayal Upadhyaya Shekhawati University,world rank  8890,"Sikar Jhunjhunu State Highway, Katrathal
Sikar
332 024 Rajasthan
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Pandit Ravishankar Shukla University,world rank  8059,"Pt. Ravishankar Shukla University
Raipur
492 010 Chhattisgarh
India",+91 (771) 226 2857,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Pandit Ravishankar Shukla University
|
School of Studies in Adult, Continuing Education and Extension School of Studies in Ancient Indian History, Culture and Archaeology School of Studies in Anthropology School of Studies in Bio-Technology Center for Regional Studies and Research Center for Woman Studies School of Studies in Chemistry School of Studies in Comparative Religion and Philosophy School of Studies in Computer Science School of Studies in Economics School of Studies in Electronics Institute of Teachers Education School of Studies in Geography School of Studies in Geology and Water Resource Management School of Studies in History Institute of Management Institute of Pharmacy Institute of Tourism and Hotel Management School of Studies in Law School of Studies in Library and Information Science School of Studies in Life Sciences School of Studies in Literature and Languages School of Studies in Mathematics School of Studies in Physical Education School of Studies in Physics School of Studies in Psychology School of Studies in Sociology School of Studies in Statistics University Institute of Technology","['library', 'distant learning']"
60,Paneurópska vysoká škola,world rank  7157,"Tomášikova 20
Bratislava
820 09 Bratislava
Slovakia",+421 (2) 4820 8803,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,no-data,"Paneurópska vysoká škola
|
Faculty of Economics and Entrepreneurship Faculty of Informatics Faculty of Law Faculty of Media Faculty of Psychology","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
61,Panevežio kolegija,world rank  8172,"Laisves a. 23,
Panevežys
35200 Panevezys
Lithuania",+370 (45) 460322,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European Association of Institutions in Higher Education (EURASHE),"Panevežio kolegija
|
Faculty of Business and Technology Faculty of Medicine and Social Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
62,Panevropski univerzitet Apeiron,world rank  9289,"Pere Krece 13
Banja Luka
78000 Republika Srpska
Bosnia and Herzegovina",+387 (51) 247 920,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
63,Pangasinan State University,world rank  10345,"Alvear Street
Lingayen
5305 Ilocos Region
Philippines",+63 (48) 433 2456,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'distant learning']"
64,Panglong University,world rank  Un,"Panglong
Shan
Myanmar",+95,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
65,Panha Chiet University,world rank  12854,"Building #13-20-24, Street 253, Sangkat Toek Laok 3, Khan Toul Kok
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 458 8808,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
66,Panjab University,world rank  3684,"Sector 14
Chandigarh
160 014 Chandigarh
India",+91 (172) 541 945,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Association of Commonwealth Universities (ACU),"Panjab University
|
Faculty of Arts Faculty of Business Management and Commerce Faculty of Dairying, Animal Husbandry and Agriculture Faculty of Design and Fine Arts Faculty of Education Faculty of Engineering and Technology Faculty of Languages Faculty of Law Faculty of Medical Sciences Faculty of Pharmaceutical Sciences Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
67,Paññasastra University of Cambodia,world rank  8098,"92-94, Sothearos Boulevard, Sangkat Chattumuk, Khan Daun Pen
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 218 909,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,ASEAN University Network (AUN),"Paññasastra University of Cambodia
|
Faculty of Business and Economics Faculty of Education Faculty of Social Sciences and International Relations Faculty of Mathematics, Sciences and Engineering Faculty of Law and Public Affairs Faculty of Arts, Letters and Humanities Faculty of Communications and Media Arts Graduate School of Management and Economics",['library']
68,Pannon Egyetem,world rank  4767,"Egyetem u. 10
Veszprém
8200 Veszprem
Hungary",+36 (88) 624-000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Pannon Egyetem
|
Faculty of Engineering Faculty of Modern Philology and Social Sciences Georgikon Faculty Faculty of Information Technology Faculty of Economics","['library', 'housing', 'sports facilities']"
