,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
18,Qingdao University,world rank  2582,"308 Ningxia Road, Shinan
Qingdao
266071 Shandong
China",+86 (532) 589 6195,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
19,Qingdao University of Science and Technology,world rank  2565,"53 Zhengzhou Road
Qingdao
266042 Shandong
China",+86 (532) 488 4902,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
20,Qingdao University of Technology,world rank  7604,"11 Fushun Road, Sifang District
Qingdao
266033 Shandong
China",+86 (532) 8507 1068,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
21,Qingdao University of Technology,world rank  11954,"236 Fuzhou S Road, Jiaozhou City
Qingdao
266300 Shandong
China",+86 (532) 8228 5555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
22,Qinghai Normal University,world rank  4440,"Xuefu Alley, Chengxi District
Xining
810008 Qinghai
China",+86 (971) 610 7640,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
23,Qinghai University,world rank  7527,"97 Ningzhang Road
Xining
810016 Qinghai
China",+86 (971) 531 0410,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
24,Qinghai University for Nationalities,world rank  5069,"Xining
Qinghai
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
25,Qiongtai Normal University,world rank  9882,"Haikou
Hainan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
26,Qiqihar Institute of Engineering,world rank  12549,"168 Hecheng Road
Qiqihar
Heilongjiang
China",+86 (452) 618 6020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,Qiqihar Medical University,world rank  8677,"249 Heping Road, Fularji District
Qiqihar
161042 Heilongjiang
China",+86 (452) 673 1304,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
28,Qiqihar University,world rank  5360,"42 Culture Street
Qiqihar
161006 Heilongjiang
China",+86 (452) 273 8390,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
29,Qom University of Medical Sciences,world rank  5962,"Qom
Qom
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
30,Qom University of Technology,world rank  9386,"Martyred Brigadier Khodakaram Blvd, Old Qom-Tehran Road
Qom
3718146645 Qom
Iran",+98 (25) 3664 1601,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Qom University of Technology
|
Faculty of Electrical and Computer Engineering Faculty of Technical Engineering Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
31,Qo'qon Davlat Pedagogika Instituti,world rank  9864,"23, Istambul
Kokand
713000 Fergana
Uzbekistan",+998 (73 55) 2 38 38,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Qo'qon Davlat Pedagogika Instituti
|
Faculty of Physics and Mathematics Faculty of Uzbek Language and Literature Faculty of Health Sciences Faculty of History Faculty of Education Faculty of Physical Culture Faculty of Education Faculty of Foreign Languages",['library']
32,Qoraqalpoq Davlat Universiteti,world rank  8983,"1, Ch. Abdirov Street
Nukus
230112 Karakalpakstan
Uzbekistan",+998 (61) 223 6047,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Qoraqalpoq Davlat Universiteti
|
Faculty of Philology Faculty of Karakalpak Philology Faculty of Social Economy Faculty of Law and History Faculty of Pedagogics Faculty of Nature and Geography Faculty of Technics Faculty of Physics and Mathematics","['library', 'housing', 'sports facilities', 'financial aid']"
33,Quadriga Hochschule Berlin,world rank  6478,"Friedrichstrasse 209
Berlin
10969 Berlin
Germany",+49 (30) 44 72 95 60,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
34,"Quaid-e-Awam University of Engineering, Science and Technology",world rank  9502,"Sakrand Road
Nawabshah
67480 Sindh
Pakistan",+92 (244) 937 0373,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Pakistan Engineering Council (PEC)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
35,Quaid-i-Azam University,world rank  4055,"PO Box 1090
Islamabad
45320 Islamabad CT
Pakistan",+92 (51) 921 9877,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Quaid-i-Azam University
|
Faculty of Natural Sciences Faculty of Social Sciences Faculty of Biological Sciences Faculty of Medical Sciences","['library', 'sports facilities']"
36,Quality Leadership University,world rank  9587,"Calle 45, Bella Vista, entre Avenida Justo Arosemena y Vía España
Panama City
Panama
Panama",+507 264 0777,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Quantum University,world rank  9164,"Dehradun Highway, Mandawar
Roorkee
247 167 Uttarakhand
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Quantum University
|
Faculty of Technology Faculty of Business and Management Faculty of Graduate Studies Faculty of Agriculture Faculty of Health Sciences",['library']
38,Quanzhou Institute of Information Engineering,world rank  9398,"Bo Road
Quanzhou
362000 Fujian
China",+86 (595) 2276 7537,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Quanzhou Normal University,world rank  5327,"Donghai Street, Fengze
Quanzhou
362000 Fujian
China",+86 (595) 2291 9525,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Quanzhou Normal University
|
School of Humanities School of Science School of Resources and Environmental Sciences School of Foreign Languages School of Business and Information Technology School of Arts School of Educational Science School of Advanced Professional Education School of Further Education",['library']
40,Quchan University of Advanced Technology,world rank  9981,"Mashhad Road
Quchan
Razavi Khorasan
Iran",+98 51 4734 4001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
41,Quds Higher Education Institute,world rank  Un,"Pul-e Khomri
Baghlan
Afghanistan",+93 (77) 730 0091,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
42,Queen Arwa University,world rank  8037,"PO Box 11586
Sana'a
Sanaa
Yemen",+967 (1) 445 992,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"The United Nations Academic Impact
Federation of the Universities of the Islamic World (FUIW)
Association of Arab Universities
Union of Yemeni National Universities","Queen Arwa University
|
College of Arts and Humanities College of Economics and Administration Sciences College of Engineering and Computer Sciences College of Law College of Medical Science Graduate Studies College","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
43,Queen Margaret University,world rank  2567,"Queen Margaret University Drive
Edinburgh
EH21 6UU Scotland
United Kingdom",+44 (131) 474 0000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Universities UK,"Queen Margaret University
|
School of Business, Enterprise and Management School of Drama and Creative Industries School of Health Sciences School of Social Sciences, Media and Communication","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
44,Queen Mary University of London,world rank  279,"327 Mile End Road
London
E1 4NS London
United Kingdom",+44 (20) 7882 5555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Universities UK","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning']"
45,"Queens College, City University of New York",world rank  3417,"65-30 Kissena Boulevard, Flushing
New York City
11367-0904 New York
United States",+1 (718) 997 5000,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"American Chemical Society (ACS)
American Library Association (ALA), Committee on Accreditation
American Speech-Language-Hearing Association (ASHA), Council on Academic Accreditation in Audiology and Speech-Language Pathology","City University of New York (CUNY)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
46,Queens University,world rank  12260,"House 43/E, Road 17/A, Banani
Dhaka
1203 Dhaka
Bangladesh",+880 (1911) 061678,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,IAU,"Queens University
|
School of Science School of Laws School of Arts School of Business",['Not reported']
47,Queen's University,world rank  119,"206 Richardson Hall
Kingston
K7L 3N6 Ontario
Canada",+1 (613) 533 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
U15 Group of Canadian Research Universities (U15)
Council of Ontario Universities (COU)
Association of Theological Schools in the United States and Canada (ATS)
Canadian University Society for Intercollegiate Debate (CUSID)
Canadian Bureau for International Education (CBIE)","Queen's University
|
Faculty of Arts and Science Faculty of Applied Science Faculty of Health Sciences Faculty of Engineering Faculty of Law Faculty of Education Queen's School of Business Queen's School of Graduate Studies and Research Queen's Theological College","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
48,Queen's University Belfast,world rank  368,"University Road
Belfast
BT7 1NN Northern Ireland
United Kingdom",+44 (28) 9024 5133,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
Utrecht Network
Conference of European Schools for Advanced Engineering Education and Research (CESAER)
Russell Group
Universities UK","Queen's University Belfast
|
School of Biological Sciences School of Chemistry and Chemical Engineering School of Education School of Electronics, Electrical Engineering and Computer Science School of English School of Geography, Archaeology and Paleoecology School of History and Anthropology School of Languages, Literatures and Performing Arts School of Law School of Queen's University Management School School of Mathematics and Physics School of Mechanical and Aerospace Engineering School of Medicine, Dentistry and Biomedical Sciences School of Music and Sonic Arts School of Nursing and Midwifery School of Pharmacy School of Planning, Architecture and Civil Engineering School of Politics, International Studies and Philosophy School of Psychology School of Sociology, Social Policy and Social Work","['library', 'sports facilities']"
49,Queens University of Charlotte,world rank  2333,"1900 Selwyn Avenue
Charlotte
28274-0001 North Carolina
United States",+1 (704) 337 2200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"National Association of Schools of Music
National Association of Music Therapy
Council for the Accreditation of Educator Preparation (CAEP)
North Carolina Department of Public Instruction
North Carolina State Board of Nursing","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
50,Queensland University of Technology,world rank  657,"2 George Street; GPO Box 2434
Brisbane
4000 Queensland
Australia",+61 (0)7 3138 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Universities Australia
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)","Queensland University of Technology
|
Business School Faculty of Science and Engineering Creative Industries Faculty Faculty of Education Faculty of Health Faculty of Law International College","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
51,Quest International University Perak,world rank  8680,"227, Plaza Teh Seng(2nd.Floor), Jalan Raja Permaisuri Bainun
Ipoh
30250 Perak
Malaysia",+60 (5) 241 1124,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Quest University Canada,world rank  5452,"3200 University Boulevard
Squamish
V8B 0N8 British Columbia
Canada",+1 (604) 898 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,"Canadian Bureau for International Education (CBIE)
Canadian University Press (CUP)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
53,Qufu Normal University,world rank  4331,"57 Sanctuary Road
Qufu
273165 Shandong
China",+86 (537) 441 2551,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,Quincy University,world rank  3084,"1800 College Avenue
Quincy
62301-2699 Illinois
United States",+1 (217) 222 8020,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Accreditation of Allied Health Education Programs (CAAHEP)
American Association of Bible Colleges","Council of Independent Colleges (CIC)
Association of Franciscan Colleges and Universities (AFCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
55,Quinnipiac University,world rank  534,"275 Mount Carmel Avenue
Hamden
06518 Connecticut
United States",+1 (203) 582 8200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Accreditation Board for Engineering and Technology (ABET)
American Physical Therapy Association (APTA)
American Occupational Therapy Association (AOTA)
Council for the Accreditation of Educator Preparation (CAEP)
Commission on Collegiate Nursing Education (CCNE)
American Bar Association
Liaison Committee on Medical Education (LCME)","Metro Atlantic Athletic Conference (MAAC)
Eastern College Athletic Conference (ECAC)
Big East Conference
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
56,Quirino State University,world rank  12722,"A. Bonifacio
Diffun
3401 Cagayan Valley
Philippines",+63 (78) 694 7056,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Philippine Association of State Universities and Colleges, Inc. (PASUC)
Accrediting Agency of Chartered Colleges and Universities in the Philippines, Inc (AACCUP)
Agricultural Colleges Association of the Philippines (ACAP)
Philippine Council for Agriculture, Aquatic, and Natural Resources Research and Development (PCARRD)","Quirino State University
|
Institute of Agriculture Institute of Education Institute of Information Technology Institute of Public Safety Institute of Health Sciences Institute of Home Science and Industry Institute of Graduate Studies","['library', 'housing', 'sports facilities']"
57,Qujing Normal University,world rank  9693,"Qujing
Yunnan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Qurtaba University,world rank  8068,"Circular Road
Dera Ismail Khan
Khyber Pakhtunkhwa
Pakistan",+92 (91) 582 5707,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
59,Quy Nhon University,world rank  9256,"No. 170 An Duong Vuong Road
Quy Nhon
South Central Coast
Vietnam",+84 (56) 846 156,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
60,Quzhou University,world rank  11655,"78 Jiuhua N Ave, Kecheng
Quzhou
324000 Zhejiang
China",+86 (570) 801 5117,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
