,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
24,Jaamacadda Puntland State University,world rank  9399,"Abdirizak Haji Husein Raod, Near Garowe General Hospital
Garoowe
Nugal
Somalia",+252 90 794 076,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Somali Research and Education Network (SomalirEN)
Association of African Universities (AAU)
UbuntuNet Alliance","Jaamacadda Puntland State University
|
Faculty of Sharia and Law Faculty of Business Faculty Computer Science and Information Technology Faculty of Social Science Faculty of Health Sciences Faculty of Engineering Faculty of Agriculture and Environment Science","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
25,Jaamacadda Salaam,world rank  10426,"Wadnaha street, Hodon District
Mogadishu
Banaadir
Somalia",+252 (61) 552 6519,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Federation of the Universities of the Islamic World (FUWI)
Association of Arab Universities (AARU)
League of Islamic Universities
Association of African Universities (AAU)
Association of International Universities (AIU)","Jaamacadda Salaam
|
Faculty of Medicine and Surgery Faculty of Engineering and Computer Science Faculty of Health Sciences Faculty of Economics and Management Sciences Faculty of Sharea and Law Faculty of Educational Administration and Planning Faculty of agriculture and Veterinary","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
26,Jaamacadda Sayniska iyo Teknolojiyada Sanaag,world rank  Un,"Ceerigaabo Sanaag
Ceerigaabo
Sanaag
Somalia",+252 (2) 420 0351,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
27,Jaamacadda SIMAD,world rank  9132,"Wadada Warshadaha, Hamar Jadiid
Mogadishu
Banaadir
Somalia",+252 699 924 646,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Somali Research and Education Network (SomaliREN)
UbuntuNet Alliance
Association of African Universities (AAU)
Arab States Research and Education Network (ASREN)","Jaamacadda SIMAD
|
Faculty of Business and Accountancy Faculty of Computer Science and Technology Faculty of Law Faculty of Education Faculty of Medicine","['library', 'sports facilities', 'financial aid']"
28,Jaamacadda Soomaaliya,world rank  9578,"Digfeer-Banaadir Hospital Road, Zone K, KM4, Hodan District
Mogadishu
98028 Banaadir
Somalia",+252 617 003 700,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"Jaamacadda Soomaaliya
|
Faculty of Health Science Faculty of Business Administration Faculty of Humanities, Faculty of Engineering and Computing Science Faculty of Sharia and Law Faculty of Agriculture Faculty of Veterinary and Animal Husbandry Faculty of Post Graduate Studies","['library', 'housing', 'sports facilities', 'distant learning']"
29,Jaamacadda Teknoolajiyadda Somaliland,world rank  12134,"Berbera Road, Geed Habeeya
Hargeisa
Woqooyi Galbeed
Somalia",+252 (2) 442 7284,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Jaamacadda Teknoolajiyadda Somaliland
|
Faculty of Environmental and Sustainable Development Studies Faculty of Agriculture and Rural Development Faculty of Business Administration Faculty of Economics and Social Sciences Faculty of Engineering Faculty of Information Technology and Computer Sciences Faculty of Allied Health Faculty of Marine Life Faculty of Foreign Languages","['library', 'sports facilities', 'financial aid', 'distant learning']"
30,Jaamacadda Zamzam ee Culuumta iyo Tiknolojiyadda,world rank  10748,"KM 11, Afgoye ST, Tabeelaha Shiekh Ibrahim
Mogadishu
Banadir
Somalia",+252 (61) 222 4054,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Association of Somali Universities (ASU),"Jaamacadda Zamzam ee Culuumta iyo Tiknolojiyadda
|
Faculty of Agricultural Science Faculty of Medicine and Surgery Faculty of Health Science Faculty of Engineering Technology Faculty of Computer Science and Information Technology Faculty of Management Science","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
31,Jabir Ibn Hayyan Medical University,world rank  12742,"Najaf
54001 Najaf
Iraq",+964,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Jabir Ibn Hayyan Medical University
|
Faculty of Medicine Faculty of Pharmacy","['library', 'housing', 'sports facilities', 'career services']"
32,Jackson State University,world rank  1821,"1400 J.R. Lynch Street
Jackson
39217 Mississippi
United States",+1 (601) 979 2121,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Accrediting Council on Education in Journalism and Mass Communications (ACEJMC)
American Chemical Society (ACS)
American Psychological Association (APA)","Mississippi Institutions of Higher Learning (MIHL)
American Association of State Colleges and Universities (AASCU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
33,Jacksonville State University,world rank  1839,"700 Pelham Road North
Jacksonville
36265 Alabama
United States",+1 (256) 782 5781,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
34,Jacksonville University,world rank  1910,"2800 University Boulevard N
Jacksonville
32211-3394 Florida
United States",+1 (904) 256 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
National Association of Schools of Dance (NASD), Commission on Accreditation
National Association of Schools of Music (NASM)
Association to Advance Collegiate Schools of Business (AACSB International)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
35,Jacobs University Bremen,world rank  5240,"Campus Ring 1
Bremen
28759 Bremen
Germany",+49 (421) 200 4200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,European Universities Consortium (EUC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
36,Jadara University,world rank  8591,"PO Box 733
Irbid
21110 Irbid
Jordan",+962 (2) 720 1222,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"International Association of Universities (IAU)
Federation of the Universities of the Islamic World (FUIW)
Association of Arab Universities (AArU)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
37,Jadavpur University,world rank  4103,"188, Raja S.C. Mallick Road
Kolkata
700 032 West Bengal
India",+91 (33) 2414 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Jadavpur University
|
Faculty of Arts Faculty of Engineering and Technology Faculty of Science","['library', 'housing', 'sports facilities', 'distant learning']"
38,Jade Hochschule,world rank  2760,"Friedrich-Paffrath-Str. 101
Wilhelmshaven
26389 Lower Saxony
Germany",+49 (4421) 985-0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
39,Jagadguru Ramanandacharya Rajasthan Sanskrit University,world rank  10602,"Villege-Madau, Post Bhankrota
Jaipur
302 026 Rajasthan
India",+91 (141) 514 8588,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
40,Jagadguru Rambhadracharya Handicapped University,world rank  10810,"Kamta Mohalla, Sitapur
Chitrakoot
210 204 Uttar Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
41,Jagan Nath University,world rank  10716,"State Highway 22, Bahadurgarh-Jhajjar Road
Jhajjar
124 507 Haryana
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
42,Jagannath University,world rank  8805,"9-10, Chittaranjan Avenue
Dhaka
1100 Dhaka
Bangladesh",+880 (2) 953 4255,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Jagannath University
|
Faculty of Arts Faculty of Business Studies Faculty of Science Faculty of Social Science Faculty of Law Faculty of Life and Earth Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
43,Jagannath University,world rank  9542,"National Highway 12, Chaksu Byepass, Tonk Road
Jaipur
303 901 Rajasthan
India",+91 (141) 302 0500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
44,Jagran Lakecity University,world rank  10040,"Village Mugaliachap, Tehsil Huzur
Bhopal
462 044 Madhya Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
45,Jahan E Noor Institute of Higher Education,world rank  13325,"Kabul
Kabul
Afghanistan",+93 (78) 060 8050,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
46,Jahan University,world rank  12712,"Karte Now, 3rd Street
Kabul
Kabul
Afghanistan",+93 (77) 191 9727,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
47,Jahangirnagar University,world rank  7161,"Savar
1342 Dhaka
Bangladesh",+880 (2) 779 1045-51,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Jahangirnagar University
|
Faculty of Arts and Humanities Faculty of Mathematical and Physical Sciences Faculty of Social Sciences Faculty of Biological Sciences Faculty of Business Studies Faculty of Law","['library', 'housing', 'sports facilities', 'financial aid']"
48,Jahon Iqtisodiyoti va Diplomatiya Universiteti,world rank  5876,"Buyuk Ipak Yuli, 54
Tashkent
700137 Tashkent
Uzbekistan",+998 (712) 67 67 69,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Jahon Iqtisodiyoti va Diplomatiya Universiteti
|
Faculty of International Economic Relations Faculty of International Law Faculty of International Relations",['library']
49,Jahrom university,world rank  10453,"Jahrom
66171-74137 Fars
Iran",+98 071-54341040,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Jahrom university
|
Faculty of Basic Sciences Faculty of Engineering and Technology Faculty of Agriculture Faculty of Literature and Humanities",['Not reported']
50,Jahrom University of Medical Sciences,world rank  8463,"Jahrom
Fars
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Jai Narain Vyas University,world rank  8690,"Residency Road
Jodhpur
342 011 Rajasthan
India",+91 (291) 243 2947,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)","Jai Narain Vyas University
|
Faculty of Arts Faculty of Commerce Faculty of Engineering Faculty of Law Faculty of Science",['library']
52,Jai Prakash Vishwavidyalaya,world rank  6789,"Rahul Sankrityayan Nagar, Near Parwati Ashram, Bara Telpa
Chapra
841 301 Bihar
India",+91 (6152) 232 607,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Jai Prakash Vishwavidyalaya
|
Faculty of Social Sciences Faculty of Science Faculty of Commerce Faculty of Humanities",['library']
53,Jain University,world rank  4886,"45th KM, National Highway 209, Kanakapura
Bangalore
560 004 Karnataka
India",+91 (80) 4343 2500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"National Assessment and Accreditation Council (NAAC)
All India Council for Technical Education (AICTE)
National Board of Accreditation (NBA)
Association of Commonwealth Universities (ACU)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
54,Jain Vishva Bharati Institute,world rank  9356,"Ladnun
341 306 Rajasthan
India",+91 (1581) 222 116,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"Association of Indian Universities (AIU)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
55,Jaipur National University,world rank  6950,"Jaipur-Agra Bypass, Near New RTO Office, Jagatpura
Jaipur
302 025 Rajasthan
India",+91 (141) 275 3377,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Jalal-Abad Oblast of Humanities and Education University,world rank  Un,"Mayakovsky Str.
Mailuu-Suu
Jalal-Abad
Kyrgyzstan",+996 (3744) 5 27 50,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
57,Jalalabad State University,world rank  12351,"57 Lenina Str.
Jalalabat
715600 Jalal-Abad
Kyrgyzstan",+996 (3722) 5 59 68,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Jalalabad State University
|
Faculty of Pedagogy and Information Technology Faculty of Philology Faculty of Natural and Technical Sciences Faculty of Economics and Law Faculty of Medicine Tash-Kumyr Engineering and Pedagogical Faculty ","['library', 'housing', 'sports facilities', 'distant learning']"
58,Jam Music Lab Private University,world rank  9799,"Gasometer B, Guglgasse 8
Viennac
1110 Vienna
Austria",+43 (1) 946 6846,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
