,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
63,Kanazawa Medical University,world rank  5365,"1-1 Daigaku
Kahoku
920-0293 Ishikawa
Japan",+81 (76) 286 2211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
64,Kanazawa Seiryo University,world rank  5904,"Kanazawa
920-8620 Ishikawa
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
65,Kanazawa University,world rank  1052,"Kakuma-machi
Kanazawa
920-1192 Ishikawa
Japan",+81 (76) 264 5111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Kanazawa University
|
College of Human and Social Sciences College of Science and Engineering College of Medical, Pharmaceutical and Health Sciences School of General Education Graduate School of Human and Socio-Environmental Studies Graduate School of Natural Science and Technology Graduate School of Medical Sciences Graduate School of Advanced Preventive Medical Sciences Graduate School of Frontier Science Initiative Law School Graduate School of Professional Development in Teacher Education","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
66,Kanchanaburi Rajabhat University,world rank  7041,"Kanchanaburi-Shaiyoke Road, Mueang
Kanchanaburi
71000 Kanchanaburi
Thailand",+66 (34) 633 227-30,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
67,Kanda University of International Studies,world rank  Un,"1-4-1 Wakaba
Chiba
261-0014 Chiba
Japan",+81 (43) 273 1320,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
68,Kandahar University,world rank  12350,"Kandahar
Kandahar
Afghanistan",+93 (77) 730 8325,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'distant learning', 'career services']"
69,Kangnam University,world rank  8018,"San 6-2 Gugal-ri, Giheung-eup
Yongin
449-702 Gyeonggi
South Korea",+82 (31) 280 3424,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
70,Kangwon National University,world rank  2870,"192-1, Hyoja 2 dong
Chuncheon
200-701 Gangwon
South Korea",+82 (33) 250 6114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
71,Kannada University,world rank  9512,"Hospet Tq
Vidyaranya
583 276 Karnataka
India",+91 (8394) 241 337,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
72,Kannur University,world rank  6497,"Thavakkara Campus, Civil Station PO
Kannur
670 562 Kerala
India",+91 (497) 278 2310,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of Indian Universities (AIU)
Medical Council of India (MCI)
Distance Education Bureau (DEB)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
73,Kano University of Science and Technology,world rank  10862,"Private Mailbox 3469
Wudil
Kano
Nigeria",+234 (64) 241175,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Kano University of Science and Technology
|
Faculty of Agriculture and Agricultural Technology Faculty of Computing and Mathematical Sciences Faculty of Earth and Environmental Sciences Faculty of Engineering Faculty of Science and Science Education",['library']
74,Kansai Gaidai University,world rank  4801,"16-1 Nakamiyahigashino-cho
Hirakata
573-1001 Osaka
Japan",+81 (72) 856 1721,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
75,Kansai Medical University,world rank  4246,"10-15 Fumizono-cho
Moriguchi
570-8506 Osaka
Japan",+81 (6) 992 1001,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
