,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
12,Wako University,world rank  5309,"2160 Kanai-cho
Machida
195-8585 Tokyo
Japan",+81 (44) 988 1431,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
13,Walailak University,world rank  3944,"222 Thaiburi, Thasala
Nakhon Si Thammarat
80160 Nakhon Si Thammarat
Thailand",+66 (75) 673 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
14,Waldorf University,world rank  4352,"106 S Sixth Street
Forest City
50436-1713 Iowa
United States",+1 (641) 585 2450,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,no-data,"Columbia Southern Education Group Inc.
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
15,Waljat Colleges of Applied Sciences,world rank  10099,"PO Box 197
Rusayl
124 Muscat
Oman",+968 2444 6660,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
16,Walla Walla University,world rank  2963,"204 S College Avenue
College Place
99324-1198 Washington
United States",+1 (509) 527 2615,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Engineering Accreditation Commission (EAC) of ABET
Accreditation Council for Business Schools and Programs (ACBSP)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)","National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
17,Walsh College,world rank  3744,"3838 Livernois
Troy
48083-5048 Michigan
United States",+1 (248) 689 8282,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,Accreditation Council for Business Schools and Programs,International Assembly for Collegiate Business Education (IACBE),['Not reported']
18,Walsh University,world rank  2305,"2020 East Maple Street
North Canton
44720-3396 Ohio
United States",+1 (330) 499 7090,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Physical Therapy Association (APTA), Commission on Accreditation in Physical Therapy Education
National League for Nursing Accrediting Commission (NLNAC)","International Federation of Catholic Universities (IFCU)
Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
19,Walter Sisulu University,world rank  5468,"Nelson Mandela Drive
Mthatha
5117 Eastern Cape
South Africa",+27 (47) 502 2111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,Universities South Africa (USA),"Walter Sisulu University
|
Faculty of Sciences, Engineering and Technology Faculty of Health Sciences Faculty of Business Management Sciences and Law Faculty of Humanities and Social Sciences Faculty of Education","['library', 'sports facilities']"
20,Wannan Medical College,world rank  5447,"24 Yinhu South Road, Jinghu
Wuhu
241001 Anhui
China",+86 (553) 381 7078,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
21,Warner Pacific College,world rank  3899,"2219 SE 68Th Avenue
Portland
97215-4026 Oregon
United States",+1 (503) 517 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
22,Warner University,world rank  5066,"13895 Highway 27
Lake Wales
33859-8797 Florida
United States",+1 (863) 638 1426,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Christian College Athletic Association (NCCAA)",['Not reported']
23,Warren Wilson College,world rank  2555,"701 Warren Wilson Road
Swannanoa
28778-2099 North Carolina
United States",+1 (828) 771 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Social Work Education (CSWE)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
United States Collegiate Athletic Association (USCAA)
National Athletic Association (NAA)
National Small College Athletic Association (NSCAA)",['Not reported']
24,Warszawski Uniwersytet Medyczny,world rank  2651,"ul. Zwirki i Wigury 61
Warszawa
02-091 Masovian Voivodeship
Poland",+48 (22) 572 0101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
25,Wartburg College,world rank  2349,"100 Wartburg Boulevard
Waverly
50677-0903 Iowa
United States",+1 (800) 772 2085,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Association of Independent Colleges and Universities (NAICU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
26,Waseda University,world rank  294,"1-104 Totsuka-machi, Shinjuku-ku
Tokyo
169-8050 Tokyo
Japan",+81 (3) 3203 4141,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,"Association of Pacific Rim Universities (APRU)
Universitas 21 (U21)
Open Education Consortium (OEC)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
27,Washburn University,world rank  1879,"1700 SW College Avenue
Topeka
66621-0001 Kansas
United States",+1 (785) 670 1010,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
28,Washington & Jefferson College,world rank  2328,"60 S Lincoln Street
Washington
15301 Pennsylvania
United States",+1 (888) 926 3529,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
29,Washington Adventist University,world rank  5195,"7600 Flower Avenue
Takoma Park
20912 Maryland
United States",+1 (301) 891 4000,Men and Women (coed),predominantly Black-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Small College Athletic Association (NSCAA)",['Not reported']
30,Washington and Lee University,world rank  897,"204 West Washington Street
Lexington
24450-0303 Virginia
United States",+1 (540) 458 8400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar","Associated Colleges of the South (ACS)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
31,Washington College,world rank  1798,"300 Washington Avenue
Chestertown
21620-1438 Maryland
United States",+1 (410) 778 2800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Maryland State Department of Education (MSDE),"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
32,Washington State University,world rank  80,"French Administration Building
Pullman
99164-1013 Washington
United States",+1 (509) 335 3564,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Accreditation Council for Pharmacy Education (ACPE)","Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
33,Washington University in St. Louis,world rank  63,"One Brookings Drive
St. Louis
63130-4899 Missouri
United States",+1 (314) 935 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Bar Association (ABA), Council of the Section of Legal Education and Admissions to the Bar
Engineering Accreditation Commission (EAC) of ABET","Association of American Universities (AAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
34,Waterford Institute of Technology,world rank  2598,"Cork Road
Waterford
E91 KOEK County Waterford
Ireland",+353 (51) 302 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Waterford Institute of Technology
|
School of Business School of Engineering School of Lifelong Learning and Education School of Health Sciences School of Humanities School of Science and Computing","['library', 'sports facilities']"
35,Watkins College of Art,world rank  5936,"2298 Rosa L Parks Boulevard
Nashville
37228 Tennessee
United States",+1 (615) 383 4848,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
36,Wayamba University of Sri Lanka,world rank  7627,"Lional Jayathilaka Mawatha
Kuliyapitiya
60200 North Western Province
Sri Lanka",+94 (37) 228 1412,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Wayamba University of Sri Lanka
|
Faculty of Applied Sciences Faculty of Livestock, Fisheries and Nutrition Faculty of Business Studies and Finance Faculty of Agriculture and Plantation Management Faculty of Technology Faculty of Medicine",['library']
37,Wayland Baptist University,world rank  3612,"1900 W 7Th Street
Plainview
79072 Texas
United States",+1 (806) 291 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
National Association of Schools of Music (NASM)
Teacher Education Accreditation Council (TEAC)
National League for Nursing Accrediting Commission (NLNAC)","Council for Christian Colleges and Universities (CCCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
38,Wayne State College,world rank  3059,"1111 Main Street
Wayne
68787 Nebraska
United States",+1 (402) 375 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,Council for the Accreditation of Educator Preparation (CAEP),"Nebraska State College System (NSCS)
American Association of State Colleges and Universities (AASCU)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
39,Wayne State University,world rank  274,"656 West Kirby Street
Detroit
48202 Michigan
United States",+1 (313) 577 2424,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
Accreditation Council for Continuing Medical Education (ACCME)
Accreditation Council for Occupational Therapy Education (ACOTE)","American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
40,Waynesburg University,world rank  4028,"51 W College Street
Waynesburg
15370-1257 Pennsylvania
United States",+1 (724) 627 8191,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
41,Wayo Women's University,world rank  6364,"2-3-1 Konodai
Ichikawa
272-8533 Chiba
Japan",+81 (473) 711 111,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
42,Webb Institute,world rank  5766,"298 Crescent Beach Road
Glen Cove
11542-1398 New York
United States",+1 (516) 671 2213,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Engineering Accreditation Commission (EAC) of ABET,Association of Independent Technological Universities (AITU),['Not reported']
43,Webber International University,world rank  5883,"1201 N Scenic Highway
Babson Park
33827-0096 Florida
United States",+1 (863) 638 1431,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,International Accreditation Council for Business Education (IACBE),"International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
44,Weber State University,world rank  912,"3850 Dixon Parkway Drive
Ogden
84408-1137 Utah
United States",+1 (801) 626 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
American Chemical Society (ACS)
Commission on Accreditation of Allied Health Education Programs (CAAHEP)","Utah System of Higher Education (USHE)
American Association of State Colleges and Universities (AASCU)
Open Education Consortium (OEC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
45,Webster University,world rank  876,"470 E Lockwood Avenue
St. Louis
63119-3194 Missouri
United States",+1 (800) 981 9801,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)
National Association of Schools of Music (NASM)
National League for Nursing Accrediting Commission (NLNAC)
Accreditation Council for Business Schools and Programs (ACBSP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
46,Webster University Geneva,world rank  6649,"Route de Collex 15
Bellevue
1293 Geneva
Switzerland",+41 (22) 959 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"European Association for International Education (EAIE)
Association of International Educators (NAFSA)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid', 'distant learning']"
47,Webster University Ghana,world rank  11537,"Plot 445B Luanda Close, Off Lagos Avenue, East Legon
Accra
Greater Accra
Ghana",+233 (540) 120 849,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
48,Webster University Thailand,world rank  7928,"1 Empire Tower, 4th Floor (EM Space Zone), South Sathorn Road, Yannawa, Sathorn
Bangkok
10120 Bangkok
Thailand",+66 (2) 106 6599,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Webster University Thailand
|
College of Arts and Sciences George Herbert Walker School of Business and Technology School of Communications","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
49,Webster Vienna Private University,world rank  5524,"Praterstrasse 23
Vienna
1020 Vienna
Austria",+43 (1) 269 9293 0,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Webster University (US)
European Foundation for Management Development (EFMD)
Association to Advance Collegiate Schools of Business (AACSB International)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid', 'distant learning']"
50,Weifang Medical University,world rank  6266,"Weifang
Shandong
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
51,Weifang University,world rank  5454,"Weicheng
Weifang
Shandong
China",+86 (536) 878 5100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
52,Weifang University of Science and Technology,world rank  10188,"166 Xueyuan Road
Shouguang
262700 Shandong
China",+86 (536) 519 6151,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
53,Weill Cornell Medicine - Qatar,world rank  3330,"PO Box 24144 Education City
Doha
Ad-Dawhah
Qatar",+974 4492 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
54,Weinan Normal University,world rank  6655,"Weinan
Shaanxi
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
55,Weissensee Kunsthochschule Berlin,world rank  3895,"Bühringstrasse 20
Berlin
13086 Berlin
Germany",+49 (30) 477050,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
56,Weizmann Institute of Science,world rank  526,"PO Box 26
Rehovot
76100 Central District
Israel",+972 (8) 934 2924,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Weizmann Institute of Science
|
Faculty of Biochemistry Faculty of Biology Faculty of Chemistry Faculty of Mathematics and Computer Science Faculty of Physics Department of Science Teaching Scientific Archaeology Unit",['library']
57,Wekerle Sándor Üzleti Foiskola,world rank  10294,"Jázmin u. 10
Budapest
1083 Budapest
Hungary",+36 (1) 323 1070,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
58,Welch College,world rank  6308,"1045 Bison Trail
Gallatin
37066-8460 Tennessee
United States",+1 (615) 675 5255,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation","National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
59,Wellesley College,world rank  659,"106 Central Street
Wellesley
02481-8203 Massachusetts
United States",+1 (781) 283 1000,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"568 Group
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
60,Wells College,world rank  3625,"170 Main Street
Aurora
13026-0500 New York
United States",+1 (315) 364 3264,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
61,Wellspring University,world rank  12199,"Irhirhi Road, off Airport Road
Benin City
Edo
Nigeria",+234 (704) 255 0535,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
62,Wenhua University,world rank  8920,"East Lake High-Tech Development Zone
Wuhan
Hubei
China",+86 (27) 8759 9540,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
63,Wenshan University,world rank  9570,"Wenshan
Yunnan
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
64,Wentworth Institute of Technology,world rank  2025,"550 Huntington Avenue
Boston
02115 Massachusetts
United States",+1 (617) 989 4590,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
National Architectural Accrediting Board (NAAB)
National Association of Schools of Art and Design (NASAD)","International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
65,Wenzao Ursuline University of Languages,world rank  4871,"No. 900, Mintsu 1st Road
Kaohsiung City
807 Kaohsiung
Taiwan",+886 (7) 342 6031,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Wenzao Ursuline University of Languages
|
College of English and International Studies College of European and Asian Languages College of Cultural and Educational Innovation College of The Holistic Education",['Not reported']
66,Wenzhou Business College,world rank  11461,"Wenzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
67,Wenzhou Medical University,world rank  1990,"Wenzhou
Zhejiang
China",+86,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'financial aid']"
68,Wenzhou University,world rank  3549,"276 Xueyuan Middle Road, Lucheng
Wenzhou
Zhejiang
China",+86 (577) 8659 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
69,Wenzhou-Kean University,world rank  9099,"88 Daxue Road, Ouhai
Wenzhou
325060 Zhejiang
China",+86 (577) 5587 0000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
70,Wesley College,world rank  3775,"120 North State Street
Dover
19901-3875 Delaware
United States",+1 (302) 736 2300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
Council for the Accreditation of Educator Preparation (CAEP)
National League for Nursing Accrediting Commission (NLNAC)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
71,Wesley János Lelkészképzo Foiskola,world rank  8825,"Dankó utca 11
Budapest
1086 Budapest
Hungary",+36 (1) 210 5400,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
